onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
36.0	8.0	1.5	56	-4	A	-1.0	6	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	9/2	False	True					False	3		ii%43	c	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	0	0	0	-4	-4	-4	True	False	True
36.0	12.0	1.5	72	0	C	0.0	6	4	1.0	1.0	3/8	True	-2	2.0	2.0	1.0	1a	5	9/2	False	True					False	3		ii%43	c	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	0	0	0	0	0	0	True	False	False
44.0	8.0	1.834	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	-2	2.0	2.0	1.0	1a	3	11/2	False	True					False	4		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	0	0	0	-1	-1	-1	True	False	True
48.0	4.0	2.0	74	2	D	0.0	6	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	6	False	False					False	4		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	0	0	0	2	2	2	True	True	False
52.0	8.0	2.167	55	1	G	0.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	13/2	False	True					False	5		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
52.0	12.0	2.167	71	5	B	0.0	6	4	1.0	1.0	3/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	True					False	5		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	5	5	5	True	False	False
60.0	8.0	2.5	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	15/2	False	True					False	6		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	-1	-1	-1	True	False	True
64.0	4.0	2.667	67	1	G	0.0	6	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	8	False	False					False	6		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	1	1	1	True	True	False
68.0	8.0	2.8339999999999996	51	-3	E	-1.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	17/2	False	True					False	7		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
68.0	8.0	2.8339999999999996	72	0	C	0.0	6	4	1.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	5	17/2	False	True					False	7		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
76.0	8.0	3.167	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	19/2	False	True					False	8		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	-1	-1	-1	True	False	True
76.0	8.0	3.167	71	5	B	0.0	6	4	1.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	4	19/2	False	True					False	8		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	5	5	5	True	False	False
84.0	0.0	3.5	71	5	B	0.0	6	4	1.0	1.0	0	True	-2	3.0	3.0	2.0	2a	4	21/2	False	True					False	9		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	5	5	5	False	False	False
84.0	8.0	3.5	51	-3	E	-1.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	21/2	False	True					False	9		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
84.0	12.0	3.5	72	0	C	0.0	6	4	1.0	1.0	3/8	True	-2	3.0	3.0	2.0	2a	5	21/2	False	True					False	9		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
92.0	8.0	3.8339999999999996	50	2	D	0.0	6	4	2.0	1.0	1/4	True	-2	3.0	3.0	2.0	2a	3	23/2	False	True					False	10		V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
96.0	4.0	4.0	74	2	D	0.0	6	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	5	12	False	False					False	10		V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
100.0	0.0	4.167	74	2	D	0.0	6	4	1.0	1.0	0	True	-2	4.0	4.0	3.0	3a	5	25/2	False	True	IAC	IAC		}	True	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
100.0	16.0	4.167	48	0	C	0.0	6	4	2.0	1.0	1/2	True	-2	4.0	4.0	3.0	3a	3	25/2	False	True	IAC	IAC		}	True	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
100.0	16.0	4.167	75	-3	E	-1.0	6	4	1.0	1.0	1/2	True	-2	4.0	4.0	3.0	3a	5	25/2	False	True	IAC	IAC		}	True	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
116.0	0.0	4.834	74	2	D	0.0	6	4	1.0	1.0	0	True	-2	4.0	4.0	3.0	3a	5	29/2	False	False					False	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
116.0	8.0	4.834	36	0	C	0.0	6	4	2.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	2	29/2	False	False					False	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
116.0	8.0	4.834	72	0	C	0.0	6	4	1.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	5	29/2	False	False					False	11		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
124.0	8.0	5.167	60	0	C	0.0	6	4	2.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	4	31/2	False	False				{	False	12		{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	0	0	0	True	True	True
124.0	8.0	5.167	75	-3	E	-1.0	6	4	1.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	5	31/2	False	False				{	False	12		{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
132.0	0.0	5.5	62	2	D	0.0	6	4	2.0	1.0	0	True	-2	4.0	4.0	3.0	3a	4	33/2	False	True					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	2	2	5	True	False	True
132.0	12.0	5.5	62	2	D	0.0	6	4	2.0	1.0	3/8	True	-2	4.0	4.0	3.0	3a	4	33/2	False	True					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	2	2	5	True	False	True
132.0	12.0	5.5	74	2	D	0.0	6	4	1.0	1.0	3/8	True	-2	4.0	4.0	3.0	3a	5	33/2	False	True					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	2	2	5	True	False	True
144.0	2.0	6.0	60	0	C	0.0	6	4	2.0	1.0	1/16	True	-2	4.0	4.0	3.0	3a	4	18	False	False					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	0	0	3	False	False	False
144.0	4.0	6.0	72	0	C	0.0	6	4	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	18	False	False					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	0	0	3	False	False	False
146.0	2.0	6.084	62	2	D	0.0	6	4	2.0	1.0	1/16	True	-2	4.0	4.0	3.0	3a	4	73/4	False	False					False	13		V6/III	c	i		V6/III	V		6		III	M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V6/III	V6/III, minor		V6/III, minor	III	III	0	0	-3	2	2	5	True	False	True
148.0	8.0	6.167	63	-3	E	-1.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	37/2	False	True					False	14		III	c	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	0	0	0	-3	-3	-3	True	True	True
148.0	12.0	6.167	70	-2	B	-1.0	6	4	1.0	1.0	3/8	True	-2	5.0	5.0	4.0	4a	4	37/2	False	True					False	14		III	c	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	0	0	0	-2	-2	-2	True	False	False
156.0	8.0	6.5	62	2	D	0.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	39/2	False	True					False	15		V65/III	c	i		V65/III	V		65		III	Mm7	True	True	(2, -1, -4, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V65/III	V65/III, minor		V65/III, minor	III	III	0	0	-3	2	2	5	True	False	True
160.0	4.0	6.667	68	-4	A	-1.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	20	False	False					False	15		V65/III	c	i		V65/III	V		65		III	Mm7	True	True	(2, -1, -4, -2)	()	-2	2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V65/III	V65/III, minor		V65/III, minor	III	III	0	0	-3	-4	-4	-1	True	False	False
164.0	8.0	6.834	63	-3	E	-1.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	41/2	False	True					False	16		III	c	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	0	0	0	-3	-3	-3	True	True	True
164.0	4.0	6.834	67	1	G	0.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	41/2	False	True					False	16		III	c	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	0	0	0	1	1	1	True	False	False
168.0	4.0	7.0	68	-4	A	-1.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	21	False	False					False	16		III	c	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	0	0	0	-4	-4	-4	False	False	False
172.0	8.0	7.167	60	0	C	0.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	43/2	False	True					False	17		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
172.0	4.0	7.167	67	1	G	0.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	43/2	False	True					False	17		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
176.0	4.0	7.334	68	-4	A	-1.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	22	False	False					False	17		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-4	-4	-4	False	False	False
180.0	8.0	7.5	56	-4	A	-1.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	3	45/2	False	True					False	18		ii65/III	c	i		ii65/III	ii		65		III	mm7	True	True	(-4, 0, -3, -1)	()	-1	-4	minor	minor	i	i, minor	ii/III	III	III/i	III	False	ii65/III	ii65/III, minor		ii65/III, minor	III	III	0	0	-3	-4	-4	-1	True	False	True
180.0	12.0	7.5	68	-4	A	-1.0	6	4	1.0	1.0	3/8	True	-2	5.0	5.0	4.0	4a	4	45/2	False	True					False	18		ii65/III	c	i		ii65/III	ii		65		III	mm7	True	True	(-4, 0, -3, -1)	()	-1	-4	minor	minor	i	i, minor	ii/III	III	III/i	III	False	ii65/III	ii65/III, minor		ii65/III, minor	III	III	0	0	-3	-4	-4	-1	True	False	True
188.0	8.0	7.834	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	3	47/2	False	True					False	19		ii7/III	c	i		ii7/III	ii		7		III	mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	ii/III	III	III/i	III	False	ii7/III	ii7/III, minor		ii7/III, minor	III	III	0	0	-3	-1	-1	2	True	True	True
192.0	4.0	8.0	67	1	G	0.0	6	4	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	24	False	False					False	19		ii7/III	c	i		ii7/III	ii		7		III	mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	ii/III	III	III/i	III	False	ii7/III	ii7/III, minor		ii7/III, minor	III	III	0	0	-3	1	1	4	False	False	False
196.0	12.0	8.167	58	-2	B	-1.0	6	4	2.0	1.0	3/8	True	-2	6.0	6.0	5.0	5a	3	49/2	False	True					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-2	-2	1	True	True	True
196.0	8.0	8.167	65	-1	F	0.0	6	4	1.0	1.0	1/4	True	-2	6.0	6.0	5.0	5a	4	49/2	False	True					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-1	-1	2	True	False	False
204.0	12.0	8.5	70	-2	B	-1.0	6	4	1.0	1.0	3/8	True	-2	6.0	6.0	5.0	5a	4	51/2	False	False					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-2	-2	1	True	True	True
208.0	4.0	8.667	60	0	C	0.0	6	4	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	4	26	False	False					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	0	0	3	False	False	False
212.0	4.0	8.834	58	-2	B	-1.0	6	4	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	53/2	False	False					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-2	-2	1	True	True	True
216.0	4.0	9.0	56	-4	A	-1.0	6	4	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	27	False	False					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-4	-4	-1	False	False	False
216.0	4.0	9.0	70	-2	B	-1.0	6	4	1.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	4	27	False	False					False	20		V/III	c	i		V/III	V				III	M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	V/III	III	III/i	III	False	V/III	V/III, minor		V/III, minor	III	III	0	0	-3	-2	-2	1	True	True	True
220.0	4.0	9.167	55	1	G	0.0	6	4	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	55/2	False	True					False	21		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
220.0	8.0	9.167	71	5	B	0.0	6	4	1.0	1.0	1/4	True	-2	6.0	6.0	5.0	5a	4	55/2	False	True					False	21		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	5	5	5	True	False	False
224.0	4.0	9.334	53	-1	F	0.0	6	4	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	28	False	False					False	21		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	-1	-1	-1	False	False	False
228.0	0.0	9.5	71	5	B	0.0	6	4	1.0	1.0	0	True	-2	6.0	6.0	5.0	5a	4	57/2	False	True					False	22		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	5	5	5	False	False	False
228.0	8.0	9.5	51	-3	E	-1.0	6	4	2.0	1.0	1/4	True	-2	6.0	6.0	5.0	5a	3	57/2	False	True					False	22		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
228.0	12.0	9.5	72	0	C	0.0	6	4	1.0	1.0	3/8	True	-2	6.0	6.0	5.0	5a	5	57/2	False	True					False	22		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
236.0	8.0	9.834	50	2	D	0.0	6	4	2.0	1.0	1/4	True	-2	6.0	6.0	5.0	5a	3	59/2	False	True					False	23		V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
240.0	4.0	10.0	74	2	D	0.0	6	4	1.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	5	30	False	False					False	23		V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
244.0	0.0	10.167	74	2	D	0.0	6	4	1.0	1.0	0	True	-2	7.0	7.0	6.0	6a	5	61/2	False	True					False	24		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
244.0	8.0	10.167	48	0	C	0.0	6	4	2.0	1.0	1/4	True	-2	7.0	7.0	6.0	6a	3	61/2	False	True					False	24		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
244.0	8.0	10.167	75	-3	E	-1.0	6	4	1.0	1.0	1/4	True	-2	7.0	7.0	6.0	6a	5	61/2	False	True					False	24		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
252.0	0.0	10.5	74	2	D	0.0	6	4	1.0	1.0	0	True	-2	7.0	7.0	6.0	6a	5	63/2	False	True					False	25		v.iio	c	v		iio	ii	o				o	True	True	(2, -1, -4)	()	2	2	minor	minor	v	v, minor	ii		v	v	True	iio	iio, minor		iio, minor		ii	0	1	1	2	1	1	False	False	False
252.0	8.0	10.5	45	3	A	0.0	6	4	2.0	1.0	1/4	True	-2	7.0	7.0	6.0	6a	2	63/2	False	True					False	25		v.iio	c	v		iio	ii	o				o	True	True	(2, -1, -4)	()	2	2	minor	minor	v	v, minor	ii		v	v	True	iio	iio, minor		iio, minor		ii	0	1	1	3	2	2	True	True	True
