onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	6.0	0.0	76	4	E	0.0	6	8	1.0	1.0	3/8	True	1	1.0	1.0	0.0	0a	5	0	True	True				{	False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
6.0	6.0	1.0	64	4	E	0.0	6	8	2.0	1.0	3/8	True	1	2.0	2.0	1.0	1a	4	3/2	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
6.0	1.0	1.0	79	1	G	0.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	5	3/2	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
7.0	1.0	1.167	78	6	F	1.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	5	7/4	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	2	2	2	False	False	False
8.0	1.0	1.333	76	4	E	0.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	5	2	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
9.0	1.0	1.5	75	9	D	1.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	5	9/4	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	5	5	5	False	False	False
10.0	1.0	1.667	73	7	C	1.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	5	5/2	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	3	3	3	False	False	False
11.0	1.0	1.833	71	5	B	0.0	6	8	1.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	4	11/4	False	False					False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	1	1	1	True	False	False
12.0	1.0	2.0	67	1	G	0.0	6	8	2.0	1.0	1/16	True	1	2.0	2.0	1.0	1a	4	3	False	True					False	1	i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	4	4	4	-3	-3	-3	True	False	True
12.0	2.0	2.0	76	4	E	0.0	6	8	1.0	1.0	1/8	True	1	2.0	2.0	1.0	1a	5	3	False	True					False	1	i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	4	4	4	0	0	0	True	True	False
