onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
36.0	6.0	1.5	64	4	E	0.0	4	4	2.0	1.0	1/16	True		1.0	1.0	1.0	1a	4	3/2	False	True				{	False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
36.0	6.0	1.5	76	4	E	0.0	4	4	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	5	3/2	False	True				{	False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
42.0	6.0	1.75	66	6	F	1.0	4	4	2.0	1.0	1/16	True		1.0	1.0	1.0	1a	4	7/4	False	True					False	1	V43	E	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	4	4	4	2	2	2	True	False	True
42.0	6.0	1.75	75	9	D	1.0	4	4	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	5	7/4	False	True					False	1	V43	E	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	4	4	4	5	5	5	True	False	False
48.0	12.0	2.0	68	8	G	1.0	4	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	2	False	True					False	2	I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	4	4	4	4	4	4	True	False	True
48.0	12.0	2.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	2	False	True					False	2	I6	E	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	4	4	4	0	0	0	True	True	False
60.0	12.0	2.5	69	3	A	0.0	4	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	5/2	False	True					False	3	ii65	E	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	4	4	4	-1	-1	-1	True	False	True
60.0	12.0	2.5	78	6	F	1.0	4	4	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	5/2	False	True					False	3	ii65	E	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	4	4	4	2	2	2	True	True	False
72.0	0.0	3.0	78	6	F	1.0	4	4	1.0	1.0	0	True		1.0	1.0	1.0	1a	5	3	False	True					False	4	V(64)	E	I		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	4	4	4	2	2	2	False	False	False
72.0	12.0	3.0	71	5	B	0.0	4	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	3	False	True					False	4	V(64)	E	I		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	4	4	4	1	1	1	True	True	True
