onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
8.0	4.0	1.0	69	3	A	0.0	3	8	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	4	1/2	False	True				{	False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
12.0	4.0	1.5	76	4	E	0.0	3	8	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	5	3/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	2	2	2	True	False	False
16.0	4.0	2.0	74	2	D	0.0	3	8	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	5	1	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	0	0	0	False	False	False
20.0	4.0	2.5	76	4	E	0.0	3	8	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	5	5/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	2	2	2	True	False	False
24.0	4.0	3.0	73	7	C	1.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	5	3/2	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	5	5	5	True	False	False
28.0	4.0	3.5	74	2	D	0.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	5	7/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	0	0	0	False	False	False
32.0	4.0	4.0	76	4	E	0.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	5	2	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	2	2	2	True	False	False
36.0	4.0	4.5	74	2	D	0.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	5	9/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	0	0	0	False	False	False
40.0	4.0	5.0	73	7	C	1.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	5	5/2	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	5	5	5	True	False	False
44.0	4.0	5.5	71	5	B	0.0	3	8	1.0	1.0	1/16	True	2	2.0	2.0	2.0	2a	4	11/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	3	3	3	False	False	False
48.0	4.0	6.0	69	3	A	0.0	3	8	1.0	1.0	1/16	True	2	3.0	3.0	3.0	3a	4	3	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
52.0	4.0	6.5	67	1	G	0.0	3	8	1.0	1.0	1/16	True	2	3.0	3.0	3.0	3a	4	13/4	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	-1	-1	-1	False	False	False
56.0	4.0	7.0	69	3	A	0.0	3	8	1.0	1.0	1/16	True	2	3.0	3.0	3.0	3a	4	7/2	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
56.0	4.0	7.0	76	4	E	0.0	3	8	2.0	1.0	1/16	True	2	3.0	3.0	3.0	3a	5	7/2	False	False					False	0	D.V{	D	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	2	2	2	True	False	False
