onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	8.0	0.0	62	2	D	0.0	3	4	2.0	1.0	1/2	True	0	1.0	1.0	1.0	1a	4	0	True	True				{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
0.0	4.0	0.0	77	-1	F	0.0	3	4	1.0	1.0	1/4	True	0	1.0	1.0	1.0	1a	5	0	True	True				{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
4.0	6.0	1.0	69	3	A	0.0	3	4	1.0	1.0	3/8	True	0	1.0	1.0	1.0	1a	4	1	False	False					False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
11.0	1.0	2.75	77	-1	F	0.0	3	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	5	11/4	False	False					False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
12.0	8.0	3.0	60	0	C	0.0	3	4	2.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	4	3	False	True					False	1	v6	d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	-2	-2	-2	True	False	True
12.0	4.0	3.0	76	4	E	0.0	3	4	1.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	5	3	False	True					False	1	v6	d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	2	2	2	True	False	False
16.0	6.0	4.0	69	3	A	0.0	3	4	1.0	1.0	3/8	True	0	2.0	2.0	2.0	2a	4	4	False	False					False	1	v6	d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	1	1	1	True	True	False
23.0	1.0	5.75	76	4	E	0.0	3	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	23/4	False	False					False	1	v6	d	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	2	2	2	2	2	2	True	False	False
24.0	8.0	6.0	59	5	B	0.0	3	4	2.0	1.0	1/2	True	0	3.0	3.0	3.0	3a	3	6	False	True					False	2	V43/V	d	i		V43/V	V		43		V	Mm7	True	True	(3, 0, 2, 6)	()	2	3	minor	minor	i	i, minor	V/V	V	V/i	V	False	V43/V	V43/V, minor		V43/V, minor	V	V	2	2	3	3	3	2	True	False	True
24.0	4.0	6.0	74	2	D	0.0	3	4	1.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	5	6	False	True					False	2	V43/V	d	i		V43/V	V		43		V	Mm7	True	True	(3, 0, 2, 6)	()	2	3	minor	minor	i	i, minor	V/V	V	V/i	V	False	V43/V	V43/V, minor		V43/V, minor	V	V	2	2	3	0	0	-1	True	False	False
28.0	6.0	7.0	68	8	G	1.0	3	4	1.0	1.0	3/8	True	0	3.0	3.0	3.0	3a	4	7	False	False					False	2	V43/V	d	i		V43/V	V		43		V	Mm7	True	True	(3, 0, 2, 6)	()	2	3	minor	minor	i	i, minor	V/V	V	V/i	V	False	V43/V	V43/V, minor		V43/V, minor	V	V	2	2	3	6	6	5	True	False	False
35.0	1.0	8.75	76	4	E	0.0	3	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	35/4	False	False					False	2	V43/V	d	i		V43/V	V		43		V	Mm7	True	True	(3, 0, 2, 6)	()	2	3	minor	minor	i	i, minor	V/V	V	V/i	V	False	V43/V	V43/V, minor		V43/V, minor	V	V	2	2	3	2	2	1	True	True	False
36.0	6.0	9.0	57	3	A	0.0	3	4	2.0	1.0	3/8	True	0	4.0	4.0	4.0	4a	3	9	False	True	HC.TEN	HC	TEN	}	True	3	V|HC.TEN}	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
36.0	4.0	9.0	73	7	C	1.0	3	4	1.0	1.0	1/4	True	0	4.0	4.0	4.0	4a	5	9	False	True	HC.TEN	HC	TEN	}	True	3	V|HC.TEN}	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	5	5	5	True	False	False
40.0	0.0	10.0	71	5	B	0.0	3	4	1.0	1.0	0	True	0	4.0	4.0	4.0	4a	4	10	False	False					False	3	V|HC.TEN}	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	3	3	3	False	False	False
