onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
144.0	36.0	3.0	69	3	A	0.0	4	4	1.0	1.0	3/16	True		1.0	1.0	1.0	1a	4	3	False	True					False	2	i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	0	0	0	True	True	False
168.0	24.0	3.5	47	5	B	0.0	4	4	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	2	7/2	False	True					False	3	V43	a	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	3	3	3	2	2	2	True	False	True
180.0	12.0	3.75	71	5	B	0.0	4	4	1.0	1.0	1/16	True		1.0	1.0	1.0	1a	4	15/4	False	False					False	3	V43	a	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	3	3	3	2	2	2	True	False	True
192.0	0.0	4.0	71	5	B	0.0	4	4	1.0	1.0	0	True	0	2.0	2.0	2.0	2a	4	4	False	True					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
192.0	12.0	4.0	45	3	A	0.0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	2	4	False	True					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
192.0	24.0	4.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	5	4	False	True					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-3	-3	-3	True	False	False
204.0	12.0	4.25	56	8	G	1.0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	3	17/4	False	False					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	5	5	5	False	False	False
216.0	0.0	4.5	71	5	B	0.0	4	4	1.0	1.0	0	True	0	2.0	2.0	2.0	2a	4	9/2	False	False					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
216.0	12.0	4.5	57	3	A	0.0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	3	9/2	False	False					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
216.0	24.0	4.5	69	3	A	0.0	4	4	1.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	4	9/2	False	False					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
228.0	12.0	4.75	59	5	B	0.0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	3	19/4	False	False					False	4	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
240.0	24.0	5.0	60	0	C	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	4	5	False	True					False	5	i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	-3	-3	-3	True	False	True
252.0	12.0	5.25	72	0	C	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	21/4	False	False					False	5	i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	3	3	3	-3	-3	-3	True	False	True
264.0	24.0	5.5	45	3	A	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	2	11/2	False	True					False	6	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
264.0	12.0	5.5	74	2	D	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	11/2	False	True					False	6	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	-1	-1	-1	False	False	False
276.0	12.0	5.75	76	4	E	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	23/4	False	False					False	6	i	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
288.0	24.0	6.0	43	1	G	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	2	6	False	True					False	7	v6	a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	-2	-2	-2	True	False	True
288.0	24.0	6.0	71	5	B	0.0	4	4	1.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	4	6	False	True					False	7	v6	a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	2	2	2	True	False	False
312.0	24.0	6.5	55	1	G	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	3	13/2	False	False					False	7	v6	a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	-2	-2	-2	True	False	True
312.0	24.0	6.5	76	4	E	0.0	4	4	1.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	5	13/2	False	False					False	7	v6	a	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	3	3	3	1	1	1	True	True	False
336.0	24.0	7.0	53	-1	F	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	3	7	False	True					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	-4	-4	-4	True	False	True
336.0	12.0	7.0	74	2	D	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	7	False	True					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	-1	-1	-1	True	False	False
348.0	12.0	7.25	72	0	C	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	29/4	False	False					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	-3	-3	-3	False	False	False
360.0	24.0	7.5	41	-1	F	0.0	4	4	2.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	2	15/2	False	False					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	-4	-4	-4	True	False	True
360.0	12.0	7.5	71	5	B	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	15/2	False	False					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	2	2	2	True	True	False
372.0	12.0	7.75	69	3	A	0.0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	31/4	False	False					False	8	ii%43	a	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	3	3	3	0	0	0	True	False	False
384.0	12.0	8.0	40	4	E	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	2	8	False	True	HC.PHR	HC	PHR	}	True	9	V|HC.PHR}	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
384.0	48.0	8.0	68	8	G	1.0	4	4	1.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	4	8	False	True	HC.PHR	HC	PHR	}	True	9	V|HC.PHR}	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	5	5	5	True	False	False
396.0	12.0	8.25	53	-1	F	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	3	33/4	False	False					False	9	V|HC.PHR}	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	-4	-4	-4	False	False	False
408.0	12.0	8.5	52	4	E	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	3	17/2	False	False					False	9	V|HC.PHR}	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
420.0	12.0	8.75	50	2	D	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	3	35/4	False	False					False	9	V|HC.PHR}	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	-1	-1	-1	False	False	False
432.0	48.0	9.0	48	0	C	0.0	4	4	2.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	3	9	False	True				{	False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-3	0	0	True	True	True
444.0	12.0	9.25	71	5	B	0.0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	37/4	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	2	5	5	False	False	False
456.0	12.0	9.5	72	0	C	0.0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	19/2	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-3	0	0	True	True	True
468.0	12.0	9.75	74	2	D	0.0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	39/4	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-1	2	2	False	False	False
480.0	0.0	10.0	74	2	D	0.0	4	4	1.0	1.0	0	True	0	3.0	3.0	3.0	3a	5	10	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-1	2	2	False	False	False
480.0	24.0	10.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	5	10	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	1	4	4	True	False	False
492.0	12.0	10.25	59	5	B	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	3	41/4	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	2	5	5	False	False	False
504.0	0.0	10.5	74	2	D	0.0	4	4	1.0	1.0	0	True	0	3.0	3.0	3.0	3a	5	21/2	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-1	2	2	False	False	False
504.0	12.0	10.5	60	0	C	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	21/2	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-3	0	0	True	True	True
504.0	24.0	10.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	5	21/2	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-3	0	0	True	True	True
516.0	12.0	10.75	62	2	D	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	43/4	False	False					False	10	III.I{	a	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	3	0	0	-1	2	2	False	False	False
528.0	24.0	11.0	64	4	E	0.0	4	4	2.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	4	11	False	True					False	11	I6	a	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	3	0	0	1	4	4	True	False	True
528.0	36.0	11.0	79	1	G	0.0	4	4	1.0	1.0	3/16	True	0	3.0	3.0	3.0	3a	5	11	False	True					False	11	I6	a	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	3	0	0	-2	1	1	True	False	False
552.0	12.0	11.5	62	2	D	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	23/2	False	False					False	11	I6	a	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	3	0	0	-1	2	2	False	False	False
564.0	12.0	11.75	60	0	C	0.0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	47/4	False	False					False	11	I6	a	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	3	0	0	-3	0	0	True	True	False
564.0	12.0	11.75	79	1	G	0.0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	47/4	False	False					False	11	I6	a	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	3	0	0	-2	1	1	True	False	False
576.0	24.0	12.0	59	5	B	0.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	3	12	False	True					False	12	V6	a	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	3	0	0	2	5	5	True	False	True
576.0	48.0	12.0	79	1	G	0.0	4	4	1.0	1.0	1/4	True	0	4.0	4.0	4.0	4a	5	12	False	True					False	12	V6	a	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	3	0	0	-2	1	1	True	True	False
600.0	12.0	12.5	55	1	G	0.0	4	4	2.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	3	25/2	False	False					False	12	V6	a	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	3	0	0	-2	1	1	True	True	False
612.0	12.0	12.75	57	3	A	0.0	4	4	2.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	3	51/4	False	False					False	12	V6	a	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	3	0	0	0	3	3	False	False	False
624.0	24.0	13.0	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	3	13	False	True					False	13	v6	a	III		v6	v		6			m	True	False	(-2, 2, 1)	()	1	-2	minor	major	III	III, minor	v		III	III	False	v6	v6, major		v6, major		v	3	0	0	-5	-2	-2	True	False	True
624.0	12.0	13.0	79	1	G	0.0	4	4	1.0	1.0	1/16	False	0	4.0	4.0	4.0	4a	5	13	False	True					False	13	v6	a	III		v6	v		6			m	True	False	(-2, 2, 1)	()	1	-2	minor	major	III	III, minor	v		III	III	False	v6	v6, major		v6, major		v	3	0	0	-2	1	1	True	True	False
636.0	12.0	13.25	77	-1	F	0.0	4	4	1.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	5	53/4	False	False					False	13	v6	a	III		v6	v		6			m	True	False	(-2, 2, 1)	()	1	-2	minor	major	III	III, minor	v		III	III	False	v6	v6, major		v6, major		v	3	0	0	-4	-1	-1	False	False	False
648.0	24.0	13.5	46	-2	B	-1.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	2	27/2	False	True					False	14	vii%43/IV	a	III		vii%43/IV	vii	%	43		IV	%7	True	False	(-2, 2, 4, 1)	()	4	-2	minor	major	III	III, minor	vii/IV	IV	IV/III	VI	False	vii%43/IV	vii%43/IV, major		vii%43/IV, major	IV	IV	3	0	-1	-5	-2	-1	True	False	True
648.0	12.0	13.5	76	4	E	0.0	4	4	1.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	5	27/2	False	True					False	14	vii%43/IV	a	III		vii%43/IV	vii	%	43		IV	%7	True	False	(-2, 2, 4, 1)	()	4	-2	minor	major	III	III, minor	vii/IV	IV	IV/III	VI	False	vii%43/IV	vii%43/IV, major		vii%43/IV, major	IV	IV	3	0	-1	1	4	5	True	True	False
660.0	12.0	13.75	74	2	D	0.0	4	4	1.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	5	55/4	False	False					False	14	vii%43/IV	a	III		vii%43/IV	vii	%	43		IV	%7	True	False	(-2, 2, 4, 1)	()	4	-2	minor	major	III	III, minor	vii/IV	IV	IV/III	VI	False	vii%43/IV	vii%43/IV, major		vii%43/IV, major	IV	IV	3	0	-1	-1	2	3	True	False	False
672.0	24.0	14.0	45	3	A	0.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	2	14	False	True					False	15	vi7	a	III		vi7	vi		7			mm7	True	False	(3, 0, 4, 1)	()	3	3	minor	major	III	III, minor	vi		III	III	False	vi7	vi7, major		vi7, major		vi	3	0	0	0	3	3	True	True	True
672.0	24.0	14.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	5	14	False	True					False	15	vi7	a	III		vi7	vi		7			mm7	True	False	(3, 0, 4, 1)	()	3	3	minor	major	III	III, minor	vi		III	III	False	vi7	vi7, major		vi7, major		vi	3	0	0	-3	0	0	True	False	False
696.0	0.0	14.5	71	5	B	0.0	4	4	1.0	1.0	0	True	0	4.0	4.0	4.0	4a	4	29/2	False	True					False	16	viio6/V	a	III		viio6/V	vii	o	6		V	o	True	False	(3, 0, 6)	()	6	3	minor	major	III	III, minor	vii/V	V	V/III	VII	False	viio6/V	viio6/V, major		viio6/V, major	V	V	3	0	1	2	5	4	False	False	False
696.0	12.0	14.5	57	3	A	0.0	4	4	2.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	3	29/2	False	True					False	16	viio6/V	a	III		viio6/V	vii	o	6		V	o	True	False	(3, 0, 6)	()	6	3	minor	major	III	III, minor	vii/V	V	V/III	VII	False	viio6/V	viio6/V, major		viio6/V, major	V	V	3	0	1	0	3	2	True	False	True
696.0	24.0	14.5	69	3	A	0.0	4	4	1.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	4	29/2	False	True					False	16	viio6/V	a	III		viio6/V	vii	o	6		V	o	True	False	(3, 0, 6)	()	6	3	minor	major	III	III, minor	vii/V	V	V/III	VII	False	viio6/V	viio6/V, major		viio6/V, major	V	V	3	0	1	0	3	2	True	False	True
708.0	12.0	14.75	55	1	G	0.0	4	4	2.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	3	59/4	False	False					False	16	viio6/V	a	III		viio6/V	vii	o	6		V	o	True	False	(3, 0, 6)	()	6	3	minor	major	III	III, minor	vii/V	V	V/III	VII	False	viio6/V	viio6/V, major		viio6/V, major	V	V	3	0	1	-2	1	0	False	False	False
720.0	24.0	15.0	54	6	F	1.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	3	15	False	True					False	17	V65/V	a	III		V65/V	V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	3	0	1	3	6	5	True	False	True
720.0	36.0	15.0	74	2	D	0.0	4	4	1.0	1.0	3/16	True	0	4.0	4.0	4.0	4a	5	15	False	True					False	17	V65/V	a	III		V65/V	V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	3	0	1	-1	2	1	True	True	False
744.0	24.0	15.5	50	2	D	0.0	4	4	2.0	1.0	1/8	True	0	4.0	4.0	4.0	4a	3	31/2	False	True					False	18	V7/V	a	III		V7/V	V		7		V	Mm7	True	False	(2, 6, 3, 0)	()	2	2	minor	major	III	III, minor	V/V	V	V/III	VII	False	V7/V	V7/V, major		V7/V, major	V	V	3	0	1	-1	2	1	True	True	True
756.0	12.0	15.75	76	4	E	0.0	4	4	1.0	1.0	1/16	True	0	4.0	4.0	4.0	4a	5	63/4	False	False					False	18	V7/V	a	III		V7/V	V		7		V	Mm7	True	False	(2, 6, 3, 0)	()	2	2	minor	major	III	III, minor	V/V	V	V/III	VII	False	V7/V	V7/V, major		V7/V, major	V	V	3	0	1	1	4	3	False	False	False
768.0	12.0	16.0	43	1	G	0.0	4	4	2.0	1.0	1/16	True	0	5.0	5.0	5.0	5a	2	16	False	True	HC.CON	HC	CON	}	True	19	V|HC.CON}	a	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	3	0	0	-2	1	1	True	True	True
