onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
4.0	4.0	0.333	74	2	D	0.0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1/2	False	True				{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
8.0	4.0	0.667	77	-1	F	0.0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1	False	False					False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
12.0	4.0	1.0	76	4	E	0.0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	3/2	False	True					False	1	V6	d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	2	2	2	True	False	False
16.0	4.0	1.333	69	3	A	0.0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	2	False	False					False	1	V6	d	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	2	2	2	1	1	1	True	True	False
20.0	4.0	1.667	78	6	F	1.0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	5/2	False	True					False	2	V2/iv	d	i		V2/iv	V		2		iv	Mm7	True	True	(-2, 0, 4, 1)	()	0	-2	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V2/iv	V2/iv, minor		V2/iv, minor	iv	iv	2	2	1	4	4	5	True	False	False
24.0	4.0	2.0	79	1	G	0.0	6	8	1.0	1.0	1/8	True	0	2.0	2.0	2.0	2a	5	3	False	True					False	3	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
28.0	2.0	2.333	77	-1	F	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	7/2	False	True					False	4	ii%43	d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	-3	-3	-3	False	False	False
30.0	2.0	2.5	76	4	E	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	15/4	False	False					False	4	ii%43	d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	2	2	2	True	True	False
32.0	2.0	2.667	74	2	D	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	4	False	False					False	4	ii%43	d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	0	0	0	True	False	False
34.0	2.0	2.833	76	4	E	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	17/4	False	False					False	4	ii%43	d	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	2	2	2	2	2	2	True	True	False
36.0	2.0	3.0	77	-1	F	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	9/2	False	True					False	5	V(64)	d	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	2	2	2	-3	-3	-3	True	False	False
38.0	2.0	3.167	79	1	G	0.0	6	8	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	19/4	False	False					False	5	V(64)	d	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	2	2	2	-1	-1	-1	False	False	False
40.0	0.0	3.333	76	4	E	0.0	6	8	1.0	1.0	0	True	0	2.0	2.0	2.0	2a	5	5	False	True					False	6	V	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
40.0	0.0	3.333	74	2	D	0.0	6	8	1.0	1.0	0	True	0	2.0	2.0	2.0	2a	5	5	False	True					False	6	V	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	0	0	0	False	False	False
40.0	8.0	3.333	76	4	E	0.0	6	8	1.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	5	5	False	True					False	6	V	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	2	2	2	True	False	False
48.0	4.0	4.0	74	2	D	0.0	6	8	1.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	5	6	False	False				}	True	7	i}	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
52.0	4.0	4.333	57	3	A	0.0	6	8	2.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	3	13/2	False	True				{	False	8	v.i{	d	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	2	3	3	1	0	0	True	True	True
52.0	8.0	4.333	81	3	A	0.0	6	8	1.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	5	13/2	False	True				{	False	8	v.i{	d	v		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	v	v, minor	i		v	v	True	i	i, minor		i, minor		i	2	3	3	1	0	0	True	True	True
