onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	69	3	A	0.0	6	8	1.0	1.0	1/8	True	3	1.0	1.0	0.0	0a	4	0	True	True				{	False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
2.0	2.0	0.333	69	3	A	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	1/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
4.0	2.0	0.666	64	4	E	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	1	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
6.0	2.0	1.0	69	3	A	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	3/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
8.0	2.0	1.333	69	3	A	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
10.0	2.0	1.666	64	4	E	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	5/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
12.0	2.0	2.0	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	3	3	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
12.0	2.0	2.0	69	3	A	0.0	6	8	1.0	1.0	1/8	True	3	2.0	2.0	1.0	1a	4	3	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
14.0	2.0	2.333	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	7/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
14.0	6.0	2.333	69	3	A	0.0	6	8	1.0	1.0	3/8	True	3	3.0	3.0	2.0	2a	4	7/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
16.0	2.0	2.6660000000000004	52	4	E	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	4	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
18.0	2.0	3.0	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	9/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
20.0	2.0	3.333	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	5	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
20.0	6.0	3.333	73	7	C	1.0	6	8	1.0	1.0	3/8	True	3	3.0	3.0	2.0	2a	5	5	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
22.0	2.0	3.6660000000000004	52	4	E	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	11/2	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
24.0	2.0	4.0	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	3.0	3.0	2.0	2a	3	6	False	False					False	0	A.I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
26.0	4.0	4.333	61	7	C	1.0	6	8	2.0	1.0	1/4	True	3	4.0	4.0	3.0	3a	4	13/2	False	True					False	1	I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
26.0	2.0	4.333	76	4	E	0.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	13/2	False	True					False	1	I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
28.0	2.0	4.666	78	6	F	1.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	7	False	False					False	1	I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	3	3	3	False	False	False
30.0	2.0	5.0	57	3	A	0.0	6	8	2.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	3	15/2	False	True					False	2	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
30.0	2.0	5.0	76	4	E	0.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	15/2	False	True					False	2	I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
32.0	4.0	5.333	64	4	E	0.0	6	8	2.0	1.0	1/4	True	3	4.0	4.0	3.0	3a	4	8	False	True					False	3	V(4)	A	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	3	3	3	1	1	1	True	True	True
32.0	2.0	5.333	76	4	E	0.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	8	False	True					False	3	V(4)	A	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	3	3	3	1	1	1	True	True	True
34.0	2.0	5.666	78	6	F	1.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	17/2	False	False					False	3	V(4)	A	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	3	3	3	3	3	3	False	False	False
36.0	2.0	6.0	52	4	E	0.0	6	8	2.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	3	9	False	True					False	4	V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
36.0	2.0	6.0	76	4	E	0.0	6	8	1.0	1.0	1/8	True	3	4.0	4.0	3.0	3a	5	9	False	True					False	4	V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
38.0	6.0	6.333	57	3	A	0.0	6	8	2.0	1.0	3/8	True	3	5.0	5.0	4.0	4a	3	19/2	False	True	IAC	IAC		}	True	5	I|IAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
38.0	6.0	6.333	73	7	C	1.0	6	8	1.0	1.0	3/8	True	3	5.0	5.0	4.0	4a	5	19/2	False	True	IAC	IAC		}	True	5	I|IAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
44.0	0.0	7.333	71	5	B	0.0	6	8	1.0	1.0	0	True	3	5.0	5.0	4.0	4a	4	11	False	False					False	5	I|IAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
44.0	4.0	7.333	45	3	A	0.0	6	8	2.0	1.0	1/4	True	3	5.0	5.0	4.0	4a	2	11	False	False					False	5	I|IAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
44.0	4.0	7.333	69	3	A	0.0	6	8	1.0	1.0	1/4	True	3	5.0	5.0	4.0	4a	4	11	False	False					False	5	I|IAC}	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
