onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
18.0	6.0	1.5	65	-1	F	0.0	6	4	1.0	1.0	3/8	True	0	2.0	2.0	1.0	1a	4	9/2	False	True					False	3	IV6	C	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	-1	-1	-1	True	True	False
24.0	2.0	2.0	59	5	B	0.0	6	4	2.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	3	6	False	True					False	4	V65	C	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	0	0	0	5	5	5	True	False	True
24.0	2.0	2.0	67	1	G	0.0	6	4	1.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	6	False	True					False	4	V65	C	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	0	0	0	1	1	1	True	True	False
26.0	8.0	2.167	60	0	C	0.0	6	4	2.0	1.0	1/2	True	0	3.0	3.0	2.0	2a	4	13/2	False	True					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
26.0	4.0	2.167	64	4	E	0.0	6	4	1.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	13/2	False	True					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
30.0	4.0	2.5	60	0	C	0.0	6	4	1.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	15/2	False	False					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
34.0	2.0	2.8339999999999996	48	0	C	0.0	6	4	2.0	1.0	1/8	True	0	3.0	3.0	2.0	2a	3	17/2	False	False					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
34.0	4.0	2.8339999999999996	67	1	G	0.0	6	4	1.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	4	17/2	False	False					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
36.0	2.0	3.0	47	5	B	0.0	6	4	2.0	1.0	1/8	True	0	3.0	3.0	2.0	2a	2	9	False	False					False	5	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
38.0	4.0	3.167	45	3	A	0.0	6	4	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	2	19/2	False	True					False	6	V43/V	C	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	0	0	1	3	3	2	True	False	True
38.0	4.0	3.167	72	0	C	0.0	6	4	1.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	5	19/2	False	True					False	6	V43/V	C	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	0	0	1	0	0	-1	True	False	False
42.0	4.0	3.5	43	1	G	0.0	6	4	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	2	21/2	False	True					False	7	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
42.0	6.0	3.5	71	5	B	0.0	6	4	1.0	1.0	3/8	True	0	3.0	3.0	2.0	2a	4	21/2	False	True					False	7	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
46.0	4.0	3.8339999999999996	36	0	C	0.0	6	4	2.0	1.0	1/4	True	0	3.0	3.0	2.0	2a	2	23/2	False	True					False	8	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
48.0	2.0	4.0	72	0	C	0.0	6	4	1.0	1.0	1/8	True	0	3.0	3.0	2.0	2a	5	12	False	False					False	8	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
50.0	0.0	4.167	72	0	C	0.0	6	4	1.0	1.0	0	True	0	4.0	4.0	3.0	3a	5	25/2	False	True	HC.SIM	HC	SIM	}	True	9	V|HC.SIM}	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	0	0	0	False	False	False
50.0	6.0	4.167	43	1	G	0.0	6	4	2.0	1.0	3/8	True	0	4.0	4.0	3.0	3a	2	25/2	False	True	HC.SIM	HC	SIM	}	True	9	V|HC.SIM}	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
50.0	12.0	4.167	74	2	D	0.0	6	4	1.0	1.0	3/4	True	0	4.0	4.0	3.0	3a	5	25/2	False	True	HC.SIM	HC	SIM	}	True	9	V|HC.SIM}	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
56.0	2.0	4.667	50	2	D	0.0	6	4	2.0	1.0	1/8	True	0	4.0	4.0	3.0	3a	3	14	False	False					False	9	V|HC.SIM}	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	2	2	2	True	False	False
58.0	4.0	4.834	55	1	G	0.0	6	4	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	3	29/2	False	False					False	9	V|HC.SIM}	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
62.0	4.0	5.167	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	3	31/2	False	True				{	False	10	V2{	C	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	-1	-1	-1	True	False	True
62.0	4.0	5.167	71	5	B	0.0	6	4	1.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	4	31/2	False	True				{	False	10	V2{	C	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	5	5	5	True	False	False
66.0	0.0	5.5	71	5	B	0.0	6	4	1.0	1.0	0	True	0	4.0	4.0	3.0	3a	4	33/2	False	True					False	11	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	5	5	5	False	False	False
66.0	4.0	5.5	52	4	E	0.0	6	4	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	3	33/2	False	True					False	11	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
66.0	6.0	5.5	72	0	C	0.0	6	4	1.0	1.0	3/8	True	0	4.0	4.0	3.0	3a	5	33/2	False	True					False	11	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
70.0	4.0	5.834	50	2	D	0.0	6	4	2.0	1.0	1/4	True	0	4.0	4.0	3.0	3a	3	35/2	False	True					False	12	V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	2	2	2	True	False	True
72.0	2.0	6.0	74	2	D	0.0	6	4	1.0	1.0	1/8	True	0	4.0	4.0	3.0	3a	5	18	False	False					False	12	V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	2	2	2	True	False	True
74.0	0.0	6.167	74	2	D	0.0	6	4	1.0	1.0	0	True	0	5.0	5.0	4.0	4a	5	37/2	False	True					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	2	2	2	False	False	False
74.0	6.0	6.167	48	0	C	0.0	6	4	2.0	1.0	3/8	True	0	5.0	5.0	4.0	4a	3	37/2	False	True					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
74.0	6.0	6.167	76	4	E	0.0	6	4	1.0	1.0	3/8	True	0	5.0	5.0	4.0	4a	5	37/2	False	True					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
80.0	2.0	6.667	55	1	G	0.0	6	4	2.0	1.0	1/8	True	0	5.0	5.0	4.0	4a	3	20	False	False					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
80.0	2.0	6.667	74	2	D	0.0	6	4	1.0	1.0	1/8	True	0	5.0	5.0	4.0	4a	5	20	False	False					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	2	2	2	False	False	False
82.0	2.0	6.834	60	0	C	0.0	6	4	2.0	1.0	1/8	True	0	5.0	5.0	4.0	4a	4	41/2	False	False					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
82.0	4.0	6.834	76	4	E	0.0	6	4	1.0	1.0	1/4	True	0	5.0	5.0	4.0	4a	5	41/2	False	False					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	4	4	4	True	False	False
84.0	2.0	7.0	59	5	B	0.0	6	4	2.0	1.0	1/8	True	0	5.0	5.0	4.0	4a	3	21	False	False					False	13	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
86.0	0.0	7.167	74	2	D	0.0	6	4	1.0	1.0	0	True	0	5.0	5.0	4.0	4a	5	43/2	False	True					False	14	vi	C	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	2	2	2	False	False	False
86.0	4.0	7.167	57	3	A	0.0	6	4	2.0	1.0	1/4	True	0	5.0	5.0	4.0	4a	3	43/2	False	True					False	14	vi	C	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	3	3	3	True	True	True
86.0	4.0	7.167	72	0	C	0.0	6	4	1.0	1.0	1/4	True	0	5.0	5.0	4.0	4a	5	43/2	False	True					False	14	vi	C	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	0	0	0	0	0	0	True	False	False
90.0	4.0	7.5	55	1	G	0.0	6	4	2.0	1.0	1/4	True	0	5.0	5.0	4.0	4a	3	45/2	False	True					False	15	vi2	C	I		vi2	vi		2			mm7	False	False	(1, 3, 0, 4)	()	3	1	major	major	I	I, major	vi		I	I	False	vi2	vi2, major		vi2, major		vi	0	0	0	1	1	1	True	False	True
90.0	6.0	7.5	76	4	E	0.0	6	4	1.0	1.0	3/8	True	0	5.0	5.0	4.0	4a	5	45/2	False	True					False	15	vi2	C	I		vi2	vi		2			mm7	False	False	(1, 3, 0, 4)	()	3	1	major	major	I	I, major	vi		I	I	False	vi2	vi2, major		vi2, major		vi	0	0	0	4	4	4	True	False	False
94.0	4.0	7.834	53	-1	F	0.0	6	4	2.0	1.0	1/4	True	0	5.0	5.0	4.0	4a	3	47/2	False	True					False	16	V2	C	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	-1	-1	-1	True	False	True
96.0	2.0	8.0	77	-1	F	0.0	6	4	1.0	1.0	1/8	True	0	5.0	5.0	4.0	4a	5	24	False	False					False	16	V2	C	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	0	0	0	-1	-1	-1	True	False	True
98.0	0.0	8.167	77	-1	F	0.0	6	4	1.0	1.0	0	True	0	6.0	6.0	5.0	5a	5	49/2	False	True					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	-1	-1	-1	False	False	False
98.0	2.0	8.167	52	4	E	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	49/2	False	True					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
98.0	12.0	8.167	79	1	G	0.0	6	4	1.0	1.0	3/4	True	0	6.0	6.0	5.0	5a	5	49/2	False	True					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	1	1	1	True	False	False
100.0	2.0	8.334	50	2	D	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	25	False	False					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	2	2	2	False	False	False
102.0	2.0	8.5	52	4	E	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	51/2	False	False					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
104.0	2.0	8.667	48	0	C	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	26	False	False					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	0	0	0	True	True	False
106.0	2.0	8.834	50	2	D	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	53/2	False	False					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	2	2	2	False	False	False
108.0	2.0	9.0	52	4	E	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	27	False	False					False	17	I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	0	0	0	4	4	4	True	False	True
110.0	2.0	9.167	53	-1	F	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	55/2	False	True					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	-1	-1	-1	True	False	True
110.0	2.0	9.167	81	3	A	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	55/2	False	True					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	3	3	3	True	False	False
112.0	2.0	9.334	52	4	E	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	28	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	4	4	4	False	False	False
112.0	2.0	9.334	79	1	G	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	28	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	1	1	1	False	False	False
114.0	2.0	9.5	53	-1	F	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	57/2	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	-1	-1	-1	True	False	True
114.0	2.0	9.5	77	-1	F	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	57/2	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	-1	-1	-1	True	False	True
116.0	2.0	9.667	55	1	G	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	29	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	1	1	1	False	False	False
116.0	2.0	9.667	76	4	E	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	29	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	4	4	4	False	False	False
118.0	2.0	9.834	57	3	A	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	59/2	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	3	3	3	True	False	False
118.0	2.0	9.834	74	2	D	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	59/2	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	2	2	2	True	True	False
120.0	2.0	10.0	53	-1	F	0.0	6	4	2.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	3	30	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	-1	-1	-1	True	False	True
120.0	2.0	10.0	72	0	C	0.0	6	4	1.0	1.0	1/8	True	0	6.0	6.0	5.0	5a	5	30	False	False					False	18	ii65	C	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	0	0	0	0	0	0	True	False	False
122.0	6.0	10.167	55	1	G	0.0	6	4	2.0	1.0	3/8	True	0	7.0	7.0	6.0	6a	3	61/2	False	True					False	19	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
122.0	6.0	10.167	71	5	B	0.0	6	4	1.0	1.0	3/8	True	0	7.0	7.0	6.0	6a	4	61/2	False	True					False	19	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
128.0	2.0	10.667	57	3	A	0.0	6	4	2.0	1.0	1/8	True	0	7.0	7.0	6.0	6a	3	32	False	False					False	19	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	3	3	3	False	False	False
128.0	2.0	10.667	72	0	C	0.0	6	4	1.0	1.0	1/8	True	0	7.0	7.0	6.0	6a	5	32	False	False					False	19	V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	0	0	0	False	False	False
130.0	8.0	10.834	58	-2	B	-1.0	6	4	2.0	1.0	1/2	True	0	7.0	7.0	6.0	6a	3	65/2	False	True					False	20	v6	C	I		v6	v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	0	0	0	-2	-2	-2	True	False	True
130.0	4.0	10.834	74	2	D	0.0	6	4	1.0	1.0	1/4	True	0	7.0	7.0	6.0	6a	5	65/2	False	True					False	20	v6	C	I		v6	v		6			m	False	False	(-2, 2, 1)	()	1	-2	major	major	I	I, major	v		I	I	False	v6	v6, major		v6, major		v	0	0	0	2	2	2	True	False	False
134.0	4.0	11.167	76	4	E	0.0	6	4	1.0	1.0	1/4	True	0	7.0	7.0	6.0	6a	5	67/2	False	True					False	21	V2/IV	C	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	0	0	-1	4	4	5	True	False	False
138.0	0.0	11.5	74	2	D	0.0	6	4	1.0	1.0	0	True	0	7.0	7.0	6.0	6a	5	69/2	False	True					False	22	IV6	C	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	0	0	0	2	2	2	False	False	False
