onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	4.0	0.0	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	1.0	1.0	0.0	0a	5	0	True	True				{	False	0	c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
4.0	4.0	0.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-2	1.0	1.0	0.0	0a	5	1/2	False	False					False	0	c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
8.0	2.0	1.0	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	1	False	False					False	0	c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
10.0	2.0	1.25	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	5/4	False	False					False	0	c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
12.0	2.0	1.5	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	3/2	False	True					False	1	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	2	2	2	True	False	False
14.0	2.0	1.75	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	7/4	False	False					False	1	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	-3	-3	-3	False	False	False
16.0	4.0	2.0	67	1	G	0.0	4	4	2.0	1.0	1/8	True	-2	1.0	1.0	0.0	0a	4	2	False	False					False	1	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
16.0	2.0	2.0	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	2	False	False					False	1	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	0	0	0	False	False	False
18.0	2.0	2.25	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	1.0	1.0	0.0	0a	5	9/4	False	False					False	1	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	2	2	2	True	False	False
20.0	4.0	2.5	60	0	C	0.0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	5/2	False	True					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
20.0	4.0	2.5	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	5/2	False	True					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
24.0	2.0	3.0	62	2	D	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	3	False	False					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
24.0	2.0	3.0	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	3	False	False					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
26.0	2.0	3.25	63	-3	E	-1.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	13/4	False	False					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
26.0	2.0	3.25	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	13/4	False	False					False	2	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
28.0	2.0	3.5	62	2	D	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	7/2	False	True					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
28.0	2.0	3.5	71	5	B	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	7/2	False	True					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	5	5	5	True	False	False
30.0	2.0	3.75	63	-3	E	-1.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	15/4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	-3	-3	-3	False	False	False
30.0	2.0	3.75	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	15/4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	0	0	0	False	False	False
32.0	2.0	4.0	60	0	C	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	0	0	0	False	False	False
32.0	2.0	4.0	69	3	A	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	3	3	3	False	False	False
34.0	2.0	4.25	62	2	D	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	17/4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	2	2	2	True	False	True
34.0	2.0	4.25	71	5	B	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	17/4	False	False					False	3	V43	c	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	0	0	0	5	5	5	True	False	False
36.0	4.0	4.5	63	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	4	9/2	False	True					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
36.0	4.0	4.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	9/2	False	True					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
40.0	2.0	5.0	62	2	D	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	5	False	False					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
40.0	2.0	5.0	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	5	False	False					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
42.0	2.0	5.25	60	0	C	0.0	4	4	2.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	4	21/4	False	False					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
42.0	2.0	5.25	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	2.0	2.0	1.0	1a	5	21/4	False	False					False	4	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
44.0	4.0	5.5	59	5	B	0.0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	3	11/2	False	True					False	5	V65	c	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	0	0	0	5	5	5	True	False	True
44.0	4.0	5.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	11/2	False	True					False	5	V65	c	i		V65	V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	0	0	0	2	2	2	True	False	False
48.0	4.0	6.0	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	3	6	False	True					False	6	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
48.0	4.0	6.0	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	1.0	1a	5	6	False	True					False	6	V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
52.0	0.0	6.5	77	-1	F	0.0	4	4	1.0	1.0	0	True	-2	3.0	3.0	2.0	2a	5	13/2	False	True					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-1	-1	-1	False	False	False
52.0	4.0	6.5	60	0	C	0.0	4	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	True					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
52.0	4.0	6.5	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	5	13/2	False	True					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
56.0	2.0	7.0	62	2	D	0.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	7	False	False					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
56.0	2.0	7.0	77	-1	F	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	7	False	False					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-1	-1	-1	False	False	False
58.0	2.0	7.25	63	-3	E	-1.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	29/4	False	False					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
58.0	2.0	7.25	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	29/4	False	False					False	7	i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	1	1	1	True	False	False
60.0	4.0	7.5	62	2	D	0.0	4	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	15/2	False	True					False	8	III.V65	c	III		V65	V		65			Mm7	True	False	(5, 2, -1, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V65	V65, major		V65, major		V	0	-3	-3	2	5	5	True	False	True
60.0	2.0	7.5	77	-1	F	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	15/2	False	True					False	8	III.V65	c	III		V65	V		65			Mm7	True	False	(5, 2, -1, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V65	V65, major		V65, major		V	0	-3	-3	-1	2	2	True	False	False
62.0	2.0	7.75	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	31/4	False	False					False	8	III.V65	c	III		V65	V		65			Mm7	True	False	(5, 2, -1, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V65	V65, major		V65, major		V	0	-3	-3	1	4	4	False	False	False
64.0	4.0	8.0	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	3	8	False	True					False	9	V7	c	III		V7	V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major		V7, major		V	0	-3	-3	-2	1	1	True	True	True
64.0	2.0	8.0	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	8	False	True					False	9	V7	c	III		V7	V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major		V7, major		V	0	-3	-3	-3	0	0	False	False	False
66.0	2.0	8.25	77	-1	F	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	33/4	False	False					False	9	V7	c	III		V7	V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major		V7, major		V	0	-3	-3	-1	2	2	True	False	False
68.0	4.0	8.5	63	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	17/2	False	True					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-3	0	0	True	True	True
68.0	4.0	8.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	5	17/2	False	True					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	1	4	4	True	False	False
72.0	2.0	9.0	65	-1	F	0.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	9	False	False					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-1	2	2	False	False	False
72.0	2.0	9.0	77	-1	F	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	9	False	False					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-1	2	2	False	False	False
74.0	2.0	9.25	67	1	G	0.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	37/4	False	False					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	1	4	4	True	False	False
74.0	2.0	9.25	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	37/4	False	False					False	10	I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-3	0	0	True	True	True
76.0	2.0	9.5	65	-1	F	0.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	19/2	False	True					False	11	V43	c	III		V43	V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	0	-3	-3	-1	2	2	True	False	True
76.0	2.0	9.5	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	19/2	False	True					False	11	V43	c	III		V43	V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	0	-3	-3	2	5	5	True	False	False
78.0	2.0	9.75	67	1	G	0.0	4	4	2.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	4	39/4	False	False					False	11	V43	c	III		V43	V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	0	-3	-3	1	4	4	False	False	False
78.0	2.0	9.75	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-2	3.0	3.0	2.0	2a	5	39/4	False	False					False	11	V43	c	III		V43	V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	0	-3	-3	-3	0	0	False	False	False
