onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
240.0	12.0	5.0	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	3.0	3.0	2.0	2a	3	10	False	True					False	3		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
240.0	6.0	5.0	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	2.0	2a	5	10	False	True					False	3		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
246.0	6.0	5.125	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	3.0	3.0	2.0	2a	5	41/4	False	False					False	3		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	5	5	5	False	False	False
252.0	24.0	5.25	62	2	D	0.0	2	2	2.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	4	21/2	False	True					False	4		vi	F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
252.0	24.0	5.25	74	2	D	0.0	2	2	1.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	5	21/2	False	True					False	4		vi	F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
276.0	12.0	5.75	62	2	D	0.0	2	2	2.0	1.0	1/8	False	-1	4.0	4.0	3.0	3a	4	23/2	False	True					False	5		IV6	F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	3	3	3	True	False	True
276.0	24.0	5.75	74	2	D	0.0	2	2	1.0	1.0	1/4	False	-1	4.0	4.0	3.0	3a	5	23/2	False	True					False	5		IV6	F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	3	3	3	True	False	True
288.0	12.0	6.0	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	3	12	False	True					False	6		ii	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	2	2	2	True	True	True
300.0	12.0	6.25	64	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	4	25/2	False	True					False	7		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	5	5	5	True	False	True
300.0	12.0	6.25	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	5	25/2	False	True					False	7		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	1	1	1	True	True	False
312.0	12.0	6.5	62	2	D	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	4	13	False	False					False	7		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	3	3	3	False	False	False
312.0	12.0	6.5	74	2	D	0.0	2	2	1.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	5	13	False	False					False	7		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	3	3	3	False	False	False
324.0	12.0	6.75	64	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	4	27/2	False	True					False	8		V65	F	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-1	-1	-1	5	5	5	True	False	True
324.0	12.0	6.75	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	5	27/2	False	True					False	8		V65	F	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-1	-1	-1	1	1	1	True	True	False
336.0	12.0	7.0	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	4	14	False	False					False	8		V65	F	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-1	-1	-1	1	1	1	True	True	False
336.0	12.0	7.0	70	-2	B	-1.0	2	2	1.0	1.0	1/8	True	-1	4.0	4.0	3.0	3a	4	14	False	False					False	8		V65	F	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-1	-1	-1	-1	-1	-1	True	False	False
348.0	12.0	7.25	65	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	29/2	False	True					False	9		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
348.0	12.0	7.25	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	29/2	False	True					False	9		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
360.0	12.0	7.5	64	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	15	False	True					False	10		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	5	5	5	True	False	True
360.0	12.0	7.5	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	5	15	False	True					False	10		V6	F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	1	1	1	True	True	False
372.0	12.0	7.75	62	2	D	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	31/2	False	True					False	11		IV6	F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	3	3	3	True	False	True
372.0	12.0	7.75	70	-2	B	-1.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	31/2	False	True					False	11		IV6	F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	-1	-1	-1	True	True	False
384.0	12.0	8.0	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	16	False	True					False	12		iii6	F	I		iii6	iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	-1	-1	-1	1	1	1	True	False	True
384.0	12.0	8.0	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	16	False	True					False	12		iii6	F	I		iii6	iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	I	I, major	iii		I	I	False	iii6	iii6, major		iii6, major		iii	-1	-1	-1	4	4	4	True	True	False
396.0	12.0	8.25	58	-2	B	-1.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	33/2	False	True					False	13		ii6	F	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-1	-1	-1	-1	-1	-1	True	False	True
396.0	12.0	8.25	67	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	33/2	False	True					False	13		ii6	F	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-1	-1	-1	2	2	2	True	True	False
408.0	12.0	8.5	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	17	False	True					False	14		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
408.0	12.0	8.5	65	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	17	False	True					False	14		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
420.0	12.0	8.75	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	35/2	False	True					False	15		V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	2	2	2	True	False	True
420.0	12.0	8.75	64	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	35/2	False	True					False	15		V43	F	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	-1	-1	-1	5	5	5	True	False	False
432.0	12.0	9.0	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	3	18	False	True					False	16		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
432.0	12.0	9.0	65	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	5.0	5.0	4.0	4a	4	18	False	True					False	16		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
444.0	24.0	9.25	60	0	C	0.0	2	2	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	4	37/2	False	True	HC.SIM	HC	SIM	}	True	17		V|HC.SIM}	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
444.0	12.0	9.25	67	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	6.0	6.0	5.0	5a	4	37/2	False	True	HC.SIM	HC	SIM	}	True	17		V|HC.SIM}	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
456.0	12.0	9.5	67	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	6.0	6.0	5.0	5a	4	19	False	False				{	False	18		{	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
468.0	24.0	9.75	72	0	C	0.0	2	2	1.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	5	39/2	False	False					False	18		{	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
480.0	12.0	10.0	48	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	6.0	6.0	5.0	5a	3	20	False	False					False	18		{	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
492.0	24.0	10.25	53	-1	F	0.0	2	2	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	3	41/2	False	True					False	19		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
492.0	12.0	10.25	72	0	C	0.0	2	2	1.0	1.0	1/8	False	-1	6.0	6.0	5.0	5a	5	41/2	False	True					False	19		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
504.0	12.0	10.5	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	6.0	6.0	5.0	5a	4	21	False	False					False	19		I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
516.0	12.0	10.75	53	-1	F	0.0	2	2	2.0	1.0	1/8	False	-1	6.0	6.0	5.0	5a	3	43/2	False	True					False	20		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	0	0	0	True	False	True
516.0	24.0	10.75	74	2	D	0.0	2	2	1.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	5	43/2	False	True					False	20		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	3	3	3	True	True	False
528.0	12.0	11.0	50	2	D	0.0	2	2	2.0	1.0	1/8	True	-1	6.0	6.0	5.0	5a	3	22	False	False					False	20		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	3	3	3	True	True	False
540.0	24.0	11.25	55	1	G	0.0	2	2	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	45/2	False	True					False	21		V.V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	2	1	1	True	True	True
540.0	12.0	11.25	74	2	D	0.0	2	2	1.0	1.0	1/8	False	-1	7.0	7.0	6.0	6a	5	45/2	False	True					False	21		V.V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	3	2	2	True	False	False
552.0	12.0	11.5	71	5	B	0.0	2	2	1.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	4	23	False	False					False	21		V.V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	6	5	5	True	False	False
564.0	12.0	11.75	55	1	G	0.0	2	2	2.0	1.0	1/8	False	-1	7.0	7.0	6.0	6a	3	47/2	False	True					False	22		iii6	F	V		iii6	iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	V	V, major	iii		V	V	False	iii6	iii6, major		iii6, major		iii	-1	0	0	2	1	1	True	False	True
564.0	24.0	11.75	76	4	E	0.0	2	2	1.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	5	47/2	False	True					False	22		iii6	F	V		iii6	iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	V	V, major	iii		V	V	False	iii6	iii6, major		iii6, major		iii	-1	0	0	5	4	4	True	True	False
576.0	12.0	12.0	52	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	3	24	False	False					False	22		iii6	F	V		iii6	iii		6			m	False	False	(1, 5, 4)	()	4	1	major	major	V	V, major	iii		V	V	False	iii6	iii6, major		iii6, major		iii	-1	0	0	5	4	4	True	True	False
588.0	24.0	12.25	57	3	A	0.0	2	2	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	49/2	False	True					False	23		vi7	F	V		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	V	V, major	vi		V	V	False	vi7	vi7, major		vi7, major		vi	-1	0	0	4	3	3	True	True	True
588.0	12.0	12.25	76	4	E	0.0	2	2	1.0	1.0	1/8	False	-1	7.0	7.0	6.0	6a	5	49/2	False	True					False	23		vi7	F	V		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	V	V, major	vi		V	V	False	vi7	vi7, major		vi7, major		vi	-1	0	0	5	4	4	True	False	False
600.0	12.0	12.5	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	5	25	False	True					False	24		IV6	F	V		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	V	V, major	IV		V	V	False	IV6	IV6, major		IV6, major		IV	-1	0	0	1	0	0	True	False	False
612.0	12.0	12.75	59	5	B	0.0	2	2	2.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	3	51/2	False	True					False	25		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	6	5	5	True	False	True
612.0	12.0	12.75	77	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	5	51/2	False	True					False	25		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	0	-1	-1	True	False	False
624.0	12.0	13.0	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	4	26	False	True					False	26		I	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	1	0	0	True	True	True
624.0	12.0	13.0	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	7.0	7.0	6.0	6a	5	26	False	True					False	26		I	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	5	4	4	True	False	False
636.0	24.0	13.25	55	1	G	0.0	2	2	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	53/2	False	True	HC.SIM	HC	SIM	}	True	27		V|HC.SIM}	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	2	1	1	True	True	True
636.0	12.0	13.25	74	2	D	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	53/2	False	True	HC.SIM	HC	SIM	}	True	27		V|HC.SIM}	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	3	2	2	True	False	False
648.0	12.0	13.5	79	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	27	False	False				{	False	28		{	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False		, major		V, major		V	-1	0	0	2	1	1	True	True	True
660.0	12.0	13.75	77	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	55/2	False	False					False	28		{	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False		, major		V, major		V	-1	0	0	0	-1	-1	False	False	False
672.0	12.0	14.0	67	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	4	28	False	True					False	29		I64	F	V		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	V	V, major	I		V	V	False	I64	I64, major		I64, major		I	-1	0	0	2	1	1	True	False	True
672.0	12.0	14.0	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	28	False	True					False	29		I64	F	V		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	V	V, major	I		V	V	False	I64	I64, major		I64, major		I	-1	0	0	5	4	4	True	False	False
684.0	12.0	14.25	65	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	4	57/2	False	True					False	30		V2	F	V		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	V	V, major	V		V	V	False	V2	V2, major		V2, major		V	-1	0	0	0	-1	-1	True	False	True
684.0	12.0	14.25	74	2	D	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	57/2	False	True					False	30		V2	F	V		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	V	V, major	V		V	V	False	V2	V2, major		V2, major		V	-1	0	0	3	2	2	True	False	False
696.0	12.0	14.5	64	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	4	29	False	True					False	31		I6	F	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	-1	0	0	5	4	4	True	False	True
696.0	12.0	14.5	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	8.0	8.0	7.0	7a	5	29	False	True					False	31		I6	F	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	-1	0	0	1	0	0	True	True	False
