onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
1932.0	12.0	40.25	77	-1	F	0.0	2	2	1.0	1.0	1/8	False	-1	10.0	22.0	9.0	9b	5	161/2	False	True					False	88		vii%7	F	V		vii%7	vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	V	V, major	vii		V	V	False	vii%7	vii%7, major		vii%7, major		vii	-1	0	0	0	-1	-1	True	False	False
1944.0	12.0	40.5	77	-1	F	0.0	2	2	1.0	1.0	1/8	True	-1	10.0	22.0	9.0	9b	5	81	False	False					False	88		vii%7	F	V		vii%7	vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	V	V, major	vii		V	V	False	vii%7	vii%7, major		vii%7, major		vii	-1	0	0	0	-1	-1	True	False	False
1956.0	12.0	40.75	59	5	B	0.0	2	2	2.0	1.0	1/8	False	-1	10.0	22.0	9.0	9b	3	163/2	False	True					False	89		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	6	5	5	True	False	True
1956.0	12.0	40.75	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	10.0	22.0	9.0	9b	5	163/2	False	True					False	89		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	5	4	4	False	False	False
1968.0	12.0	41.0	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	10.0	22.0	9.0	9b	3	82	False	False					False	89		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	2	1	1	True	True	False
1968.0	12.0	41.0	74	2	D	0.0	2	2	1.0	1.0	1/8	True	-1	10.0	22.0	9.0	9b	5	82	False	False					False	89		V65	F	V		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V65	V65, major		V65, major		V	-1	0	0	3	2	2	True	False	False
1980.0	12.0	41.25	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	4	165/2	False	True					False	90		I	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	1	0	0	True	True	True
1980.0	12.0	41.25	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	5	165/2	False	True					False	90		I	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	5	4	4	True	False	False
1992.0	12.0	41.5	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	3	83	False	True					False	91		V7	F	V		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	V	V, major	V		V	V	False	V7	V7, major		V7, major		V	-1	0	0	2	1	1	True	True	True
1992.0	12.0	41.5	71	5	B	0.0	2	2	1.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	4	83	False	True					False	91		V7	F	V		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	V	V, major	V		V	V	False	V7	V7, major		V7, major		V	-1	0	0	6	5	5	True	False	False
2004.0	12.0	41.75	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	3	167/2	False	True					False	92		vi	F	V		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	V	V, major	vi		V	V	False	vi	vi, major		vi, major		vi	-1	0	0	4	3	3	True	True	True
2004.0	12.0	41.75	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	5	167/2	False	True					False	92		vi	F	V		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	V	V, major	vi		V	V	False	vi	vi, major		vi, major		vi	-1	0	0	1	0	0	True	False	False
2016.0	12.0	42.0	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	3	84	False	True					False	93		ii65	F	V		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	V	V, major	ii		V	V	False	ii65	ii65, major		ii65, major		ii	-1	0	0	0	-1	-1	True	False	True
2016.0	12.0	42.0	74	2	D	0.0	2	2	1.0	1.0	1/8	True	-1	11.0	23.0	10.0	10b	5	84	False	True					False	93		ii65	F	V		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	V	V, major	ii		V	V	False	ii65	ii65, major		ii65, major		ii	-1	0	0	3	2	2	True	True	False
2028.0	0.0	42.25	74	2	D	0.0	2	2	1.0	1.0	0	True	-1	11.0	23.0	10.0	10b	5	169/2	False	True					False	94		V(64)	F	V		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	-1	0	0	3	2	2	False	False	False
2028.0	24.0	42.25	55	1	G	0.0	2	2	2.0	1.0	1/4	True	-1	11.0	23.0	10.0	10b	3	169/2	False	True					False	94		V(64)	F	V		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	-1	0	0	2	1	1	True	True	True
2028.0	24.0	42.25	76	4	E	0.0	2	2	1.0	1.0	1/4	True	-1	11.0	23.0	10.0	10b	5	169/2	False	True					False	94		V(64)	F	V		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V(64), major		V	-1	0	0	5	4	4	True	False	False
2052.0	0.0	42.75	76	4	E	0.0	2	2	1.0	1.0	0	True	-1	11.0	23.0	10.0	10b	5	171/2	False	True					False	95		V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	5	4	4	False	False	False
2052.0	24.0	42.75	43	1	G	0.0	2	2	2.0	1.0	1/4	True	-1	11.0	23.0	10.0	10b	2	171/2	False	True					False	95		V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	2	1	1	True	True	True
2052.0	18.0	42.75	74	2	D	0.0	2	2	1.0	1.0	3/16	True	-1	11.0	23.0	10.0	10b	5	171/2	False	True					False	95		V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	3	2	2	True	False	False
2070.0	6.0	43.125	72	0	C	0.0	2	2	1.0	1.0	1/16	True	-1	11.0	23.0	10.0	10b	5	345/4	False	False					False	95		V	F	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	-1	0	0	1	0	0	False	False	False
2076.0	24.0	43.25	48	0	C	0.0	2	2	2.0	1.0	1/4	True	-1	13.0	24.0	11.0	11b	3	173/2	True	True	PAC	PAC		}	True	96	2	I|PAC}	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	1	0	0	True	True	True
2076.0	12.0	43.25	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	173/2	True	True	PAC	PAC		}	True	96	2	I|PAC}	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-1	0	0	1	0	0	True	True	True
2088.0	12.0	43.5	84	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	6	87	False	False				{	False	97	2	{	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False		, major		I, major		I	-1	0	0	1	0	0	True	True	True
2100.0	12.0	43.75	79	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	175/2	False	False					False	97	2	{	F	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False		, major		I, major		I	-1	0	0	2	1	1	True	False	False
2112.0	12.0	44.0	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	4	88	False	True					False	98	2	I.V	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
2112.0	12.0	44.0	84	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	6	88	False	True					False	98	2	I.V	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
2124.0	24.0	44.25	58	-2	B	-1.0	2	2	2.0	1.0	1/4	True	-1	13.0	24.0	11.0	11b	3	177/2	False	True					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	-1	-1	-1	True	False	True
2124.0	12.0	44.25	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	177/2	False	True					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	5	5	5	True	False	False
2136.0	12.0	44.5	79	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	89	False	False					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	2	2	2	True	False	False
2148.0	12.0	44.75	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	179/2	False	False					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	5	5	5	True	False	False
2160.0	12.0	45.0	58	-2	B	-1.0	2	2	2.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	3	90	False	False					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	-1	-1	-1	True	False	True
2160.0	12.0	45.0	79	1	G	0.0	2	2	1.0	1.0	1/8	True	-1	13.0	24.0	11.0	11b	5	90	False	False					False	99	2	V2	F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	2	2	2	True	False	False
2172.0	24.0	45.25	57	3	A	0.0	2	2	2.0	1.0	1/4	True	-1	14.0	25.0	12.0	12a	3	181/2	False	True					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
2172.0	12.0	45.25	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	14.0	25.0	12.0	12a	5	181/2	False	True					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
2184.0	12.0	45.5	72	0	C	0.0	2	2	1.0	1.0	1/8	True	-1	14.0	25.0	12.0	12a	5	91	False	False					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
2196.0	12.0	45.75	57	3	A	0.0	2	2	2.0	1.0	1/8	False	-1	14.0	25.0	12.0	12a	3	183/2	False	False					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
2196.0	24.0	45.75	77	-1	F	0.0	2	2	1.0	1.0	1/4	True	-1	14.0	25.0	12.0	12a	5	183/2	False	False					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
2208.0	6.0	46.0	58	-2	B	-1.0	2	2	2.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	3	92	False	False					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	-1	-1	-1	False	False	False
2214.0	6.0	46.125	57	3	A	0.0	2	2	2.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	3	369/4	False	False					False	100		I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
2220.0	12.0	46.25	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	14.0	25.0	12.0	12a	3	185/2	False	True					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	2	2	2	True	True	True
2220.0	12.0	46.25	77	-1	F	0.0	2	2	1.0	1.0	1/8	False	-1	14.0	25.0	12.0	12a	5	185/2	False	True					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	0	0	0	True	False	False
2232.0	6.0	46.5	57	3	A	0.0	2	2	2.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	3	93	False	False					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	4	4	4	False	False	False
2232.0	6.0	46.5	79	1	G	0.0	2	2	1.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	5	93	False	False					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	2	2	2	True	True	True
2238.0	6.0	46.625	58	-2	B	-1.0	2	2	2.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	3	373/4	False	False					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	-1	-1	-1	True	False	False
2238.0	6.0	46.625	77	-1	F	0.0	2	2	1.0	1.0	1/16	True	-1	14.0	25.0	12.0	12a	5	373/4	False	False					False	101		ii7	F	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-1	-1	-1	0	0	0	True	False	False
2244.0	12.0	46.75	60	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	14.0	25.0	12.0	12a	4	187/2	False	True					False	102		V7	F	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-1	-1	-1	1	1	1	True	True	True
2244.0	24.0	46.75	76	4	E	0.0	2	2	1.0	1.0	1/4	True	-1	14.0	25.0	12.0	12a	5	187/2	False	True					False	102		V7	F	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-1	-1	-1	5	5	5	True	False	False
2256.0	12.0	47.0	48	0	C	0.0	2	2	2.0	1.0	1/8	True	-1	14.0	25.0	12.0	12a	3	94	False	False					False	102		V7	F	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-1	-1	-1	1	1	1	True	True	True
2268.0	12.0	47.25	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	189/2	False	True					False	103		IM7	F	I		IM7	I	M	7			MM7	False	False	(0, 4, 1, 5)	()	0	0	major	major	I	I, major	I		I	I	False	IM7	IM7, major		IM7, major		I	-1	-1	-1	0	0	0	True	True	True
2268.0	12.0	47.25	76	4	E	0.0	2	2	1.0	1.0	1/8	False	-1	15.0	26.0	13.0	13a	5	189/2	False	True					False	103		IM7	F	I		IM7	I	M	7			MM7	False	False	(0, 4, 1, 5)	()	0	0	major	major	I	I, major	I		I	I	False	IM7	IM7, major		IM7, major		I	-1	-1	-1	5	5	5	True	False	False
2280.0	12.0	47.5	52	4	E	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	95	False	False					False	103		IM7	F	I		IM7	I	M	7			MM7	False	False	(0, 4, 1, 5)	()	0	0	major	major	I	I, major	I		I	I	False	IM7	IM7, major		IM7, major		I	-1	-1	-1	5	5	5	True	False	False
2280.0	12.0	47.5	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	4	95	False	False					False	103		IM7	F	I		IM7	I	M	7			MM7	False	False	(0, 4, 1, 5)	()	0	0	major	major	I	I, major	I		I	I	False	IM7	IM7, major		IM7, major		I	-1	-1	-1	4	4	4	True	False	False
2292.0	12.0	47.75	53	-1	F	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	191/2	False	True					False	104		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	0	0	0	True	False	True
2292.0	24.0	47.75	74	2	D	0.0	2	2	1.0	1.0	1/4	True	-1	15.0	26.0	13.0	13a	5	191/2	False	True					False	104		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	3	3	3	True	True	False
2304.0	12.0	48.0	50	2	D	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	96	False	False					False	104		vi6	F	I		vi6	vi		6			m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	vi		I	I	False	vi6	vi6, major		vi6, major		vi	-1	-1	-1	3	3	3	True	True	False
2316.0	12.0	48.25	58	-2	B	-1.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	193/2	False	True					False	105		vi.VIM7	F	vi		VIM7	VI	M	7			MM7	False	True	(-4, 0, -3, 1)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VIM7	VIM7, minor		VIM7, minor		VI	-1	2	2	-1	-4	-4	True	True	True
2316.0	18.0	48.25	74	2	D	0.0	2	2	1.0	1.0	3/16	False	-1	15.0	26.0	13.0	13a	5	193/2	False	True					False	105		vi.VIM7	F	vi		VIM7	VI	M	7			MM7	False	True	(-4, 0, -3, 1)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VIM7	VIM7, minor		VIM7, minor		VI	-1	2	2	3	0	0	True	False	False
2328.0	12.0	48.5	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	97	False	False					False	105		vi.VIM7	F	vi		VIM7	VI	M	7			MM7	False	True	(-4, 0, -3, 1)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VIM7	VIM7, minor		VIM7, minor		VI	-1	2	2	4	1	1	True	False	False
2334.0	6.0	48.625	76	4	E	0.0	2	2	1.0	1.0	1/16	True	-1	15.0	26.0	13.0	13a	5	389/4	False	False					False	105		vi.VIM7	F	vi		VIM7	VI	M	7			MM7	False	True	(-4, 0, -3, 1)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VIM7	VIM7, minor		VIM7, minor		VI	-1	2	2	5	2	2	False	False	False
2340.0	12.0	48.75	58	-2	B	-1.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	195/2	False	True					False	106		ii%43	F	vi		ii%43	ii	%	43			%7	False	True	(-4, 0, 2, -1)	()	2	-4	major	minor	vi	vi, major	ii		vi	vi	True	ii%43	ii%43, minor		ii%43, minor		ii	-1	2	2	-1	-4	-4	True	False	True
2340.0	18.0	48.75	76	4	E	0.0	2	2	1.0	1.0	3/16	True	-1	15.0	26.0	13.0	13a	5	195/2	False	True					False	106		ii%43	F	vi		ii%43	ii	%	43			%7	False	True	(-4, 0, 2, -1)	()	2	-4	major	minor	vi	vi, major	ii		vi	vi	True	ii%43	ii%43, minor		ii%43, minor		ii	-1	2	2	5	2	2	True	True	False
2352.0	12.0	49.0	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	15.0	26.0	13.0	13a	3	98	False	True					False	107		ii%65	F	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	-1	2	2	2	-1	-1	True	False	True
2358.0	6.0	49.125	74	2	D	0.0	2	2	1.0	1.0	1/16	True	-1	15.0	26.0	13.0	13a	5	393/4	False	False					False	107		ii%65	F	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	-1	2	2	3	0	0	True	False	False
2364.0	24.0	49.25	57	3	A	0.0	2	2	2.0	1.0	1/4	True	-1	16.0	27.0	14.0	14a	3	197/2	False	True	HC.PHR	HC	PHR	}	True	108		V|HC.PHR}	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-1	2	2	4	1	1	True	True	True
2364.0	12.0	49.25	73	7	C	1.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	197/2	False	True	HC.PHR	HC	PHR	}	True	108		V|HC.PHR}	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-1	2	2	8	5	5	True	False	False
2376.0	12.0	49.5	81	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	99	False	False				{	False	109		{	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True		, minor		V, minor		V	-1	2	2	4	1	1	True	True	True
2388.0	12.0	49.75	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	199/2	False	False					False	109		{	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True		, minor		V, minor		V	-1	2	2	5	2	2	True	False	False
2400.0	12.0	50.0	57	3	A	0.0	2	2	2.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	3	100	False	False					False	109		{	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True		, minor		V, minor		V	-1	2	2	4	1	1	True	True	True
2400.0	12.0	50.0	81	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	100	False	False					False	109		{	F	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True		, minor		V, minor		V	-1	2	2	4	1	1	True	True	True
2412.0	24.0	50.25	55	1	G	0.0	2	2	2.0	1.0	1/4	True	-1	16.0	27.0	14.0	14a	3	201/2	False	True					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	2	-1	-1	True	False	True
2412.0	12.0	50.25	73	7	C	1.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	201/2	False	True					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	8	5	5	True	False	False
2424.0	12.0	50.5	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	101	False	False					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	5	2	2	True	False	False
2436.0	12.0	50.75	73	7	C	1.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	203/2	False	False					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	8	5	5	True	False	False
2448.0	12.0	51.0	55	1	G	0.0	2	2	2.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	3	102	False	False					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	2	-1	-1	True	False	True
2448.0	12.0	51.0	76	4	E	0.0	2	2	1.0	1.0	1/8	True	-1	16.0	27.0	14.0	14a	5	102	False	False					False	110		V2	F	vi		V2	V		2			Mm7	False	True	(-1, 1, 5, 2)	()	1	-1	major	minor	vi	vi, major	V		vi	vi	True	V2	V2, minor		V2, minor		V	-1	2	2	5	2	2	True	False	False
2460.0	24.0	51.25	53	-1	F	0.0	2	2	2.0	1.0	1/4	True	-1	17.0	28.0	15.0	15a	3	205/2	False	True					False	111		i6	F	vi		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	-1	2	2	0	-3	-3	True	False	True
2460.0	12.0	51.25	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	17.0	28.0	15.0	15a	4	205/2	False	True					False	111		i6	F	vi		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	-1	2	2	4	1	1	True	False	False
2472.0	12.0	51.5	69	3	A	0.0	2	2	1.0	1.0	1/8	True	-1	17.0	28.0	15.0	15a	4	103	False	False					False	111		i6	F	vi		i6	i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	-1	2	2	4	1	1	True	False	False
