onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	5	0	True	True				{	False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
2.0	4.0	0.5	52	4	E	0.0	4	4	2.0	1.0	1/4	True	4	1.0	1.0	0.0	0a	3	1/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
2.0	2.0	0.5	80	8	G	1.0	4	4	1.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	5	1/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	4	4	4	True	False	False
4.0	1.0	1.0	80	8	G	1.0	4	4	1.0	1.0	1/16	True	4	1.0	1.0	0.0	0a	5	1	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	4	4	4	True	False	False
5.0	1.0	1.25	81	3	A	0.0	4	4	1.0	1.0	1/16	True	4	1.0	1.0	0.0	0a	5	5/4	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	-1	-1	-1	False	False	False
6.0	2.0	1.5	83	5	B	0.0	4	4	1.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	5	3/2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	1	1	1	True	False	False
8.0	2.0	2.0	76	4	E	0.0	4	4	1.0	1.0	1/8	True	4	1.0	1.0	0.0	0a	5	2	False	False					False	0	E.I{	E	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	4	4	4	0	0	0	True	True	True
10.0	4.0	2.5	51	9	D	1.0	4	4	2.0	1.0	1/4	True	4	2.0	2.0	1.0	1a	3	5/2	False	True					False	1	V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	4	4	4	5	5	5	True	False	True
10.0	2.0	2.5	78	6	F	1.0	4	4	1.0	1.0	1/8	True	4	2.0	2.0	1.0	1a	5	5/2	False	True					False	1	V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	4	4	4	2	2	2	True	False	False
12.0	1.0	3.0	80	8	G	1.0	4	4	1.0	1.0	1/16	True	4	2.0	2.0	1.0	1a	5	3	False	False					False	1	V6	E	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	4	4	4	4	4	4	False	False	False
