onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	cadence_subtype	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
24.0	2.0	4.0	67	1	G	0.0	6	8	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	6	False	True					False	1		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
26.0	2.0	4.333	69	3	A	0.0	6	8	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	13/2	False	False					False	1		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	3	3	3	False	False	False
28.0	2.0	4.667	53	-1	F	0.0	6	8	2.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	3	7	False	True					False	2		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	-1	-1	-1	True	False	True
28.0	2.0	4.667	71	5	B	0.0	6	8	1.0	1.0	1/8	True	-2	3.0	3.0	2.0	2a	4	7	False	True					False	2		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	0	0	0	5	5	5	True	False	False
30.0	2.0	5.0	51	-3	E	-1.0	6	8	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	3	15/2	False	True					False	3		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	-3	-3	-3	True	False	True
30.0	2.0	5.0	72	0	C	0.0	6	8	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	15/2	False	True					False	3		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	0	0	0	True	True	False
32.0	2.0	5.333	50	2	D	0.0	6	8	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	3	8	False	False					False	3		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	2	2	2	False	False	False
32.0	2.0	5.333	71	5	B	0.0	6	8	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	4	8	False	False					False	3		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	0	0	0	5	5	5	False	False	False
34.0	2.0	5.667	48	0	C	0.0	6	8	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	3	17/2	False	True					False	4		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
34.0	2.0	5.667	72	0	C	0.0	6	8	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	17/2	False	True					False	4		i	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
36.0	4.0	6.0	55	1	G	0.0	6	8	2.0	1.0	1/4	True	-2	4.0	4.0	3.0	3a	3	9	False	True					False	5		V(4)	c	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	0	0	0	1	1	1	True	True	True
36.0	3.0	6.0	74	2	D	0.0	6	8	1.0	1.0	3/16	True	-2	4.0	4.0	3.0	3a	5	9	False	True					False	5		V(4)	c	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	0	0	0	2	2	2	True	False	False
39.0	1.0	6.5	72	0	C	0.0	6	8	1.0	1.0	1/16	True	-2	4.0	4.0	3.0	3a	5	39/4	False	False					False	5		V(4)	c	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	0	0	0	0	0	0	True	False	False
40.0	2.0	6.667	43	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	2	10	False	True					False	6		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	1	1	1	True	True	True
40.0	2.0	6.667	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	4.0	4.0	3.0	3a	5	10	False	True					False	6		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	0	0	0	2	2	2	True	False	False
42.0	0.0	7.0	74	2	D	0.0	6	8	1.0	1.0	0	True	-2	5.0	5.0	4.0	4a	5	21/2	False	True	IAC	IAC		}	True	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
42.0	4.0	7.0	48	0	C	0.0	6	8	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	3	21/2	False	True	IAC	IAC		}	True	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
42.0	4.0	7.0	75	-3	E	-1.0	6	8	1.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	5	21/2	False	True	IAC	IAC		}	True	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
46.0	0.0	7.667	74	2	D	0.0	6	8	1.0	1.0	0	True	-2	5.0	5.0	4.0	4a	5	23/2	False	False					False	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	2	2	2	False	False	False
46.0	2.0	7.667	36	0	C	0.0	6	8	2.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	2	23/2	False	False					False	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
46.0	2.0	7.667	72	0	C	0.0	6	8	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	5	23/2	False	False					False	7		i|IAC}	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	0	0	0	0	0	0	True	True	True
48.0	4.0	8.0	60	0	C	0.0	6	8	2.0	1.0	1/4	True	-2	5.0	5.0	4.0	4a	4	12	False	False				{	False	8		{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	0	0	0	True	True	True
51.0	1.0	8.5	75	-3	E	-1.0	6	8	1.0	1.0	1/16	True	-2	5.0	5.0	4.0	4a	5	51/4	False	False					False	8		{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	0	0	0	-3	-3	-3	True	False	False
52.0	2.0	8.667	62	2	D	0.0	6	8	2.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	4	13	False	True					False	9		III.V6	c	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	0	-3	-3	2	5	5	True	False	True
52.0	2.0	8.667	77	-1	F	0.0	6	8	1.0	1.0	1/8	True	-2	5.0	5.0	4.0	4a	5	13	False	True					False	9		III.V6	c	III		V6	V		6			M	True	False	(5, 2, 1)	()	1	5	minor	major	III	III, minor	V		III	III	False	V6	V6, major		V6, major		V	0	-3	-3	-1	2	2	True	False	False
54.0	0.0	9.0	77	-1	F	0.0	6	8	1.0	1.0	0	True	-2	6.0	6.0	5.0	5a	5	27/2	False	True					False	10		I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-1	2	2	False	False	False
54.0	4.0	9.0	63	-3	E	-1.0	6	8	2.0	1.0	1/4	True	-2	6.0	6.0	5.0	5a	4	27/2	False	True					False	10		I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-3	0	0	True	True	True
54.0	3.0	9.0	79	1	G	0.0	6	8	1.0	1.0	3/16	True	-2	6.0	6.0	5.0	5a	5	27/2	False	True					False	10		I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	1	4	4	True	False	False
57.0	1.0	9.5	80	-4	A	-1.0	6	8	1.0	1.0	1/16	True	-2	6.0	6.0	5.0	5a	5	57/4	False	False					False	10		I	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-4	-1	-1	False	False	False
58.0	2.0	9.667	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	29/2	False	True					False	11		I6	c	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	0	-3	-3	1	4	4	True	False	True
58.0	2.0	9.667	79	1	G	0.0	6	8	1.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	5	29/2	False	True					False	11		I6	c	III		I6	I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	0	-3	-3	1	4	4	True	False	True
60.0	2.0	10.0	56	-4	A	-1.0	6	8	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	15	False	True					False	12		ii65	c	III		ii65	ii		65			mm7	True	False	(-1, 3, 0, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii65	ii65, major		ii65, major		ii	0	-3	-3	-4	-1	-1	True	False	True
60.0	3.0	10.0	77	-1	F	0.0	6	8	1.0	1.0	3/16	True	-2	6.0	6.0	5.0	5a	5	15	False	True					False	12		ii65	c	III		ii65	ii		65			mm7	True	False	(-1, 3, 0, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii65	ii65, major		ii65, major		ii	0	-3	-3	-1	2	2	True	True	False
62.0	2.0	10.333	53	-1	F	0.0	6	8	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	31/2	False	True					False	13		ii7	c	III		ii7	ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	0	-3	-3	-1	2	2	True	True	True
63.0	1.0	10.5	75	-3	E	-1.0	6	8	1.0	1.0	1/16	True	-2	6.0	6.0	5.0	5a	5	63/4	False	False					False	13		ii7	c	III		ii7	ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	0	-3	-3	-3	0	0	True	False	False
64.0	2.0	10.667	58	-2	B	-1.0	6	8	2.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	3	16	False	True					False	14		V	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	-2	1	1	True	True	True
64.0	2.0	10.667	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	6.0	6.0	5.0	5a	5	16	False	True					False	14		V	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	2	5	5	True	False	False
66.0	0.0	11.0	74	2	D	0.0	6	8	1.0	1.0	0	True	-2	7.0	7.0	6.0	6a	5	33/2	False	True	PAC	PAC		}	True	15		I|PAC}	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	2	5	5	False	False	False
66.0	2.0	11.0	51	-3	E	-1.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	33/2	False	True	PAC	PAC		}	True	15		I|PAC}	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-3	0	0	True	True	True
66.0	6.0	11.0	75	-3	E	-1.0	6	8	1.0	1.0	3/8	True	-2	7.0	7.0	6.0	6a	5	33/2	False	True	PAC	PAC		}	True	15		I|PAC}	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-3	0	0	True	True	True
68.0	2.0	11.333	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	17	False	False					False	15		I|PAC}	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	1	4	4	True	False	False
70.0	2.0	11.667	56	-4	A	-1.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	35/2	False	False					False	15		I|PAC}	c	III		I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	0	-3	-3	-4	-1	-1	False	False	False
72.0	2.0	12.0	58	-2	B	-1.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	18	False	True				{	False	16		V{	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	-2	1	1	True	True	True
74.0	2.0	12.333	56	-4	A	-1.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	37/2	False	False					False	16		V{	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	-4	-1	-1	False	False	False
74.0	2.0	12.333	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	5	37/2	False	False					False	16		V{	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	2	5	5	True	False	False
76.0	2.0	12.667	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	3	19	False	False					False	16		V{	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	1	4	4	False	False	False
76.0	2.0	12.667	75	-3	E	-1.0	6	8	1.0	1.0	1/8	True	-2	7.0	7.0	6.0	6a	5	19	False	False					False	16		V{	c	III		V	V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	0	-3	-3	-3	0	0	False	False	False
78.0	4.0	13.0	53	-1	F	0.0	6	8	2.0	1.0	1/4	True	-2	8.0	8.0	7.0	7a	3	39/2	False	True					False	17		ii	c	III		ii	ii					m	True	False	(2, -1, 3)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii	ii, major		ii, major		ii	0	-3	-3	-1	2	2	True	True	True
78.0	2.0	13.0	77	-1	F	0.0	6	8	1.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	5	39/2	False	True					False	17		ii	c	III		ii	ii					m	True	False	(2, -1, 3)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii	ii, major		ii, major		ii	0	-3	-3	-1	2	2	True	True	True
80.0	2.0	13.333	75	-3	E	-1.0	6	8	1.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	5	20	False	False					False	17		ii	c	III		ii	ii					m	True	False	(2, -1, 3)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii	ii, major		ii, major		ii	0	-3	-3	-3	0	0	False	False	False
82.0	2.0	13.667	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	3	41/2	False	False					False	17		ii	c	III		ii	ii					m	True	False	(2, -1, 3)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii	ii, major		ii, major		ii	0	-3	-3	1	4	4	False	False	False
82.0	2.0	13.667	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	5	41/2	False	False					False	17		ii	c	III		ii	ii					m	True	False	(2, -1, 3)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii	ii, major		ii, major		ii	0	-3	-3	2	5	5	False	False	False
84.0	2.0	14.0	56	-4	A	-1.0	6	8	2.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	3	21	False	True					False	18		IV	c	III		IV	IV					M	True	False	(-1, 3, 0)	()	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV, major		IV	0	-3	-3	-4	-1	-1	True	True	True
84.0	4.0	14.0	72	0	C	0.0	6	8	1.0	1.0	1/4	True	-2	8.0	8.0	7.0	7a	5	21	False	True					False	18		IV	c	III		IV	IV					M	True	False	(-1, 3, 0)	()	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV, major		IV	0	-3	-3	0	3	3	True	False	False
86.0	2.0	14.333	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	3	43/2	False	False					False	18		IV	c	III		IV	IV					M	True	False	(-1, 3, 0)	()	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV, major		IV	0	-3	-3	1	4	4	False	False	False
88.0	2.0	14.667	53	-1	F	0.0	6	8	2.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	3	22	False	False					False	18		IV	c	III		IV	IV					M	True	False	(-1, 3, 0)	()	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV, major		IV	0	-3	-3	-1	2	2	False	False	False
88.0	2.0	14.667	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	8.0	8.0	7.0	7a	5	22	False	False					False	18		IV	c	III		IV	IV					M	True	False	(-1, 3, 0)	()	-1	-1	minor	major	III	III, minor	IV		III	III	False	IV	IV, major		IV, major		IV	0	-3	-3	2	5	5	False	False	False
90.0	4.0	15.0	51	-3	E	-1.0	6	8	2.0	1.0	1/4	True	-2	9.0	9.0	8.0	8a	3	45/2	False	True					False	19		vi6	c	III		vi6	vi		6			m	True	False	(0, 4, 3)	()	3	0	minor	major	III	III, minor	vi		III	III	False	vi6	vi6, major		vi6, major		vi	0	-3	-3	-3	0	0	True	False	True
90.0	2.0	15.0	75	-3	E	-1.0	6	8	1.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	5	45/2	False	True					False	19		vi6	c	III		vi6	vi		6			m	True	False	(0, 4, 3)	()	3	0	minor	major	III	III, minor	vi		III	III	False	vi6	vi6, major		vi6, major		vi	0	-3	-3	-3	0	0	True	False	True
92.0	2.0	15.333	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	5	23	False	False					False	19		vi6	c	III		vi6	vi		6			m	True	False	(0, 4, 3)	()	3	0	minor	major	III	III, minor	vi		III	III	False	vi6	vi6, major		vi6, major		vi	0	-3	-3	2	5	5	False	False	False
94.0	2.0	15.667	53	-1	F	0.0	6	8	2.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	3	47/2	False	False					False	19		vi6	c	III		vi6	vi		6			m	True	False	(0, 4, 3)	()	3	0	minor	major	III	III, minor	vi		III	III	False	vi6	vi6, major		vi6, major		vi	0	-3	-3	-1	2	2	False	False	False
94.0	2.0	15.667	72	0	C	0.0	6	8	1.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	5	47/2	False	False					False	19		vi6	c	III		vi6	vi		6			m	True	False	(0, 4, 3)	()	3	0	minor	major	III	III, minor	vi		III	III	False	vi6	vi6, major		vi6, major		vi	0	-3	-3	0	3	3	True	True	False
96.0	2.0	16.0	55	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	3	24	False	True					False	20		V/vi	c	III		V/vi	V				vi	M	True	False	(4, 8, 5)	()	4	4	minor	major	III	III, minor	V/vi	vi	vi/III	i	True	V/vi	V/vi, major		V/vi, major	vi	vi	0	-3	0	1	4	1	True	True	True
96.0	4.0	16.0	71	5	B	0.0	6	8	1.0	1.0	1/4	True	-2	9.0	9.0	8.0	8a	4	24	False	True					False	20		V/vi	c	III		V/vi	V				vi	M	True	False	(4, 8, 5)	()	4	4	minor	major	III	III, minor	V/vi	vi	vi/III	i	True	V/vi	V/vi, major		V/vi, major	vi	vi	0	-3	0	5	8	5	True	False	False
98.0	2.0	16.333	43	1	G	0.0	6	8	2.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	2	49/2	False	False					False	20		V/vi	c	III		V/vi	V				vi	M	True	False	(4, 8, 5)	()	4	4	minor	major	III	III, minor	V/vi	vi	vi/III	i	True	V/vi	V/vi, major		V/vi, major	vi	vi	0	-3	0	1	4	1	True	True	True
100.0	2.0	16.667	45	3	A	0.0	6	8	2.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	2	25	False	False					False	20		V/vi	c	III		V/vi	V				vi	M	True	False	(4, 8, 5)	()	4	4	minor	major	III	III, minor	V/vi	vi	vi/III	i	True	V/vi	V/vi, major		V/vi, major	vi	vi	0	-3	0	3	6	3	False	False	False
100.0	2.0	16.667	72	0	C	0.0	6	8	1.0	1.0	1/8	True	-2	9.0	9.0	8.0	8a	5	25	False	False					False	20		V/vi	c	III		V/vi	V				vi	M	True	False	(4, 8, 5)	()	4	4	minor	major	III	III, minor	V/vi	vi	vi/III	i	True	V/vi	V/vi, major		V/vi, major	vi	vi	0	-3	0	0	3	0	False	False	False
102.0	2.0	17.0	46	-2	B	-1.0	6	8	2.0	1.0	1/8	True	-2	10.0	10.0	9.0	9a	2	51/2	False	True					False	21		v.i6	c	v		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	v	v, minor	i		v	v	True	i6	i6, minor		i6, minor		i	0	1	1	-2	-3	-3	True	False	True
102.0	2.0	17.0	74	2	D	0.0	6	8	1.0	1.0	1/8	True	-2	10.0	10.0	9.0	9a	5	51/2	False	True					False	21		v.i6	c	v		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	v	v, minor	i		v	v	True	i6	i6, minor		i6, minor		i	0	1	1	2	1	1	True	False	False
