onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
282.0	2.0	70.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	4	141/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	-1	-1	-1	False	False	False
284.0	2.0	71.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	3	71	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	4	4	4	False	False	False
286.0	2.0	71.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	3	143/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
288.0	8.0	72.0	59	5	B	0.0	3	4	2.0	1.0	1/2	True	1	15.0	25.0	14.0	14a	3	72	False	True				False	39		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
288.0	2.0	72.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	5	72	False	True				False	39		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
290.0	2.0	72.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	5	145/2	False	False				False	39		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	3	3	3	False	False	False
292.0	2.0	73.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	5	73	False	False				False	39		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
294.0	2.0	73.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	5	147/2	False	False				False	39		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
296.0	4.0	74.0	54	6	F	1.0	3	4	2.0	1.0	1/4	True	1	15.0	25.0	14.0	14a	3	74	False	True				False	40		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	5	5	5	True	False	True
296.0	2.0	74.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	4	74	False	True				False	40		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	4	4	4	False	False	False
298.0	2.0	74.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	15.0	25.0	14.0	14a	4	149/2	False	False				False	40		V65	G	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	2	2	2	True	False	False
300.0	2.0	75.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	16.0	26.0	15.0	15a	3	75	False	True				False	41		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
300.0	8.0	75.0	71	5	B	0.0	3	4	1.0	1.0	1/2	True	1	16.0	26.0	15.0	15a	4	75	False	True				False	41		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
302.0	2.0	75.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	16.0	26.0	15.0	15a	3	151/2	False	False				False	41		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
304.0	2.0	76.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	16.0	26.0	15.0	15a	3	76	False	False				False	41		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
306.0	2.0	76.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	16.0	26.0	15.0	15a	3	153/2	False	False				False	41		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
308.0	4.0	77.0	52	4	E	0.0	3	4	2.0	1.0	1/4	True	1	16.0	26.0	15.0	15a	3	77	False	True				False	42		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	3	3	3	True	True	True
308.0	4.0	77.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	1	16.0	26.0	15.0	15a	5	77	False	True				False	42		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	0	0	0	True	False	False
312.0	2.0	78.0	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	17.0	27.0	16.0	16a	4	78	False	True				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
312.0	6.0	78.0	76	4	E	0.0	3	4	1.0	1.0	3/8	True	1	17.0	27.0	16.0	16a	5	78	False	True				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
314.0	2.0	78.5	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	17.0	27.0	16.0	16a	4	157/2	False	False				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	1	1	1	False	False	False
316.0	2.0	79.0	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	17.0	27.0	16.0	16a	4	79	False	False				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
318.0	2.0	79.5	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	17.0	27.0	16.0	16a	3	159/2	False	False				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	4	4	4	False	False	False
318.0	2.0	79.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	17.0	27.0	16.0	16a	5	159/2	False	False				False	43		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
320.0	4.0	80.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	1	17.0	27.0	16.0	16a	3	80	False	True				False	44		vi.ii%65	G	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	1	4	4	2	-1	-1	True	False	True
320.0	4.0	80.0	78	6	F	1.0	3	4	1.0	1.0	1/4	True	1	17.0	27.0	16.0	16a	5	80	False	True				False	44		vi.ii%65	G	vi		ii%65	ii	%	65			%7	False	True	(-1, -4, 0, 2)	()	2	-1	major	minor	vi	vi, major	ii		vi	vi	True	ii%65	ii%65, minor		ii%65, minor		ii	1	4	4	5	2	2	True	True	False
324.0	8.0	81.0	59	5	B	0.0	3	4	2.0	1.0	1/2	True	1	18.0	28.0	17.0	17a	3	81	False	True				False	45		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
324.0	4.0	81.0	75	9	D	1.0	3	4	1.0	1.0	1/4	True	1	18.0	28.0	17.0	17a	5	81	False	True				False	45		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	8	5	5	True	False	False
328.0	4.0	82.0	71	5	B	0.0	3	4	1.0	1.0	1/4	True	1	18.0	28.0	17.0	17a	4	82	False	False				False	45		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
332.0	8.0	83.0	52	4	E	0.0	3	4	2.0	1.0	1/2	True	1	18.0	28.0	17.0	17a	3	83	False	True				False	46		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
332.0	6.0	83.0	79	1	G	0.0	3	4	1.0	1.0	3/8	True	1	18.0	28.0	17.0	17a	5	83	False	True				False	46		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	0	-3	-3	True	False	False
338.0	2.0	84.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	18.0	28.0	17.0	17a	5	169/2	False	False				False	46		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	5	2	2	False	False	False
340.0	8.0	85.0	47	5	B	0.0	3	4	2.0	1.0	1/2	True	1	18.0	28.0	17.0	17a	2	85	False	True				False	47		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
340.0	6.0	85.0	78	6	F	1.0	3	4	1.0	1.0	3/8	True	1	18.0	28.0	17.0	17a	5	85	False	True				False	47		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	5	2	2	True	False	False
346.0	2.0	86.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	18.0	28.0	17.0	17a	5	173/2	False	False				False	47		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	3	0	0	False	False	False
348.0	12.0	87.0	52	4	E	0.0	3	4	2.0	1.0	3/4	True	1	19.0	29.0	18.0	18a	3	87	False	True	PAC	PAC		False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
348.0	2.0	87.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	5	87	False	True	PAC	PAC		False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
350.0	2.0	87.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	5	175/2	False	False				False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	5	2	2	False	False	False
352.0	2.0	88.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	5	88	False	False				False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
354.0	2.0	88.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	5	177/2	False	False				False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	1	-2	-2	False	False	False
356.0	2.0	89.0	73	7	C	1.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	5	89	False	False				False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	6	3	3	False	False	False
358.0	2.0	89.5	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	19.0	29.0	18.0	18a	4	179/2	False	False				False	49		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	4	1	1	True	False	False
360.0	2.0	90.0	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	90	False	True				False	50		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	2	-1	-1	True	True	True
360.0	12.0	90.0	73	7	C	1.0	3	4	1.0	1.0	3/4	True	1	20.0	30.0	19.0	19a	5	90	False	True				False	50		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	6	3	3	True	False	False
362.0	2.0	90.5	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	181/2	False	False				False	50		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	4	1	1	False	False	False
364.0	2.0	91.0	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	91	False	False				False	50		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	2	-1	-1	True	True	True
366.0	2.0	91.5	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	183/2	False	False				False	50		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	0	-3	-3	False	False	False
368.0	2.0	92.0	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	92	False	False			}	True	51		}	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True		, minor		IV, minor		IV	1	4	4	5	2	2	False	False	False
370.0	2.0	92.5	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	20.0	30.0	19.0	19a	3	185/2	False	False				False	51		}	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True		, minor		IV, minor		IV	1	4	4	3	0	0	True	False	False
372.0	12.0	93.0	54	6	F	1.0	3	4	2.0	1.0	3/4	True	1	21.0	31.0	20.0	20a	3	93	False	True			{	False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
372.0	2.0	93.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	93	False	True			{	False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
374.0	2.0	93.5	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	187/2	False	False				False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	4	4	4	False	False	False
376.0	2.0	94.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	94	False	False				False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
378.0	2.0	94.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	189/2	False	False				False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	0	0	0	False	False	False
380.0	2.0	95.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	95	False	False				False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
382.0	2.0	95.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	21.0	31.0	20.0	20a	5	191/2	False	False				False	52		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	3	3	3	False	False	False
384.0	2.0	96.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	4	96	False	True				False	53		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
384.0	12.0	96.0	78	6	F	1.0	3	4	1.0	1.0	3/4	True	1	22.0	32.0	21.0	21a	5	96	False	True				False	53		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
386.0	2.0	96.5	64	4	E	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	4	193/2	False	False				False	53		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
388.0	2.0	97.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	4	97	False	False				False	53		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
390.0	2.0	97.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	4	195/2	False	False				False	53		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	-1	-1	-1	False	False	False
392.0	2.0	98.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	3	98	False	False			}	True	54		}	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	1	1	1	4	4	4	False	False	False
394.0	2.0	98.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	22.0	32.0	21.0	21a	3	197/2	False	False				False	54		}	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	1	1	1	2	2	2	True	False	False
396.0	2.0	99.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	3	99	False	True			{	False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
396.0	2.0	99.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	5	99	False	True			{	False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
398.0	2.0	99.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	4	199/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
398.0	2.0	99.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	5	199/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	3	3	3	False	False	False
400.0	2.0	100.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	3	100	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
400.0	2.0	100.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	5	100	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
402.0	2.0	100.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	3	201/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
402.0	2.0	100.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	5	201/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
404.0	2.0	101.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	3	101	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
404.0	2.0	101.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	4	101	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
406.0	2.0	101.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	3	203/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	5	5	5	False	False	False
406.0	2.0	101.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	23.0	33.0	22.0	22a	4	203/2	False	False				False	55		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
408.0	8.0	102.0	55	1	G	0.0	3	4	2.0	1.0	1/2	True	1	24.0	34.0	23.0	23a	3	102	False	True				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
408.0	2.0	102.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	4	102	False	True				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
410.0	2.0	102.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	4	205/2	False	False				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
412.0	2.0	103.0	67	1	G	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	4	103	False	False				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
414.0	2.0	103.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	4	207/2	False	False				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
416.0	2.0	104.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	4	104	False	False				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
418.0	2.0	104.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	24.0	34.0	23.0	23a	5	209/2	False	False				False	56		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
420.0	8.0	105.0	54	6	F	1.0	3	4	2.0	1.0	1/2	True	1	25.0	35.0	24.0	24a	3	105	False	True				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
420.0	2.0	105.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	105	False	True				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
422.0	2.0	105.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	25.0	35.0	24.0	24a	5	211/2	False	False				False	57		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	-1	-1	-1	False	False	False
