onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
2.0	2.0	0.333	65	-1	F	0.0	9	8	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	False				False																																										
2.0	2.0	0.333	68	-4	A	-1.0	9	8	2.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1/2	False	False				False																																										
4.0	2.0	0.667	65	-1	F	0.0	9	8	2.0	1.0	1/8	False		1.0	1.0	1.0	1a	4	1	False	False				False																																										
4.0	2.0	0.667	68	-4	A	-1.0	9	8	2.0	1.0	1/8	False		1.0	1.0	1.0	1a	4	1	False	False				False																																										
4.0	2.0	0.667	77	-1	F	0.0	9	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1	False	False				False																																										
4.0	2.0	0.667	80	-4	A	-1.0	9	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1	False	False				False																																										
6.0	12.0	1.0	65	-1	F	0.0	9	8	2.0	1.0	3/4	False		1.0	1.0	1.0	1a	4	3/2	False	False				False																																										
6.0	12.0	1.0	68	-4	A	-1.0	9	8	2.0	1.0	3/4	False		1.0	1.0	1.0	1a	4	3/2	False	False				False																																										
6.0	6.0	1.0	77	-1	F	0.0	9	8	1.0	1.0	3/8	False		1.0	1.0	1.0	1a	5	3/2	False	False				False																																										
6.0	6.0	1.0	80	-4	A	-1.0	9	8	1.0	1.0	3/8	False		1.0	1.0	1.0	1a	5	3/2	False	False				False																																										
12.0	6.0	2.0	73	-5	D	-1.0	9	8	1.0	1.0	3/8	True		1.0	1.0	1.0	1a	5	3	False	False				False																																										
12.0	6.0	2.0	77	-1	F	0.0	9	8	1.0	1.0	3/8	True		1.0	1.0	1.0	1a	5	3	False	False				False																																										
18.0	12.0	3.0	66	-6	G	-1.0	9	8	2.0	1.0	3/4	True	-5	2.0	2.0	2.0	2a	4	9/2	False	True				False	1	#viio2(64)/vi	Db	I		#viio2(64)/vi	#vii	o	2	64	vi	o7	False	False	(-1, 8, 0, 4)	()	8	-1	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio2/vi	#viio2/vi, major		#viio2(64)/vi, major	vi	vi	-5	-5	-2	-1	-1	-4	True	False	True
18.0	12.0	3.0	69	3	A	0.0	9	8	2.0	1.0	3/4	True	-5	2.0	2.0	2.0	2a	4	9/2	False	True				False	1	#viio2(64)/vi	Db	I		#viio2(64)/vi	#vii	o	2	64	vi	o7	False	False	(-1, 8, 0, 4)	()	8	-1	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio2/vi	#viio2/vi, major		#viio2(64)/vi, major	vi	vi	-5	-5	-2	8	8	5	True	True	False
18.0	2.0	3.0	73	-5	D	-1.0	9	8	1.0	1.0	1/8	False	-5	2.0	2.0	2.0	2a	5	9/2	False	True				False	1	#viio2(64)/vi	Db	I		#viio2(64)/vi	#vii	o	2	64	vi	o7	False	False	(-1, 8, 0, 4)	()	8	-1	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio2/vi	#viio2/vi, major		#viio2(64)/vi, major	vi	vi	-5	-5	-2	0	0	-3	True	False	False
