onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	12	26	2	D	0	3	4	2	3	True	1.0	-1	1	1	1	1a	0	3/4	True	1	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	12	38	2	D	0	3	4	2	3	True	1.0	-1	1	1	1	1a	0	3/4	True	2	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
4	1	62	2	D	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/16	False	4	True				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	0	0	0	True	False	False
4	4	62	2	D	0	3	4	2	2	True	2.0	-1	1	1	1	1a	1	1/4	False	4	True				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	0	0	0	True	False	False
4	1	74	2	D	0	3	4	1	1	True	2.0	-1	1	1	1	1a	1	1/16	False	5	True				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	0	0	0	True	False	False
4	4	74	2	D	0	3	4	1	2	True	2.0	-1	1	1	1	1a	1	1/4	False	5	True				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	0	0	0	True	False	False
5	1	65	-1	F	0	3	4	2	1	True	2.25	-1	1	1	1	1a	5/4	1/16	False	4	False				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	-3	-3	-3	True	False	False
5	1	77	-1	F	0	3	4	1	1	True	2.25	-1	1	1	1	1a	5/4	1/16	False	5	False				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	-3	-3	-3	True	False	False
6	1	58	-2	B	-1	3	4	2	1	True	2.5	-1	1	1	1	1a	3/2	1/16	False	3	False				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	-4	-4	-4	True	True	True
6	1	70	-2	B	-1	3	4	1	1	True	2.5	-1	1	1	1	1a	3/2	1/16	False	4	False				False	1	VI	d	i	i	VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor	i	VI, minor		VI	2	2	2	-4	-4	-4	True	True	True
