onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	37	-5	D	-1	3	4	2	1	True	1.0	-5	1	1	1	1a	0	1/2	True	2	True			{	False	0	Db.I{	Db	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-5	-5	-5	0	0	0	True	True	True
0	24	44	-4	A	-1	3	4	2	1	True	1.0	-5	1	1	1	1a	0	1/2	True	2	True			{	False	0	Db.I{	Db	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-5	-5	-5	1	1	1	True	False	False
0	24	53	-1	F	0	3	4	1	2	True	1.0	-5	1	1	1	1a	0	1/2	True	3	True			{	False	0	Db.I{	Db	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-5	-5	-5	4	4	4	True	False	False
0	12	61	-5	D	-1	3	4	1	1	True	1.0	-5	1	1	1	1a	0	1/4	True	4	True			{	False	0	Db.I{	Db	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-5	-5	-5	0	0	0	True	True	True
12	18	61	-5	D	-1	3	4	1	1	True	2.0	-5	1	1	1	1a	1	3/8	False	4	False				False	0	Db.I{	Db	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-5	-5	-5	0	0	0	True	True	True
24	12	39	-3	E	-1	3	4	2	1	True	3.0	-5	1	1	1	1a	2	1/4	False	2	True				False	1	ii7	Db	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-5	-5	-5	2	2	2	True	True	True
24	12	46	-2	B	-1	3	4	2	1	True	3.0	-5	1	1	1	1a	2	1/4	False	2	True				False	1	ii7	Db	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-5	-5	-5	3	3	3	True	False	False
24	12	54	-6	G	-1	3	4	1	2	True	3.0	-5	1	1	1	1a	2	1/4	False	3	True				False	1	ii7	Db	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-5	-5	-5	-1	-1	-1	True	False	False
30	6	63	-3	E	-1	3	4	1	1	True	3.5	-5	1	1	1	1a	5/2	1/8	False	4	False				False	1	ii7	Db	I		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	I	I, major	ii		I	I	False	ii7	ii7, major		ii7, major		ii	-5	-5	-5	2	2	2	True	True	True
36	36	41	-1	F	0	3	4	2	1	True	1.0	-5	2	2	2	2a	3	3/4	False	2	True			}	True	2	iii}	Db	I		iii	iii					m	False	False	(4, 1, 5)	()	4	4	major	major	I	I, major	iii		I	I	False	iii	iii, major		iii, major		iii	-5	-5	-5	4	4	4	True	True	True
36	36	48	0	C	0	3	4	2	1	True	1.0	-5	2	2	2	2a	3	3/4	False	3	True			}	True	2	iii}	Db	I		iii	iii					m	False	False	(4, 1, 5)	()	4	4	major	major	I	I, major	iii		I	I	False	iii	iii, major		iii, major		iii	-5	-5	-5	5	5	5	True	False	False
