onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	26	2	D	0	3	4	2	1	True	1.0	-1	1	1	1	1a	0	1/4	True	1	True			{	False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
0	4	38	2	D	0	3	4	2	1	True	1.0	-1	1	1	1	1a	0	1/4	True	2	True			{	False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
1	1	57	3	A	0	3	4	1	1	True	1.25	-1	1	1	1	1a	1/4	1/16	False	3	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
2	1	62	2	D	0	3	4	1	1	True	1.5	-1	1	1	1	1a	1/2	1/16	False	4	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
3	1	64	4	E	0	3	4	1	1	True	1.75	-1	1	1	1	1a	3/4	1/16	False	4	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
4	4	45	3	A	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	2	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
4	4	50	2	D	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	3	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	4	53	-1	F	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	3	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
4	4	57	3	A	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	3	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
4	1	65	-1	F	0	3	4	1	1	True	2.0	-1	1	1	1	1a	1	1/16	False	4	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
5	1	69	3	A	0	3	4	1	1	True	2.25	-1	1	1	1	1a	5/4	1/16	False	4	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
6	1	74	2	D	0	3	4	1	1	True	2.5	-1	1	1	1	1a	3/2	1/16	False	5	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
7	1	77	-1	F	0	3	4	1	1	True	2.75	-1	1	1	1	1a	7/4	1/16	False	5	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
8	4	44	-4	A	-1	3	4	2	1	True	3.0	-1	1	1	1	1a	2	1/4	False	2	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	2	2	2	-6	-6	-6	True	False	True
8	4	49	-5	D	-1	3	4	2	1	True	3.0	-1	1	1	1	1a	2	1/4	False	3	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	2	2	2	-7	-7	-7	True	True	False
8	4	53	-1	F	0	3	4	2	1	True	3.0	-1	1	1	1	1a	2	1/4	False	3	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	2	2	2	-3	-3	-3	True	False	False
8	4	56	-4	A	-1	3	4	2	1	True	3.0	-1	1	1	1	1a	2	1/4	False	3	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	2	2	2	-6	-6	-6	True	False	True
