onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	26	2	D	0	3	4	2	1	True	1.0	-1	1	1	1	1a	0	1/4	True	1	True			{	False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
0	24	38	2	D	0	3	4	2	1	True	1.0	-1	1	1	1	1a	0	1/4	True	2	True			{	False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
12	12	53	-1	F	0	3	4	1	2	True	1.5	-1	1	1	1	1a	1/2	1/8	False	3	False				False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
12	12	57	3	A	0	3	4	1	2	True	1.5	-1	1	1	1	1a	1/2	1/8	False	3	False				False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
12	4	62	2	D	0	3	4	1	1	True	1.5	-1	1	1	1	1a	1/2	1/24	False	4	False				False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
16	4	61	7	C	1	3	4	1	1	True	1.667	-1	1	1	1	1a	2/3	1/24	False	4	False				False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	5	5	5	False	False	False
20	4	60	0	C	0	3	4	1	1	True	1.833	-1	1	1	1	1a	5/6	1/24	False	4	False				False	0	d.i{		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
24	24	31	1	G	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	1	True				False	1	iv7(9)		d	i		iv7(9)		iv		7	9		mm7	True	True	(-1, -4, 0, -3)	(1,)	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7(9), minor		iv	2	2	2	-1	-1	-1	True	True	True
24	24	43	1	G	0	3	4	2	1	True	2.0	-1	1	1	1	1a	1	1/4	False	2	True				False	1	iv7(9)		d	i		iv7(9)		iv		7	9		mm7	True	True	(-1, -4, 0, -3)	(1,)	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7(9), minor		iv	2	2	2	-1	-1	-1	True	True	True
24	12	53	-1	F	0	3	4	1	2	False	2.0	-1	1	1	1	1a	1	1/8	False	3	True				False	1	iv7(9)		d	i		iv7(9)		iv		7	9		mm7	True	True	(-1, -4, 0, -3)	(1,)	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7(9), minor		iv	2	2	2	-3	-3	-3	True	False	False
