onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	62	2	D	0	3	4	2	1	True	1.0	-1	1	1	1	1a	0	1/2	True	4	True			{	False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	0	0	0	True	False	True
0	16	74	2	D	0	3	4	1	1	True	1.0	-1	1	1	1	1a	0	1/2	True	5	True			{	False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	0	0	0	True	False	True
8	16	38	2	D	0	3	4	2	2	True	2.0	-1	1	1	1	1a	1	1/2	False	2	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	0	0	0	True	False	True
8	16	43	1	G	0	3	4	2	2	True	2.0	-1	1	1	1	1a	1	1/2	False	2	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	-1	-1	-1	True	True	False
8	16	50	2	D	0	3	4	2	2	True	2.0	-1	1	1	1	1a	1	1/2	False	3	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	0	0	0	True	False	True
8	16	53	-1	F	0	3	4	1	2	True	2.0	-1	1	1	1	1a	1	1/2	False	3	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	-3	-3	-3	True	False	False
8	16	55	1	G	0	3	4	1	2	True	2.0	-1	1	1	1	1a	1	1/2	False	3	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	-1	-1	-1	True	True	False
8	16	58	-2	B	-1	3	4	1	2	True	2.0	-1	1	1	1	1a	1	1/2	False	3	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	-4	-4	-4	True	False	False
8	16	65	-1	F	0	3	4	1	2	True	2.0	-1	1	1	1	1a	1	1/2	False	4	False				False	0	d.iv43{	d	i		iv43		iv		43			mm7	True	True	(0, -3, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43, minor		iv	2	2	2	-3	-3	-3	True	False	False
16	1	61	7	C	1	3	4	2	1	True	3.0	-1	1	1	1	1a	2	1/32	False	4	True				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	5	5	5	False	False	False
16	1	73	7	C	1	3	4	1	1	True	3.0	-1	1	1	1	1a	2	1/32	False	5	True				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	5	5	5	False	False	False
17	1	62	2	D	0	3	4	2	1	True	3.125	-1	1	1	1	1a	17/8	1/32	False	4	False				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	0	0	0	True	False	True
17	1	74	2	D	0	3	4	1	1	True	3.125	-1	1	1	1	1a	17/8	1/32	False	5	False				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	0	0	0	True	False	True
18	6	64	4	E	0	3	4	2	1	True	3.25	-1	1	1	1	1a	9/4	3/16	False	4	False				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	2	2	2	False	False	False
18	6	76	4	E	0	3	4	1	1	True	3.25	-1	1	1	1	1a	9/4	3/16	False	5	False				False	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6		mm7	True	True	(0, -3, -1, -4)	(2,)	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv43	iv43, minor		iv43(+6), minor		iv	2	2	2	2	2	2	False	False	False
24	24	61	7	C	1	3	4	2	1	True	1.0	-1	2	2	2	2a	3	3/4	False	4	True				False	2	V43/#vi	d	i		V43/#vi		V		43		#vi	Mm7	True	True	(5, 2, 4, 8)	()	4	5	minor	minor	i	i, minor	V/#vi	#vi	#vi/i	#vi	True	V43/#vi	V43/#vi, minor		V43/#vi, minor	#vi	#vi	2	2	5	5	5	2	True	False	True
24	24	73	7	C	1	3	4	1	1	True	1.0	-1	2	2	2	2a	3	3/4	False	5	True				False	2	V43/#vi	d	i		V43/#vi		V		43		#vi	Mm7	True	True	(5, 2, 4, 8)	()	4	5	minor	minor	i	i, minor	V/#vi	#vi	#vi/i	#vi	True	V43/#vi	V43/#vi, minor		V43/#vi, minor	#vi	#vi	2	2	5	5	5	2	True	False	True
32	16	37	7	C	1	3	4	2	2	True	2.0	-1	2	2	2	2a	4	1/2	False	2	False				False	2	V43/#vi	d	i		V43/#vi		V		43		#vi	Mm7	True	True	(5, 2, 4, 8)	()	4	5	minor	minor	i	i, minor	V/#vi	#vi	#vi/i	#vi	True	V43/#vi	V43/#vi, minor		V43/#vi, minor	#vi	#vi	2	2	5	5	5	2	True	False	True
32	16	42	6	F	1	3	4	2	2	True	2.0	-1	2	2	2	2a	4	1/2	False	2	False				False	2	V43/#vi	d	i		V43/#vi		V		43		#vi	Mm7	True	True	(5, 2, 4, 8)	()	4	5	minor	minor	i	i, minor	V/#vi	#vi	#vi/i	#vi	True	V43/#vi	V43/#vi, minor		V43/#vi, minor	#vi	#vi	2	2	5	4	4	1	True	True	False
