onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	24.0	0.0	44	8	G	1.0	1.0	1	2	2	4.0	1.0	1/2	True	0	1.0	1.0	1.0	1a	2	0	True	True				False	0	a.#viio	a	i		#viio		#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	3	3	3	5	5	5	True	True	True
24.0	24.0	1.0	45	3	A	0.0	2.0	2	2	2	4.0	1.0	1/2	True	0	1.0	1.0	1.0	1a	2	2	False	True				False	1	i	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
48.0	24.0	2.0	53	-1	F	0.0	1.0	1	2	2	4.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	3	4	False	True				False	2	VI	a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	3	3	3	-4	-4	-4	True	True	True
48.0	24.0	2.0	57	3	A	0.0	1.0	1	2	2	3.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	3	4	False	True				False	2	VI	a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	3	3	3	0	0	0	True	False	False
72.0	24.0	3.0	52	4	E	0.0	2.0	2	2	2	4.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	3	6	False	True				False	3	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
72.0	24.0	3.0	56	8	G	1.0	2.0	2	2	2	3.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	3	6	False	True				False	3	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	5	5	5	True	False	False
72.0	24.0	3.0	59	5	B	0.0	2.0	2	2	2	2.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	3	6	False	True				False	3	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	2	2	2	True	False	False
96.0	24.0	4.0	57	3	A	0.0	1.0	1	2	2	2.0	1.0	1/2	True	0	3.0	3.0	3.0	3a	3	8	False	True				False	4	viio43/V	a	i		viio43/V		vii	o	43		V	o7	True	True	(0, -3, 6, 3)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio43/V	viio43/V, minor		viio43/V, minor	V	V	3	3	4	0	0	-1	True	False	True
96.0	24.0	4.0	60	0	C	0.0	1.0	1	2	2	3.0	1.0	1/2	True	0	3.0	3.0	3.0	3a	4	8	False	True				False	4	viio43/V	a	i		viio43/V		vii	o	43		V	o7	True	True	(0, -3, 6, 3)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio43/V	viio43/V, minor		viio43/V, minor	V	V	3	3	4	-3	-3	-4	True	False	False
96.0	24.0	4.0	63	9	D	1.0	1.0	1	2	2	1.0	1.0	1/2	True	0	3.0	3.0	3.0	3a	4	8	False	True				False	4	viio43/V	a	i		viio43/V		vii	o	43		V	o7	True	True	(0, -3, 6, 3)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio43/V	viio43/V, minor		viio43/V, minor	V	V	3	3	4	6	6	5	True	True	False
