onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
1680.0	1680.0	0.0	60	0	C	0.0	2.0	2	2	4	2.0	1.0	1/4	True		1.0	1.0	0.0	0a	4	1	False	False				False																																											
3360.0	1680.0	2.0	53	-1	F	0.0	1.0	1	2	4	3.0	1.0	1/4	True	-4	2.0	2.0	1.0	1a	3	2	False	True				False	1	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
3360.0	3360.0	2.0	60	0	C	0.0	1.0	1	2	4	2.0	1.0	1/2	False	-4	2.0	2.0	1.0	1a	4	2	False	True				False	1	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
3360.0	840.0	2.0	72	0	C	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	5	2	False	True				False	1	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
4200.0	630.0	2.5	75	-3	E	-1.0	1.5	0	2	4	1.0	1.0	3/32	True	-4	2.0	2.0	1.0	1a	5	5/2	False	False				False	1	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-2	-2	-2	False	False	False
4830.0	210.0	2.875	73	-5	D	-1.0	1.875	0	2	4	1.0	1.0	1/32	True	-4	2.0	2.0	1.0	1a	5	23/8	False	False				False	1	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-4	-4	-4	False	False	False
5040.0	1680.0	3.0	48	0	C	0.0	2.0	2	2	4	4.0	1.0	1/4	True	-4	2.0	2.0	1.0	1a	3	3	False	True				False	2	V(4)	f	i		V(4)		V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	-1	-1	-1	1	1	1	True	True	True
5040.0	1680.0	3.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/4	True	-4	2.0	2.0	1.0	1a	3	3	False	True				False	2	V(4)	f	i		V(4)		V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	-1	-1	-1	2	2	2	True	False	False
5040.0	840.0	3.0	65	-1	F	0.0	2.0	2	2	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	3	False	True				False	2	V(4)	f	i		V(4)		V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	-1	-1	-1	0	0	0	True	False	False
5880.0	840.0	3.5	64	4	E	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-4	2.0	2.0	1.0	1a	4	7/2	False	True				False	3	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	5	5	5	True	False	False
6720.0	840.0	4.0	48	0	C	0.0	1.0	1	2	4	4.0	1.0	1/8	False	-4	3.0	3.0	2.0	2a	3	4	False	True				False	4	V(64)	f	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	-1	-1	-1	1	1	1	True	True	True
6720.0	840.0	4.0	56	-4	A	-1.0	1.0	1	2	4	3.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	3	4	False	True				False	4	V(64)	f	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	-1	-1	-1	-3	-3	-3	True	False	False
6720.0	840.0	4.0	60	0	C	0.0	1.0	1	2	4	2.0	1.0	1/8	False	-4	3.0	3.0	2.0	2a	4	4	False	True				False	4	V(64)	f	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	-1	-1	-1	1	1	1	True	True	True
6720.0	840.0	4.0	65	-1	F	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	4	4	False	True				False	4	V(64)	f	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	-1	-1	-1	0	0	0	True	False	False
7560.0	840.0	4.5	48	0	C	0.0	1.5	0	2	4	4.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	3	9/2	False	True				False	5	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
7560.0	840.0	4.5	52	4	E	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	3	9/2	False	True				False	5	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	5	5	5	True	False	False
7560.0	840.0	4.5	60	0	C	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	4	9/2	False	True				False	5	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
7560.0	630.0	4.5	72	0	C	0.0	1.5	0	2	4	1.0	1.0	3/32	True	-4	3.0	3.0	2.0	2a	5	9/2	False	True				False	5	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	1	1	1	True	True	True
8190.0	210.0	4.875	67	1	G	0.0	1.875	0	2	4	1.0	1.0	1/32	True	-4	3.0	3.0	2.0	2a	4	39/8	False	False				False	5	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	-1	-1	-1	2	2	2	True	False	False
8400.0	840.0	5.0	41	-1	F	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	2	5	False	True				False	6	i(94)	f	i		i(94)		i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	-1	-1	-1	0	0	0	True	True	True
8400.0	840.0	5.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	3	5	False	True				False	6	i(94)	f	i		i(94)		i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	-1	-1	-1	2	2	2	False	False	False
8400.0	840.0	5.0	60	0	C	0.0	2.0	2	2	4	2.0	1.0	1/8	False	-4	3.0	3.0	2.0	2a	4	5	False	True				False	6	i(94)	f	i		i(94)		i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	-1	-1	-1	1	1	1	True	False	False
8400.0	840.0	5.0	70	-2	B	-1.0	2.0	2	2	4	1.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	4	5	False	True				False	6	i(94)	f	i		i(94)		i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	-1	-1	-1	-1	-1	-1	True	False	False
9240.0	420.0	5.5	53	-1	F	0.0	2.5	0	2	4	3.0	1.0	1/16	True	-4	3.0	3.0	2.0	2a	3	11/2	False	False			\\	True	7	i\\	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
9240.0	840.0	5.5	53	-1	F	0.0	2.5	0	2	4	4.0	1.0	1/8	True	-4	3.0	3.0	2.0	2a	3	11/2	False	False			\\	True	7	i\\	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
9240.0	420.0	5.5	60	0	C	0.0	2.5	0	2	4	2.0	1.0	1/16	True	-4	3.0	3.0	2.0	2a	4	11/2	False	False			\\	True	7	i\\	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
9240.0	420.0	5.5	68	-4	A	-1.0	2.5	0	2	4	1.0	1.0	1/16	True	-4	3.0	3.0	2.0	2a	4	11/2	False	False			\\	True	7	i\\	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-3	-3	-3	True	False	False
10080.0	840.0	6.0	53	-1	F	0.0	1.0	1	2	4	4.0	1.0	1/8	False	-4	4.0	4.0	3.0	3a	3	6	False	True				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
10080.0	840.0	6.0	56	-4	A	-1.0	1.0	1	2	4	3.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	3	6	False	True				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-3	-3	-3	True	False	False
10080.0	1470.0	6.0	72	0	C	0.0	1.0	1	2	4	1.0	1.0	7/32	True	-4	4.0	4.0	3.0	3a	5	6	False	True				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
10920.0	840.0	6.5	56	-4	A	-1.0	1.5	0	2	4	4.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	3	13/2	False	False				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	-3	-3	-3	True	False	False
10920.0	840.0	6.5	60	0	C	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	4	13/2	False	False				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	1	1	1	True	False	False
10920.0	840.0	6.5	65	-1	F	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	4	13/2	False	False				False	8	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1	0	0	0	True	True	True
11550.0	210.0	6.875	77	-1	F	0.0	1.875	0	2	4	1.0	1.0	1/32	True	-4	4.0	4.0	3.0	3a	5	55/8	False	True				False	9	i6	f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1	0	0	0	True	True	False
11760.0	1260.0	7.0	55	1	G	0.0	2.0	2	2	4	4.0	1.0	3/16	True	-4	4.0	4.0	3.0	3a	3	7	False	True				False	10	ii%7	f	i		ii%7		ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	-1	-1	-1	2	2	2	True	True	True
11760.0	840.0	7.0	61	-5	D	-1.0	2.0	2	2	4	3.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	4	7	False	True				False	10	ii%7	f	i		ii%7		ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	-1	-1	-1	-4	-4	-4	True	False	False
11760.0	1260.0	7.0	70	-2	B	-1.0	2.0	2	2	4	2.0	1.0	3/16	True	-4	4.0	4.0	3.0	3a	4	7	False	True				False	10	ii%7	f	i		ii%7		ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	-1	-1	-1	-1	-1	-1	True	False	False
11760.0	840.0	7.0	77	-1	F	0.0	2.0	2	2	4	1.0	1.0	1/8	True	-4	4.0	4.0	3.0	3a	5	7	False	True				False	10	ii%7	f	i		ii%7		ii	%	7			%7	True	True	(2, -1, -4, 0)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii%7	ii%7, minor		ii%7, minor		ii	-1	-1	-1	0	0	0	True	False	False
