onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
386.0	2.0	96.5	58	-2	B	-1.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	26.0	35.0	24.0	24a	3	193/2	False	True				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	0	0	0	False	False	False
386.0	2.0	96.5	70	-2	B	-1.0	3.0	3	3	4	2.0	1.0	1/8	True	-2	26.0	35.0	24.0	24a	4	193/2	False	True				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	0	0	0	False	False	False
388.0	2.0	97.0	53	-1	F	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	26.0	35.0	24.0	24a	3	97	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
388.0	2.0	97.0	60	0	C	0.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	26.0	35.0	24.0	24a	4	97	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
388.0	2.0	97.0	72	0	C	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	26.0	35.0	24.0	24a	5	97	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
390.0	2.0	97.5	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/8	False	-2	27.0	36.0	25.0	25a	3	195/2	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
390.0	2.0	97.5	60	0	C	0.0	1.0	1	3	4	4.0	1.0	1/8	False	-2	27.0	36.0	25.0	25a	4	195/2	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
390.0	2.0	97.5	72	0	C	0.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	27.0	36.0	25.0	25a	5	195/2	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
390.0	12.0	97.5	89	-1	F	0.0	1.0	1	3	4	1.0	1.0	3/4	False	-2	27.0	36.0	25.0	25a	6	195/2	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
392.0	2.0	98.0	58	-2	B	-1.0	1.5	0	3	4	3.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	3	98	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	0	0	0	False	False	False
392.0	2.0	98.0	62	2	D	0.0	1.5	0	3	4	4.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	98	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	4	4	4	False	False	False
392.0	2.0	98.0	74	2	D	0.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	5	98	False	False				False	94		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	4	4	4	False	False	False
394.0	2.0	98.5	58	-2	B	-1.0	2.0	2	3	4	3.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	3	197/2	False	True				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
394.0	2.0	98.5	62	2	D	0.0	2.0	2	3	4	4.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	197/2	False	True				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
394.0	2.0	98.5	74	2	D	0.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	5	197/2	False	True				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
396.0	2.0	99.0	53	-1	F	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	3	99	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	1	1	1	True	False	False
396.0	2.0	99.0	60	0	C	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	99	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	2	2	2	False	False	False
396.0	2.0	99.0	72	0	C	0.0	2.5	0	3	4	2.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	5	99	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	2	2	2	False	False	False
398.0	2.0	99.5	58	-2	B	-1.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	3	199/2	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
398.0	2.0	99.5	62	2	D	0.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	199/2	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
398.0	2.0	99.5	74	2	D	0.0	3.0	3	3	4	2.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	5	199/2	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
400.0	2.0	100.0	60	0	C	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	100	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	2	2	2	False	False	False
400.0	2.0	100.0	63	-3	E	-1.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	4	100	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	-1	-1	-1	False	False	False
400.0	2.0	100.0	75	-3	E	-1.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	27.0	36.0	25.0	25a	5	100	False	False				False	95		I	Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	-1	-1	-1	False	False	False
402.0	4.0	100.5	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	3	201/2	False	True				False	96		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
402.0	4.0	100.5	60	0	C	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	4	201/2	False	True				False	96		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
402.0	4.0	100.5	72	0	C	0.0	1.0	1	3	4	2.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	5	201/2	False	True				False	96		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	2	2	2	True	False	False
402.0	6.0	100.5	89	-1	F	0.0	1.0	1	3	4	1.0	1.0	3/8	False	-2	28.0	37.0	26.0	26a	6	201/2	False	True				False	96		V	Bb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-2	-2	-2	1	1	1	True	True	True
408.0	2.0	102.0	57	3	A	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	3	102	False	True				False	97		vii%7	Bb	I		vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major		vii%7, major		vii	-2	-2	-2	5	5	5	True	True	True
408.0	4.0	102.0	75	-3	E	-1.0	2.5	0	3	4	3.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	5	102	False	True				False	97		vii%7	Bb	I		vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major		vii%7, major		vii	-2	-2	-2	-1	-1	-1	True	False	False
408.0	4.0	102.0	79	1	G	0.0	2.5	0	3	4	2.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	5	102	False	True				False	97		vii%7	Bb	I		vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major		vii%7, major		vii	-2	-2	-2	3	3	3	True	False	False
408.0	4.0	102.0	91	1	G	0.0	2.5	0	3	4	1.0	1.0	1/4	True	-2	28.0	37.0	26.0	26a	6	102	False	True				False	97		vii%7	Bb	I		vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major		vii%7, major		vii	-2	-2	-2	3	3	3	True	False	False
410.0	2.0	102.5	57	3	A	0.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	3	205/2	False	False				False	97		vii%7	Bb	I		vii%7		vii	%	7			%7	False	False	(5, 2, -1, 3)	()	5	5	major	major	I	I, major	vii		I	I	False	vii%7	vii%7, major		vii%7, major		vii	-2	-2	-2	5	5	5	True	True	True
412.0	2.0	103.0	59	5	B	0.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	3	103	False	True				False	98		#viio/ii	Bb	I		#viio/ii		#vii	o			ii	o	False	False	(7, 4, 1)	()	7	7	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio/ii	#viio/ii, major		#viio/ii, major	ii	ii	-2	-2	0	7	7	5	True	True	True
412.0	2.0	103.0	74	2	D	0.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	5	103	False	True				False	98		#viio/ii	Bb	I		#viio/ii		#vii	o			ii	o	False	False	(7, 4, 1)	()	7	7	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio/ii	#viio/ii, major		#viio/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
412.0	2.0	103.0	77	-1	F	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	5	103	False	True				False	98		#viio/ii	Bb	I		#viio/ii		#vii	o			ii	o	False	False	(7, 4, 1)	()	7	7	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio/ii	#viio/ii, major		#viio/ii, major	ii	ii	-2	-2	0	1	1	-1	True	False	False
412.0	2.0	103.0	89	-1	F	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	28.0	37.0	26.0	26a	6	103	False	True				False	98		#viio/ii	Bb	I		#viio/ii		#vii	o			ii	o	False	False	(7, 4, 1)	()	7	7	major	major	I	I, major	#vii/ii	ii	ii/I	ii	True	#viio/ii	#viio/ii, major		#viio/ii, major	ii	ii	-2	-2	0	1	1	-1	True	False	False
414.0	4.0	103.5	60	0	C	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	29.0	38.0	27.0	27a	4	207/2	False	True				False	99		ii(94)	Bb	I		ii(94)		ii			94		m	False	False	(2, 1, 3)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(94), major		ii	-2	-2	-2	2	2	2	True	True	True
414.0	2.0	103.5	74	2	D	0.0	1.0	1	3	4	3.0	1.0	1/8	False	-2	29.0	38.0	27.0	27a	5	207/2	False	True				False	99		ii(94)	Bb	I		ii(94)		ii			94		m	False	False	(2, 1, 3)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(94), major		ii	-2	-2	-2	4	4	4	False	False	False
414.0	2.0	103.5	77	-1	F	0.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	29.0	38.0	27.0	27a	5	207/2	False	True				False	99		ii(94)	Bb	I		ii(94)		ii			94		m	False	False	(2, 1, 3)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(94), major		ii	-2	-2	-2	1	1	1	True	False	False
414.0	2.0	103.5	89	-1	F	0.0	1.0	1	3	4	1.0	1.0	1/8	False	-2	29.0	38.0	27.0	27a	6	207/2	False	True				False	99		ii(94)	Bb	I		ii(94)		ii			94		m	False	False	(2, 1, 3)	(4,)	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii(94), major		ii	-2	-2	-2	1	1	1	True	False	False
416.0	2.0	104.0	72	0	C	0.0	1.5	0	3	4	3.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	5	104	False	True				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	2	2	2	True	True	True
416.0	2.0	104.0	75	-3	E	-1.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	5	104	False	True				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
416.0	2.0	104.0	87	-3	E	-1.0	1.5	0	3	4	1.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	6	104	False	True				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
418.0	2.0	104.5	72	0	C	0.0	2.0	2	3	4	3.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	5	209/2	False	False				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	2	2	2	True	True	True
418.0	2.0	104.5	75	-3	E	-1.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	5	209/2	False	False				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
418.0	2.0	104.5	87	-3	E	-1.0	2.0	2	3	4	1.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	6	209/2	False	False				False	100		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
420.0	2.0	105.0	54	6	F	1.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	105	False	True				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	8	8	5	True	True	True
420.0	2.0	105.0	57	3	A	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	105	False	True				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	5	5	2	True	False	False
420.0	4.0	105.0	75	-3	E	-1.0	2.5	0	3	4	2.0	1.0	1/4	True	-2	29.0	38.0	27.0	27a	5	105	False	True				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	-1	-1	-4	True	False	False
420.0	4.0	105.0	87	-3	E	-1.0	2.5	0	3	4	1.0	1.0	1/4	True	-2	29.0	38.0	27.0	27a	6	105	False	True				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	-1	-1	-4	True	False	False
422.0	2.0	105.5	54	6	F	1.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	211/2	False	False				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	8	8	5	True	True	True
422.0	2.0	105.5	57	3	A	0.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	211/2	False	False				False	101		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi	o7	False	False	(8, 5, 2, -1)	()	8	8	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio7/vi	#viio7/vi, major		#viio7/vi, major	vi	vi	-2	-2	1	5	5	2	True	False	False
424.0	2.0	106.0	55	1	G	0.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	106	False	True				False	102		vi	Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
424.0	2.0	106.0	58	-2	B	-1.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	3	106	False	True				False	102		vi	Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	0	0	0	True	False	False
424.0	2.0	106.0	74	2	D	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	5	106	False	True				False	102		vi	Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	4	4	4	True	False	False
424.0	2.0	106.0	86	2	D	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	29.0	38.0	27.0	27a	6	106	False	True				False	102		vi	Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	4	4	4	True	False	False
426.0	4.0	106.5	51	-3	E	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-2	30.0	39.0	28.0	28a	3	213/2	False	True				False	103		ii6(2)	Bb	I		ii6(2)		ii		6	2		m	False	False	(-1, 3, 4)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6(2), major		ii	-2	-2	-2	-1	-1	-1	True	False	True
426.0	4.0	106.5	55	1	G	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-2	30.0	39.0	28.0	28a	3	213/2	False	True				False	103		ii6(2)	Bb	I		ii6(2)		ii		6	2		m	False	False	(-1, 3, 4)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6(2), major		ii	-2	-2	-2	3	3	3	True	False	False
426.0	2.0	106.5	74	2	D	0.0	1.0	1	3	4	2.0	1.0	1/8	False	-2	30.0	39.0	28.0	28a	5	213/2	False	True				False	103		ii6(2)	Bb	I		ii6(2)		ii		6	2		m	False	False	(-1, 3, 4)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6(2), major		ii	-2	-2	-2	4	4	4	True	False	False
426.0	2.0	106.5	86	2	D	0.0	1.0	1	3	4	1.0	1.0	1/8	False	-2	30.0	39.0	28.0	28a	6	213/2	False	True				False	103		ii6(2)	Bb	I		ii6(2)		ii		6	2		m	False	False	(-1, 3, 4)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6(2), major		ii	-2	-2	-2	4	4	4	True	False	False
428.0	2.0	107.0	72	0	C	0.0	1.5	0	3	4	2.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	5	107	False	True				False	104		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
428.0	2.0	107.0	84	0	C	0.0	1.5	0	3	4	1.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	6	107	False	True				False	104		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
430.0	2.0	107.5	72	0	C	0.0	2.0	2	3	4	2.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	5	215/2	False	False				False	104		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
430.0	2.0	107.5	84	0	C	0.0	2.0	2	3	4	1.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	6	215/2	False	False				False	104		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
432.0	2.0	108.0	48	0	C	0.0	2.5	0	3	4	4.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	3	108	False	True				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	2	2	2	True	True	True
432.0	2.0	108.0	60	0	C	0.0	2.5	0	3	4	3.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	4	108	False	True				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	2	2	2	True	True	True
432.0	4.0	108.0	75	-3	E	-1.0	2.5	0	3	4	2.0	1.0	1/4	True	-2	30.0	39.0	28.0	28a	5	108	False	True				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
432.0	4.0	108.0	87	-3	E	-1.0	2.5	0	3	4	1.0	1.0	1/4	True	-2	30.0	39.0	28.0	28a	6	108	False	True				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
434.0	2.0	108.5	50	2	D	0.0	3.0	3	3	4	4.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	3	217/2	False	False				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	4	4	4	False	False	False
434.0	2.0	108.5	62	2	D	0.0	3.0	3	3	4	3.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	4	217/2	False	False				False	105		ii	Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-2	-2	-2	4	4	4	False	False	False
436.0	2.0	109.0	51	-3	E	-1.0	3.5	0	3	4	4.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	3	109	False	True				False	106		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	-1	-1	-1	True	False	True
436.0	2.0	109.0	63	-3	E	-1.0	3.5	0	3	4	3.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	4	109	False	True				False	106		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	-1	-1	-1	True	False	True
436.0	2.0	109.0	72	0	C	0.0	3.5	0	3	4	2.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	5	109	False	True				False	106		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
436.0	2.0	109.0	84	0	C	0.0	3.5	0	3	4	1.0	1.0	1/8	True	-2	30.0	39.0	28.0	28a	6	109	False	True				False	106		ii6	Bb	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	-2	-2	-2	2	2	2	True	True	False
438.0	2.0	109.5	41	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/8	True	-2	31.0	40.0	29.0	29a	2	219/2	False	True				False	107		V7	Bb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
