onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	1.0	1.0	0.0	0a	4	0	True	True				False	0		F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
2.0	2.0	1.0	41	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	2.0	2.0	1.0	1a	2	1	False	False				False	0		F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
2.0	6.0	1.0	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	2.0	2.0	1.0	1a	3	1	False	False				False	0		F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
2.0	4.0	1.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	2.0	2.0	1.0	1a	4	1	False	False				False	0		F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
4.0	4.0	2.0	69	3	A	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	2.0	2.0	1.0	1a	4	2	False	False				False	0		F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
6.0	2.0	3.0	45	3	A	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	2.0	2.0	1.0	1a	2	3	False	True				False	1		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
6.0	2.0	3.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	2.0	2.0	1.0	1a	4	3	False	True				False	1		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
8.0	2.0	4.0	46	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	2	4	False	True				False	2		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	-1	-1	-1	True	False	True
8.0	6.0	4.0	52	4	E	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	3.0	3.0	2.0	2a	3	4	False	True				False	2		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	5	5	5	True	False	False
8.0	4.0	4.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	3.0	3.0	2.0	2a	4	4	False	True				False	2		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	1	1	1	True	True	False
8.0	2.0	4.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	3.0	3.0	2.0	2a	4	4	False	True				False	2		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	4	4	4	True	False	False
10.0	4.0	5.0	67	1	G	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	3.0	3.0	2.0	2a	4	5	False	True				False	3		V2		F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	2	2	2	True	False	False
12.0	2.0	6.0	48	0	C	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	3	6	False	True				False	4		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
12.0	2.0	6.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	3.0	3.0	2.0	2a	4	6	False	True				False	4		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
14.0	2.0	7.0	50	2	D	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	3	7	False	True				False	5		vi7(4)		F	I		vi7(4)	vi		7	4		mm7	False	False	(3, 2, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7(4), major		vi	-1	-1	-1	3	3	3	True	True	True
14.0	6.0	7.0	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	4.0	4.0	3.0	3a	3	7	False	True				False	5		vi7(4)		F	I		vi7(4)	vi		7	4		mm7	False	False	(3, 2, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7(4), major		vi	-1	-1	-1	0	0	0	False	False	False
14.0	4.0	7.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	4.0	4.0	3.0	3a	4	7	False	True				False	5		vi7(4)		F	I		vi7(4)	vi		7	4		mm7	False	False	(3, 2, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7(4), major		vi	-1	-1	-1	1	1	1	True	False	False
14.0	2.0	7.0	67	1	G	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	4.0	4.0	3.0	3a	4	7	False	True				False	5		vi7(4)		F	I		vi7(4)	vi		7	4		mm7	False	False	(3, 2, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7(4), major		vi	-1	-1	-1	2	2	2	True	False	False
16.0	4.0	8.0	65	-1	F	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	4.0	4.0	3.0	3a	4	8	False	True				False	6		vi7		F	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	-1	-1	-1	0	0	0	True	False	False
18.0	2.0	9.0	48	0	C	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	3	9	False	True				False	7		I64		F	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
18.0	2.0	9.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	4.0	4.0	3.0	3a	4	9	False	True				False	7		I64		F	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
20.0	2.0	10.0	46	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	2	10	False	True				False	8		V2(+4)		F	I		V2(+4)	V		2	+4		Mm7	False	False	(-1, 1, 5, 2)	(0,)	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(+4), major		V	-1	-1	-1	-1	-1	-1	True	False	True
20.0	6.0	10.0	52	4	E	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	5.0	5.0	4.0	4a	3	10	False	True				False	8		V2(+4)		F	I		V2(+4)	V		2	+4		Mm7	False	False	(-1, 1, 5, 2)	(0,)	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(+4), major		V	-1	-1	-1	5	5	5	True	False	False
20.0	4.0	10.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	5.0	5.0	4.0	4a	4	10	False	True				False	8		V2(+4)		F	I		V2(+4)	V		2	+4		Mm7	False	False	(-1, 1, 5, 2)	(0,)	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(+4), major		V	-1	-1	-1	1	1	1	True	True	False
20.0	2.0	10.0	65	-1	F	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	5.0	5.0	4.0	4a	4	10	False	True				False	8		V2(+4)		F	I		V2(+4)	V		2	+4		Mm7	False	False	(-1, 1, 5, 2)	(0,)	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(+4), major		V	-1	-1	-1	0	0	0	False	False	False
22.0	4.0	11.0	67	1	G	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	5.0	5.0	4.0	4a	4	11	False	True				False	9		V2		F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	2	2	2	True	False	False
24.0	2.0	12.0	43	1	G	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	2	12	False	True				False	10		V64		F	I		V64	V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	-1	-1	-1	2	2	2	True	False	True
24.0	2.0	12.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	5.0	5.0	4.0	4a	4	12	False	True				False	10		V64		F	I		V64	V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	-1	-1	-1	1	1	1	True	True	False
26.0	2.0	13.0	41	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	2	13	False	True				False	11		I(+2)		F	I		I(+2)	I			+2		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(+2), major		I	-1	-1	-1	0	0	0	True	True	True
26.0	6.0	13.0	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	6.0	6.0	5.0	5a	3	13	False	True				False	11		I(+2)		F	I		I(+2)	I			+2		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(+2), major		I	-1	-1	-1	0	0	0	True	True	True
26.0	4.0	13.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	6.0	6.0	5.0	5a	4	13	False	True				False	11		I(+2)		F	I		I(+2)	I			+2		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(+2), major		I	-1	-1	-1	1	1	1	True	False	False
26.0	2.0	13.0	67	1	G	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	6.0	6.0	5.0	5a	4	13	False	True				False	11		I(+2)		F	I		I(+2)	I			+2		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(+2), major		I	-1	-1	-1	2	2	2	False	False	False
28.0	4.0	14.0	69	3	A	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	6.0	6.0	5.0	5a	4	14	False	True				False	12		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
30.0	2.0	15.0	45	3	A	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	2	15	False	True				False	13		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
30.0	2.0	15.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	6.0	6.0	5.0	5a	4	15	False	True				False	13		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
32.0	2.0	16.0	46	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	2	16	False	True				False	14		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	-1	-1	-1	True	False	True
32.0	6.0	16.0	52	4	E	0.0	1.0	1	3	4	3.0	1.0	3/4	True	-1	7.0	7.0	6.0	6a	3	16	False	True				False	14		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	5	5	5	True	False	False
32.0	4.0	16.0	60	0	C	0.0	1.0	1	3	4	2.0	1.0	1/2	False	-1	7.0	7.0	6.0	6a	4	16	False	True				False	14		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	1	1	1	True	True	False
32.0	2.0	16.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	7.0	7.0	6.0	6a	4	16	False	True				False	14		V2(6)		F	I		V2(6)	V		2	6		Mm7	False	False	(-1, 1, 5, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(6), major		V	-1	-1	-1	4	4	4	True	False	False
34.0	4.0	17.0	67	1	G	0.0	2.0	2	3	4	1.0	1.0	1/2	True	-1	7.0	7.0	6.0	6a	4	17	False	True				False	15		V2		F	I		V2	V		2			Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2, major		V	-1	-1	-1	2	2	2	True	False	False
36.0	2.0	18.0	48	0	C	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	3	18	False	True				False	16		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
36.0	2.0	18.0	60	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	7.0	7.0	6.0	6a	4	18	False	True				False	16		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
38.0	2.0	19.0	50	2	D	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	19	False	True				False	17		vi(4)		F	I		vi(4)	vi			4		m	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi(4), major		vi	-1	-1	-1	3	3	3	True	True	True
38.0	2.0	19.0	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	19	False	True				False	17		vi(4)		F	I		vi(4)	vi			4		m	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi(4), major		vi	-1	-1	-1	0	0	0	False	False	False
38.0	2.0	19.0	57	3	A	0.0	1.0	1	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	19	False	True				False	17		vi(4)		F	I		vi(4)	vi			4		m	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi(4), major		vi	-1	-1	-1	4	4	4	True	False	False
