onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
38.0	2.0	19.0	67	1	G	0.0	1.0	1	3	4	1.0	1.0	1/4	False	-1	8.0	8.0	7.0	7a	4	19	False	True				False	17		vi(4)		F	I		vi(4)	vi			4		m	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi(4), major		vi	-1	-1	-1	2	2	2	True	False	False
40.0	2.0	20.0	38	2	D	0.0	2.0	2	3	4	4.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	2	20	False	True				False	18		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
40.0	2.0	20.0	53	-1	F	0.0	2.0	2	3	4	3.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	20	False	True				False	18		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	0	0	0	True	False	False
40.0	2.0	20.0	57	3	A	0.0	2.0	2	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	20	False	True				False	18		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	4	4	4	True	False	False
40.0	2.0	20.0	65	-1	F	0.0	2.0	2	3	4	1.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	4	20	False	True				False	18		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	0	0	0	True	False	False
42.0	2.0	21.0	36	0	C	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	2	21	False	True				False	19		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
42.0	2.0	21.0	52	4	E	0.0	3.0	3	3	4	3.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	3	21	False	True				False	19		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	5	5	5	True	False	False
42.0	2.0	21.0	64	4	E	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	4	21	False	True				False	19		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	5	5	5	True	False	False
42.0	2.0	21.0	67	1	G	0.0	3.0	3	3	4	1.0	1.0	1/4	True	-1	8.0	8.0	7.0	7a	4	21	False	True				False	19		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
44.0	2.0	22.0	41	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	2	22	False	True			\\	True	20		I\\		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
44.0	2.0	22.0	53	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	3	22	False	True			\\	True	20		I\\		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
44.0	2.0	22.0	57	3	A	0.0	1.0	1	3	4	2.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	3	22	False	True			\\	True	20		I\\		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
44.0	2.0	22.0	65	-1	F	0.0	1.0	1	3	4	1.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	4	22	False	True			\\	True	20		I\\		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
46.0	2.0	23.0	62	2	D	0.0	2.0	2	3	4	4.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	4	23	False	True				False	21		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
46.0	2.0	23.0	69	3	A	0.0	2.0	2	3	4	3.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	4	23	False	True				False	21		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	4	4	4	True	False	False
46.0	2.0	23.0	77	-1	F	0.0	2.0	2	3	4	2.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	5	23	False	True				False	21		vi		F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	0	0	0	True	False	False
48.0	2.0	24.0	60	0	C	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	4	24	False	True				False	22		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
48.0	2.0	24.0	76	4	E	0.0	3.0	3	3	4	3.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	5	24	False	True				False	22		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	5	5	5	True	False	False
48.0	2.0	24.0	79	1	G	0.0	3.0	3	3	4	2.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	5	24	False	True				False	22		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
48.0	2.0	24.0	84	0	C	0.0	3.0	3	3	4	1.0	1.0	1/4	True	-1	9.0	9.0	8.0	8a	6	24	False	True				False	22		V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
50.0	2.0	25.0	65	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	4	25	False	True				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
50.0	2.0	25.0	69	3	A	0.0	1.0	1	3	4	3.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	4	25	False	True				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
50.0	2.0	25.0	77	-1	F	0.0	1.0	1	3	4	2.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	5	25	False	True				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
50.0	4.0	25.0	84	0	C	0.0	1.0	1	3	4	1.0	1.0	1/2	False	-1	10.0	10.0	9.0	9a	6	25	False	True				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
52.0	2.0	26.0	53	-1	F	0.0	2.0	2	3	4	3.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	3	26	False	False				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
52.0	4.0	26.0	81	3	A	0.0	2.0	2	3	4	2.0	1.0	1/2	True	-1	10.0	10.0	9.0	9a	5	26	False	False				False	23		I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
54.0	2.0	27.0	57	3	A	0.0	3.0	3	3	4	4.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	3	27	False	True				False	24		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
54.0	2.0	27.0	65	-1	F	0.0	3.0	3	3	4	3.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	4	27	False	True				False	24		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	0	0	0	True	True	False
54.0	2.0	27.0	84	0	C	0.0	3.0	3	3	4	1.0	1.0	1/4	True	-1	10.0	10.0	9.0	9a	6	27	False	True				False	24		I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
56.0	2.0	28.0	58	-2	B	-1.0	1.0	1	3	4	4.0	1.0	1/4	True	-1	11.0	11.0	10.0	10a	3	28	False	True				False	25		V2(64)		F	I		V2(64)	V		2	64		Mm7	False	False	(-1, 1, 0, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(64), major		V	-1	-1	-1	-1	-1	-1	True	False	True
56.0	2.0	28.0	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	False	-1	11.0	11.0	10.0	10a	4	28	False	True				False	25		V2(64)		F	I		V2(64)	V		2	64		Mm7	False	False	(-1, 1, 0, 4)	()	1	-1	major	major	I	I, major	V		I	I	False	V2	V2, major		V2(64), major		V	-1	-1	-1	0	0	0	True	False	False
