onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
48120.0	24.0	706.5	65	-1	F	0.0	1.5	0	2	4	4.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	4	2005/2	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	-4	0	0	True	True	True
48120.0	24.0	706.5	69	3	A	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	4	2005/2	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	0	4	4	True	False	False
48120.0	24.0	706.5	72	0	C	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	5	2005/2	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	-3	1	1	True	False	False
48120.0	48.0	706.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	259.0	267.0	257.0	257a	5	2005/2	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	0	4	4	True	False	False
48144.0	24.0	707.0	65	-1	F	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	4	1003	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	-4	0	0	True	True	True
48144.0	24.0	707.0	69	3	A	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	4	1003	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	0	4	4	True	False	False
48144.0	24.0	707.0	72	0	C	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-1	259.0	267.0	257.0	257a	5	1003	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	-3	1	1	True	False	False
48168.0	12.0	707.5	82	-2	B	-1.0	2.5	0	2	4	1.0	1.0	1/16	True	-1	259.0	267.0	257.0	257a	5	2007/2	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	-5	-1	-1	False	False	False
48180.0	12.0	707.75	81	3	A	0.0	2.75	0	2	4	1.0	1.0	1/16	True	-1	259.0	267.0	257.0	257a	5	4015/4	False	False				False	638		I	A	bVI		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	bVI	bVI, major	I		bVI	bVI	False	I	I, major		I, major		I	3	-1	-1	0	4	4	True	False	False
48192.0	24.0	708.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	5	1004	False	True				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48216.0	24.0	708.5	64	4	E	0.0	1.5	0	2	4	4.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	4	2009/2	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	1	5	2	True	False	True
48216.0	24.0	708.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	4	2009/2	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	-2	2	-1	True	False	False
48216.0	24.0	708.5	73	7	C	1.0	1.5	0	2	4	2.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	5	2009/2	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	4	8	5	True	False	False
48216.0	48.0	708.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	260.0	268.0	258.0	258a	5	2009/2	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48240.0	24.0	709.0	64	4	E	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	4	1005	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	1	5	2	True	False	True
48240.0	24.0	709.0	67	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	4	1005	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	-2	2	-1	True	False	False
48240.0	24.0	709.0	73	7	C	1.0	2.0	2	2	4	2.0	1.0	1/8	True	-1	260.0	268.0	258.0	258a	5	1005	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	4	8	5	True	False	False
48264.0	12.0	709.5	82	-2	B	-1.0	2.5	0	2	4	1.0	1.0	1/16	True	-1	260.0	268.0	258.0	258a	5	2011/2	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	-5	-1	-4	False	False	False
48276.0	12.0	709.75	81	3	A	0.0	2.75	0	2	4	1.0	1.0	1/16	True	-1	260.0	268.0	258.0	258a	5	4023/4	False	False				False	639		V43/vi	A	bVI		V43/vi	V		43		vi	Mm7	False	False	(5, 2, 4, 8)	()	4	5	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V43/vi	V43/vi, major		V43/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48288.0	24.0	710.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	5	1006	False	True				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	0	4	4	True	False	False
48312.0	24.0	710.5	62	2	D	0.0	1.5	0	2	4	4.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	4	2013/2	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48312.0	24.0	710.5	65	-1	F	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	4	2013/2	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48312.0	24.0	710.5	74	2	D	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	5	2013/2	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48312.0	48.0	710.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	261.0	269.0	259.0	259a	5	2013/2	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	0	4	4	True	False	False
48336.0	24.0	711.0	62	2	D	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	4	1007	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48336.0	24.0	711.0	65	-1	F	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	4	1007	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48336.0	24.0	711.0	74	2	D	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-1	261.0	269.0	259.0	259a	5	1007	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48360.0	12.0	711.5	82	-2	B	-1.0	2.5	0	2	4	1.0	1.0	1/16	True	-1	261.0	269.0	259.0	259a	5	2015/2	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-5	-1	-1	False	False	False
48372.0	12.0	711.75	81	3	A	0.0	2.75	0	2	4	1.0	1.0	1/16	True	-1	261.0	269.0	259.0	259a	5	4031/4	False	False				False	640		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	0	4	4	True	False	False
48384.0	24.0	712.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	5	1008	False	True				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48408.0	24.0	712.5	61	7	C	1.0	1.5	0	2	4	4.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	4	2017/2	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	4	8	5	True	False	True
48408.0	24.0	712.5	64	4	E	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	4	2017/2	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	1	5	2	True	False	False
48408.0	24.0	712.5	76	4	E	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	5	2017/2	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	1	5	2	True	False	False
48408.0	48.0	712.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	262.0	270.0	260.0	260a	5	2017/2	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48432.0	24.0	713.0	61	7	C	1.0	2.0	2	2	4	4.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	4	1009	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	4	8	5	True	False	True
48432.0	24.0	713.0	64	4	E	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	4	1009	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	1	5	2	True	False	False
48432.0	24.0	713.0	76	4	E	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-1	262.0	270.0	260.0	260a	5	1009	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	1	5	2	True	False	False
48456.0	12.0	713.5	82	-2	B	-1.0	2.5	0	2	4	1.0	1.0	1/16	True	-1	262.0	270.0	260.0	260a	5	2019/2	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	-5	-1	-4	False	False	False
48468.0	12.0	713.75	81	3	A	0.0	2.75	0	2	4	1.0	1.0	1/16	True	-1	262.0	270.0	260.0	260a	5	4039/4	False	False				False	641		V65/vi	A	bVI		V65/vi	V		65		vi	Mm7	False	False	(8, 5, 2, 4)	()	4	8	major	major	bVI	bVI, major	V/vi	vi	vi/bVI	iv	True	V65/vi	V65/vi, major		V65/vi, major	vi	vi	3	-1	2	0	4	1	True	True	False
48480.0	24.0	714.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	5	1010	False	True				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	0	4	4	True	False	False
48504.0	24.0	714.5	62	2	D	0.0	1.5	0	2	4	4.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	2021/2	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48504.0	24.0	714.5	65	-1	F	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	2021/2	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48504.0	24.0	714.5	77	-1	F	0.0	1.5	0	2	4	2.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	5	2021/2	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48504.0	48.0	714.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	263.0	271.0	261.0	261a	5	2021/2	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	0	4	4	True	False	False
48528.0	24.0	715.0	62	2	D	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	1011	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-1	3	3	True	True	True
48528.0	24.0	715.0	65	-1	F	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	1011	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48528.0	24.0	715.0	77	-1	F	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	5	1011	False	False				False	642		vi	A	bVI		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	bVI	bVI, major	vi		bVI	bVI	False	vi	vi, major		vi, major		vi	3	-1	-1	-4	0	0	True	False	False
48552.0	24.0	715.5	63	9	D	1.0	2.5	0	2	4	4.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	2023/2	False	True				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	6	6	5	True	True	True
48552.0	24.0	715.5	66	6	F	1.0	2.5	0	2	4	3.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	4	2023/2	False	True				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	3	3	2	True	False	False
48552.0	24.0	715.5	78	6	F	1.0	2.5	0	2	4	2.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	5	2023/2	False	True				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	3	3	2	True	False	False
48552.0	24.0	715.5	81	3	A	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-1	263.0	271.0	261.0	261a	5	2023/2	False	True				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	0	0	-1	True	False	False
48576.0	48.0	716.0	63	9	D	1.0	1.0	1	2	4	4.0	1.0	1/4	True	-1	264.0	272.0	262.0	262a	4	1012	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	6	6	5	True	True	True
48576.0	48.0	716.0	66	6	F	1.0	1.0	1	2	4	3.0	1.0	1/4	True	-1	264.0	272.0	262.0	262a	4	1012	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	3	3	2	True	False	False
48576.0	48.0	716.0	78	6	F	1.0	1.0	1	2	4	2.0	1.0	1/4	True	-1	264.0	272.0	262.0	262a	5	1012	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	3	3	2	True	False	False
48576.0	24.0	716.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	False	-1	264.0	272.0	262.0	262a	5	1012	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	0	0	-1	True	False	False
48600.0	48.0	716.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/4	True	-1	264.0	272.0	262.0	262a	5	2025/2	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	0	0	-1	True	False	False
48648.0	24.0	717.5	81	3	A	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-1	264.0	272.0	262.0	262a	5	2027/2	False	False				False	643		I.viio/V	A	I		viio/V	vii	o			V	o	False	False	(6, 3, 0)	()	6	6	major	major	I	I, major	vii/V	V	V/I	V	False	viio/V	viio/V, major		viio/V, major	V	V	3	3	4	0	0	-1	True	False	False
48672.0	96.0	718.0	64	4	E	0.0	1.0	1	2	4	4.0	1.0	1/2	True	3	265.0	273.0	263.0	263a	4	1014	True	True				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	1	1	1	True	True	True
48672.0	96.0	718.0	71	5	B	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	265.0	273.0	263.0	263a	4	1014	True	True				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	2	2	2	True	False	False
48672.0	96.0	718.0	74	2	D	0.0	1.0	1	2	4	2.0	1.0	1/2	True	3	265.0	273.0	263.0	263a	5	1014	True	True				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	-1	-1	-1	True	False	False
48672.0	24.0	718.0	81	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	False	3	265.0	273.0	263.0	263a	5	1014	True	True				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	0	0	0	True	False	False
48696.0	8.0	718.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	2029/2	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	0	0	0	True	False	False
48704.0	8.0	718.667	80	8	G	1.0	1.667	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	3044/3	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	5	5	5	False	False	False
48712.0	8.0	718.833	83	5	B	0.0	1.833	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	6089/6	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	2	2	2	True	False	False
48720.0	8.0	719.0	86	2	D	0.0	2.0	2	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	6	1015	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	-1	-1	-1	True	False	False
48728.0	8.0	719.167	83	5	B	0.0	2.167	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	6091/6	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	2	2	2	True	False	False
48736.0	8.0	719.333	80	8	G	1.0	2.333	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	3046/3	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	5	5	5	False	False	False
48744.0	8.0	719.5	76	4	E	0.0	2.5	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	2031/2	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	1	1	1	True	True	True
48752.0	8.0	719.667	74	2	D	0.0	2.667	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	5	3047/3	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	-1	-1	-1	True	False	False
48760.0	8.0	719.833	71	5	B	0.0	2.833	0	2	4	1.0	1.0	1/24	True	3	265.0	273.0	263.0	263a	4	6095/6	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	2	2	2	True	False	False
48768.0	24.0	720.0	64	4	E	0.0	1.0	1	2	4	4.0	1.0	1/8	False	3	266.0	274.0	264.0	264a	4	1016	False	False				False	644		V7(4)	A	I		V7(4)	V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	3	3	3	1	1	1	True	True	True
