onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	12.0	0.0	48	0	C	0.0	1.0	1	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
0.0	6.0	0.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
0.0	6.0	0.0	60	0	C	0.0	1.0	1	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	0	True	True				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
6.0	6.0	0.5	57	3	A	0.0	1.5	0	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	1/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
6.0	6.0	0.5	60	0	C	0.0	1.5	0	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	1/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
12.0	12.0	1.0	50	2	D	0.0	2.0	2	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	1	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	3	3	3	False	False	False
12.0	6.0	1.0	57	3	A	0.0	2.0	2	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	1	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
12.0	6.0	1.0	60	0	C	0.0	2.0	2	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	1	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
18.0	6.0	1.5	57	3	A	0.0	2.5	0	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	3/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
18.0	6.0	1.5	60	0	C	0.0	2.5	0	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	3/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
24.0	12.0	2.0	52	4	E	0.0	3.0	3	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	5	5	5	False	False	False
24.0	6.0	2.0	57	3	A	0.0	3.0	3	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
24.0	6.0	2.0	60	0	C	0.0	3.0	3	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
30.0	6.0	2.5	57	3	A	0.0	3.5	0	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	5/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
30.0	6.0	2.5	60	0	C	0.0	3.5	0	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	5/2	False	False				False	0	F.I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
36.0	12.0	3.0	53	-1	F	0.0	4.0	4	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	3	False	True				False	1	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
36.0	6.0	3.0	57	3	A	0.0	4.0	4	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	3	False	True				False	1	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
36.0	6.0	3.0	60	0	C	0.0	4.0	4	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	3	False	True				False	1	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
42.0	6.0	3.5	57	3	A	0.0	4.5	0	4	4	3.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	7/2	False	False				False	1	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
42.0	6.0	3.5	60	0	C	0.0	4.5	0	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	7/2	False	False				False	1	I		F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
48.0	36.0	4.0	48	0	C	0.0	1.0	1	4	4	4.0	1.0	3/4	True	-1	2.0	2.0	2.0	2a	3	4	False	False				False	2	I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
48.0	6.0	4.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	4	False	False				False	2	I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	4	4	4	True	False	False
48.0	6.0	4.0	60	0	C	0.0	1.0	1	4	4	2.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	4	4	False	False				False	2	I64		F	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	-1	-1	-1	1	1	1	True	False	True
