onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
34.0	2.0	8.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	17/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
34.0	2.0	8.5	71	5	B	0.0	1.5	0	2	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	17/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	7	7	5	True	False	False
36.0	2.0	9.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	3	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
36.0	2.0	9.0	62	2	D	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
36.0	2.0	9.0	65	-1	F	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	1	1	-1	True	False	False
36.0	2.0	9.0	71	5	B	0.0	2.0	2	2	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	7	7	5	True	False	False
38.0	2.0	9.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	19/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
38.0	1.0	9.5	72	0	C	0.0	2.5	0	2	4	1.0	1.0	1/16	True	-2	5.0	5.0	5.0	5a	5	19/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	2	2	0	False	False	False
39.0	1.0	9.75	74	2	D	0.0	2.75	0	2	4	1.0	1.0	1/16	True	-2	5.0	5.0	5.0	5a	5	39/4	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
40.0	2.0	10.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	3	10	False	True				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
40.0	2.0	10.0	74	2	D	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	5	10	False	True				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	4	4	4	False	False	False
42.0	2.0	10.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	21/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
42.0	1.0	10.5	75	-3	E	-1.0	1.5	0	2	4	1.0	1.0	1/16	True	-2	6.0	6.0	6.0	6a	5	21/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
44.0	2.0	11.0	55	1	G	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	3	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
44.0	2.0	11.0	60	0	C	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	2	2	2	True	True	True
44.0	2.0	11.0	63	-3	E	-1.0	2.0	2	2	4	4.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
44.0	4.0	11.0	75	-3	E	-1.0	2.0	2	2	4	1.0	1.0	1/4	True	-2	6.0	6.0	6.0	6a	5	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
46.0	2.0	11.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	23/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
48.0	2.0	12.0	57	3	A	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	3	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	5	5	5	True	False	True
48.0	2.0	12.0	60	0	C	0.0	1.0	1	2	4	4.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	2	2	2	True	False	False
48.0	4.0	12.0	63	-3	E	-1.0	1.0	1	2	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	4	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	-1	-1	-1	True	False	False
48.0	2.0	12.0	77	-1	F	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	5	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	1	1	1	True	True	False
50.0	2.0	12.5	65	-1	F	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	25/2	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	1	1	1	True	True	False
50.0	1.0	12.5	81	3	A	0.0	1.5	0	2	4	1.0	1.0	1/16	True	-2	7.0	7.0	7.0	7a	5	25/2	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	5	5	5	True	False	True
51.0	1.0	12.75	84	0	C	0.0	1.75	0	2	4	1.0	1.0	1/16	True	-2	7.0	7.0	7.0	7a	6	51/4	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-2	-2	-2	2	2	2	True	False	False
52.0	2.0	13.0	53	-1	F	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	3	13	False	True				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
52.0	2.0	13.0	57	3	A	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	3	13	False	True				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	5	5	5	True	False	False
52.0	4.0	13.0	63	-3	E	-1.0	2.0	2	2	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	4	13	False	True				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	-1	-1	-1	True	False	False
52.0	2.0	13.0	87	-3	E	-1.0	2.0	2	2	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	6	13	False	True				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	-1	-1	-1	True	False	False
54.0	2.0	13.5	65	-1	F	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	27/2	False	False				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	1	1	1	True	True	True
54.0	2.0	13.5	84	0	C	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	6	27/2	False	False				False	6		V7		Bb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-2	-2	-2	2	2	2	True	False	False
56.0	2.0	14.0	58	-2	B	-1.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	8.0	8.0	8.0	8a	3	14	False	True				False	7		I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
56.0	2.0	14.0	58	-2	B	-1.0	1.0	1	2	4	4.0	1.0	1/8	True	-2	8.0	8.0	8.0	8a	3	14	False	True				False	7		I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	0	0	0	True	True	True
56.0	2.0	14.0	62	2	D	0.0	1.0	1	2	4	2.0	1.0	1/8	True	-2	8.0	8.0	8.0	8a	4	14	False	True				False	7		I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
56.0	1.0	14.0	87	-3	E	-1.0	1.0	1	2	4	1.0	1.0	1/16	True	-2	8.0	8.0	8.0	8a	6	14	False	True				False	7		I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	-1	-1	-1	False	False	False
57.0	1.0	14.25	86	2	D	0.0	1.25	0	2	4	1.0	1.0	1/16	True	-2	8.0	8.0	8.0	8a	6	57/4	False	False				False	7		I		Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-2	-2	-2	4	4	4	True	False	False
