onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	1.0	1.0	1.0	1a	3	0	True	True				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
2.0	2.0	0.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	1.0	1.0	1.0	1a	4	1/2	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
4.0	2.0	1.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	1.0	1.0	1.0	1a	3	1	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
6.0	2.0	1.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	1.0	1.0	1.0	1a	4	3/2	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
8.0	2.0	2.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	3	2	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
10.0	2.0	2.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	4	5/2	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
12.0	2.0	3.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	3	3	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
14.0	2.0	3.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	4	7/2	False	False				False	0		Bb.vi		Bb	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-2	-2	-2	3	3	3	True	True	True
16.0	2.0	4.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	3	4	True	True				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
16.0	2.0	4.0	67	1	G	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	4	True	True				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
18.0	2.0	4.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	9/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
18.0	1.0	4.5	71	5	B	0.0	1.5	0	2	4	1.0	1.0	1/16	True	-2	3.0	3.0	3.0	3a	4	9/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	7	7	5	True	False	False
19.0	1.0	4.75	74	2	D	0.0	1.75	0	2	4	1.0	1.0	1/16	True	-2	3.0	3.0	3.0	3a	5	19/4	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
20.0	2.0	5.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	3	5	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
20.0	2.0	5.0	59	5	B	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	3	5	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	7	7	5	True	False	False
20.0	2.0	5.0	62	2	D	0.0	2.0	2	2	4	4.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	5	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
20.0	2.0	5.0	77	-1	F	0.0	2.0	2	2	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	5	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	1	1	-1	True	False	False
22.0	2.0	5.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	11/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
22.0	2.0	5.5	74	2	D	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	11/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	4	4	2	True	False	False
24.0	2.0	6.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	3	6	False	True				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
24.0	1.0	6.0	77	-1	F	0.0	1.0	1	2	4	1.0	1.0	1/16	True	-2	4.0	4.0	4.0	4a	5	6	False	True				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	1	1	1	False	False	False
25.0	1.0	6.25	75	-3	E	-1.0	1.25	0	2	4	1.0	1.0	1/16	True	-2	4.0	4.0	4.0	4a	5	25/4	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
26.0	2.0	6.5	67	1	G	0.0	1.5	0	2	4	3.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	13/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
26.0	1.0	6.5	74	2	D	0.0	1.5	0	2	4	1.0	1.0	1/16	True	-2	4.0	4.0	4.0	4a	5	13/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	4	4	4	False	False	False
27.0	1.0	6.75	72	0	C	0.0	1.75	0	2	4	1.0	1.0	1/16	True	-2	4.0	4.0	4.0	4a	5	27/4	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	2	2	2	True	True	True
28.0	2.0	7.0	55	1	G	0.0	2.0	2	2	4	3.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	3	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
28.0	2.0	7.0	60	0	C	0.0	2.0	2	2	4	2.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	2	2	2	True	True	True
28.0	2.0	7.0	63	-3	E	-1.0	2.0	2	2	4	4.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	-1	-1	-1	True	False	False
28.0	2.0	7.0	71	5	B	0.0	2.0	2	2	4	1.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	7	7	7	False	False	False
30.0	2.0	7.5	67	1	G	0.0	2.5	0	2	4	3.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	15/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	3	3	3	True	False	False
30.0	2.0	7.5	72	0	C	0.0	2.5	0	2	4	1.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	5	15/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	-2	-2	-2	2	2	2	True	True	True
32.0	2.0	8.0	55	1	G	0.0	1.0	1	2	4	3.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	3	8	False	True				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	3	3	1	True	True	True
32.0	2.0	8.0	71	5	B	0.0	1.0	1	2	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	8	False	True				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	-2	-2	0	7	7	5	True	False	False
