onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	48.0	0.0	51	-3	E	-1.0	1.0	1	2	2	4.0	1.0	1/2	True	-3	1.0	1.0	1.0	1a	3	0	True	True				False	0	Eb.I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
0.0	48.0	0.0	58	-2	B	-1.0	1.0	1	2	2	3.0	1.0	1/2	True	-3	1.0	1.0	1.0	1a	3	0	True	True				False	0	Eb.I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
0.0	48.0	0.0	67	1	G	0.0	1.0	1	2	2	2.0	1.0	1/2	True	-3	1.0	1.0	1.0	1a	4	0	True	True				False	0	Eb.I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
0.0	48.0	0.0	75	-3	E	-1.0	1.0	1	2	2	1.0	1.0	1/2	True	-3	1.0	1.0	1.0	1a	5	0	True	True				False	0	Eb.I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
48.0	36.0	1.0	49	-5	D	-1.0	2.0	2	2	2	4.0	1.0	3/8	True	-3	1.0	1.0	1.0	1a	3	2	False	True				False	1	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	-2	-2	-1	True	False	True
48.0	36.0	1.0	58	-2	B	-1.0	2.0	2	2	2	3.0	1.0	3/8	True	-3	1.0	1.0	1.0	1a	3	2	False	True				False	1	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	1	1	2	True	False	False
48.0	36.0	1.0	63	-3	E	-1.0	2.0	2	2	2	2.0	1.0	3/8	True	-3	1.0	1.0	1.0	1a	4	2	False	True				False	1	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	0	0	1	True	True	False
48.0	36.0	1.0	67	1	G	0.0	2.0	2	2	2	1.0	1.0	3/8	True	-3	1.0	1.0	1.0	1a	4	2	False	True				False	1	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	4	4	5	True	False	False
84.0	12.0	1.75	48	0	C	0.0	2.75	0	2	2	4.0	1.0	1/8	True	-3	1.0	1.0	1.0	1a	3	7/2	False	True				False	2	IV6		Eb	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-3	-3	-3	3	3	3	True	False	True
84.0	12.0	1.75	56	-4	A	-1.0	2.75	0	2	2	3.0	1.0	1/8	True	-3	1.0	1.0	1.0	1a	3	7/2	False	True				False	2	IV6		Eb	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-3	-3	-3	-1	-1	-1	True	True	False
84.0	12.0	1.75	63	-3	E	-1.0	2.75	0	2	2	2.0	1.0	1/8	True	-3	1.0	1.0	1.0	1a	4	7/2	False	True				False	2	IV6		Eb	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-3	-3	-3	0	0	0	True	False	False
84.0	12.0	1.75	68	-4	A	-1.0	2.75	0	2	2	1.0	1.0	1/8	True	-3	1.0	1.0	1.0	1a	4	7/2	False	True				False	2	IV6		Eb	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-3	-3	-3	-1	-1	-1	True	True	False
96.0	24.0	2.0	46	-2	B	-1.0	1.0	1	2	2	4.0	1.0	1/4	True	-3	2.0	2.0	2.0	2a	2	4	False	True				False	3	V43/IV		Eb	I		V43/IV	V		43		IV	Mm7	False	False	(1, -2, 0, 4)	()	0	1	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V43/IV	V43/IV, major		V43/IV, major	IV	IV	-3	-3	-4	1	1	2	True	False	True
96.0	24.0	2.0	55	1	G	0.0	1.0	1	2	2	3.0	1.0	1/4	True	-3	2.0	2.0	2.0	2a	3	4	False	True				False	3	V43/IV		Eb	I		V43/IV	V		43		IV	Mm7	False	False	(1, -2, 0, 4)	()	0	1	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V43/IV	V43/IV, major		V43/IV, major	IV	IV	-3	-3	-4	4	4	5	True	False	False
96.0	24.0	2.0	63	-3	E	-1.0	1.0	1	2	2	2.0	1.0	1/4	True	-3	2.0	2.0	2.0	2a	4	4	False	True				False	3	V43/IV		Eb	I		V43/IV	V		43		IV	Mm7	False	False	(1, -2, 0, 4)	()	0	1	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V43/IV	V43/IV, major		V43/IV, major	IV	IV	-3	-3	-4	0	0	1	True	True	False
96.0	24.0	2.0	73	-5	D	-1.0	1.0	1	2	2	1.0	1.0	1/4	True	-3	2.0	2.0	2.0	2a	5	4	False	True				False	3	V43/IV		Eb	I		V43/IV	V		43		IV	Mm7	False	False	(1, -2, 0, 4)	()	0	1	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V43/IV	V43/IV, major		V43/IV, major	IV	IV	-3	-3	-4	-2	-2	-1	True	False	False
192.0	48.0	4.0	51	-3	E	-1.0	1.0	1	2	2	4.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	3	8	False	True				False	4	I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
192.0	48.0	4.0	58	-2	B	-1.0	1.0	1	2	2	3.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	3	8	False	True				False	4	I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
192.0	48.0	4.0	67	1	G	0.0	1.0	1	2	2	2.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	4	8	False	True				False	4	I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
192.0	48.0	4.0	75	-3	E	-1.0	1.0	1	2	2	1.0	1.0	1/2	True	-3	3.0	3.0	3.0	3a	5	8	False	True				False	4	I		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
240.0	36.0	5.0	49	-5	D	-1.0	2.0	2	2	2	4.0	1.0	3/8	True	-3	3.0	3.0	3.0	3a	3	10	False	True				False	5	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	-2	-2	-1	True	False	True
240.0	36.0	5.0	58	-2	B	-1.0	2.0	2	2	2	3.0	1.0	3/8	True	-3	3.0	3.0	3.0	3a	3	10	False	True				False	5	V2/IV		Eb	I		V2/IV	V		2		IV	Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V2/IV	V2/IV, major		V2/IV, major	IV	IV	-3	-3	-4	1	1	2	True	False	False
