onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	8.0	0.0	48	0	C	0.0	1.0	1	4	4	4.0	1.0	1/2	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
8.0	4.0	2.0	48	0	C	0.0	3.0	3	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	2	False	False				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
12.0	4.0	3.0	48	0	C	0.0	4.0	4	4	4	4.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	3	False	False				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
16.0	2.0	4.0	48	0	C	0.0	1.0	1	4	4	4.0	1.0	1/8	False	-1	2.0	2.0	2.0	2a	3	4	False	False				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
18.0	2.0	4.5	48	0	C	0.0	1.5	0	4	4	4.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	9/2	False	False				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
20.0	4.0	5.0	48	0	C	0.0	2.0	2	4	4	4.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	5	False	False				False	0	F.V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
24.0	8.0	6.0	50	2	D	0.0	3.0	3	4	4	4.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	6	False	True				False	1	vi	IV6	F	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	-1	-1	-1	3	3	3	True	True	True
32.0	8.0	8.0	41	-1	F	0.0	1.0	1	4	4	5.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	2	8	False	True				False	2	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
32.0	16.0	8.0	48	0	C	0.0	1.0	1	4	4	4.0	1.0	1	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	2	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
32.0	8.0	8.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	2	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
