onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	50	2	D	0	4	2	2	2	True	1.0	0	1	1	1	1a	0	3/2	True	3	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	8	65	-1	F	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	1/2	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
0	8	69	3	A	0	4	2	1	2	True	1.0	0	1	1	1	1a	0	1/2	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
0	8	74	2	D	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	1/2	True	5	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
8	4	62	2	D	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	1/4	False	4	True				False	1	VI6	d	i	i	VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor	i	VI6, minor		VI	2	2	2	0	0	0	True	False	True
8	6	65	-1	F	0	4	2	1	2	True	2.0	0	1	1	1	1a	2	3/8	False	4	True				False	1	VI6	d	i	i	VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor	i	VI6, minor		VI	2	2	2	-3	-3	-3	True	False	False
8	4	70	-2	B	-1	4	2	1	1	True	2.0	0	1	1	1	1a	2	1/4	False	4	True				False	1	VI6	d	i	i	VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor	i	VI6, minor		VI	2	2	2	-4	-4	-4	True	True	False
12	4	60	0	C	0	4	2	2	1	True	2.5	0	1	1	1	1a	3	1/4	False	4	True				False	2	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	-2	-2	-2	True	False	True
12	8	69	3	A	0	4	2	1	1	True	2.5	0	1	1	1	1a	3	1/2	False	4	True				False	2	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	1	1	1	True	False	False
14	2	64	4	E	0	4	2	1	2	True	2.75	0	1	1	1	1a	7/2	1/8	False	4	True				False	3	v6	d	i	i	v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor	i	v6, minor		v	2	2	2	2	2	2	True	False	False
16	12	58	-2	B	-1	4	2	2	1	True	3.0	0	1	1	1	1a	4	3/4	False	3	True				False	4	iv64(2)	d	i	i	iv64(2)	iv		64	2		m	True	True	(0, 1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64(2), minor		iv	2	2	2	-4	-4	-4	True	False	False
16	8	62	2	D	0	4	2	1	2	True	3.0	0	1	1	1	1a	4	1/2	False	4	True				False	4	iv64(2)	d	i	i	iv64(2)	iv		64	2		m	True	True	(0, 1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64(2), minor		iv	2	2	2	0	0	0	True	False	True
20	2	67	1	G	0	4	2	1	1	True	3.5	0	1	1	1	1a	5	1/8	False	4	True				False	5	iv64]	d	i	i	iv64	iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	2	2	2	-1	-1	-1	True	True	False
