onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	67	1	G	0	4	4	1	1	True	1.0	0	1	1	1	1a	0	1/4	True	4	True			{	False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
4	2	67	1	G	0	4	4	1	1	True	2.0	0	1	1	1	1a	1	1/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
6	2	67	1	G	0	4	4	1	1	True	2.5	0	1	1	1	1a	3/2	1/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
8	6	67	1	G	0	4	4	1	1	True	3.0	0	1	1	1	1a	2	3/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
14	2	69	3	A	0	4	4	1	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	3	3	3	False	False	False
16	2	71	5	B	0	4	4	1	1	True	1.0	0	2	2	2	2a	4	1/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	5	5	5	True	False	False
18	2	67	1	G	0	4	4	1	1	True	1.5	0	2	2	2	2a	9/2	1/8	False	4	False				False	0	C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
20	2	72	0	C	0	4	4	1	1	True	2.0	0	2	2	2	2a	5	1/8	False	5	True				False	1	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
22	1	71	5	B	0	4	4	1	1	True	2.5	0	2	2	2	2a	11/2	1/16	False	4	False				False	1	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	5	5	5	False	False	False
23	1	72	0	C	0	4	4	1	1	True	2.75	0	2	2	2	2a	23/4	1/16	False	5	False				False	1	I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	0	0	0	True	True	True
