onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	8	57	3	A	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	1	True	3	True			{	False	0	d.v{	d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
4	4	69	3	A	0	4	2	1	1	True	2.0	0	1	1	1	1a	2	1/2	False	4	False				False	0	d.v{	d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
8	8	55	1	G	0	4	2	2	1	True	3.0	0	1	1	1	1a	4	1	False	3	True				False	1	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
8	6	70	-2	B	-1	4	2	1	1	True	3.0	0	1	1	1	1a	4	3/4	False	4	True				False	1	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
12	4	62	2	D	0	4	2	1	2	True	4.0	0	1	1	1	1a	6	1/2	False	4	False				False	1	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
14	1	69	3	A	0	4	2	1	1	True	4.5	0	1	1	1	1a	7	1/8	False	4	False				False	1	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	1	1	1	False	False	False
15	1	67	1	G	0	4	2	1	1	True	4.75	0	1	1	1	1a	15/2	1/8	False	4	False				False	1	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
16	8	53	-1	F	0	4	2	2	1	True	1.0	0	2	2	2	2a	8	1	False	3	True				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-3	-3	-3	True	True	True
16	6	65	-1	F	0	4	2	1	2	True	1.0	0	2	2	2	2a	8	3/4	False	4	True				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-3	-3	-3	True	True	True
16	2	69	3	A	0	4	2	1	1	True	1.0	0	2	2	2	2a	8	1/4	False	4	True				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	1	1	1	True	False	False
18	2	71	5	B	0	4	2	1	1	True	1.5	0	2	2	2	2a	9	1/4	False	4	False				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	3	3	3	False	False	False
20	8	72	0	C	0	4	2	1	1	True	2.0	0	2	2	2	2a	10	1	False	5	False				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-2	-2	-2	True	False	False
22	1	64	4	E	0	4	2	1	2	True	2.5	0	2	2	2	2a	11	1/8	False	4	False				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	2	2	2	False	False	False
23	1	62	2	D	0	4	2	1	2	True	2.75	0	2	2	2	2a	23/2	1/8	False	4	False				False	2	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	0	0	0	False	False	False
24	8	55	1	G	0	4	2	2	1	True	3.0	0	2	2	2	2a	12	1	False	3	True				False	3	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	-1	-1	-1	True	True	True
24	2	64	4	E	0	4	2	1	2	True	3.0	0	2	2	2	2a	12	1/4	False	4	True				False	3	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	2	2	2	False	False	False
26	2	62	2	D	0	4	2	1	2	True	3.5	0	2	2	2	2a	13	1/4	False	4	False				False	3	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	0	0	0	True	False	False
28	4	67	1	G	0	4	2	1	2	True	4.0	0	2	2	2	2a	14	1/2	False	4	False				False	3	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	-1	-1	-1	True	True	True
28	4	71	5	B	0	4	2	1	1	True	4.0	0	2	2	2	2a	14	1/2	False	4	False				False	3	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	3	3	3	True	False	False
32	8	53	-1	F	0	4	2	2	1	True	1.0	0	3	3	3	3a	16	1	False	3	True				False	4	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-3	-3	-3	True	True	True
32	2	69	3	A	0	4	2	1	2	True	1.0	0	3	3	3	3a	16	1/4	False	4	True				False	4	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	1	1	1	True	False	False
32	4	72	0	C	0	4	2	1	1	True	1.0	0	3	3	3	3a	16	1/2	False	5	True				False	4	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-2	-2	-2	True	False	False
34	2	67	1	G	0	4	2	1	2	True	1.5	0	3	3	3	3a	17	1/4	False	4	False				False	4	III	d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-1	-1	-1	False	False	False
36	2	65	-1	F	0	4	2	1	2	True	2.0	0	3	3	3	3a	18	1/4	False	4	True				False	5	i6	d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
36	8	74	2	D	0	4	2	1	1	True	2.0	0	3	3	3	3a	18	1	False	5	True				False	5	i6	d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	0	0	0	True	True	False
38	2	69	3	A	0	4	2	1	2	True	2.5	0	3	3	3	3a	19	1/4	False	4	False				False	5	i6	d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
40	8	52	4	E	0	4	2	2	1	True	3.0	0	3	3	3	3a	20	1	False	3	True				False	6	#viio6(2)	d	i		#viio6(2)	#vii	o	6	2		o	True	True	(2, -1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(2), minor		#vii	2	2	2	2	2	2	True	False	True
40	4	67	1	G	0	4	2	1	2	True	3.0	0	3	3	3	3a	20	1/2	False	4	True				False	6	#viio6(2)	d	i		#viio6(2)	#vii	o	6	2		o	True	True	(2, -1, 0)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6(2), minor		#vii	2	2	2	-1	-1	-1	True	False	False
