onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	62	2	D	0	4	2	1	2	True	1.0	0	1	1	1	1a	0	2	True	4	True			{	False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	4	50	2	D	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	1/2	False	3	False				False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
8	4	58	-2	B	-1	4	2	2	1	True	3.0	0	1	1	1	1a	4	1/2	False	3	True				False	1	VI		d	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	2	2	2	-4	-4	-4	True	True	True
12	2	57	3	A	0	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/4	False	3	True				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	1	1	1	False	False	False
14	2	55	1	G	0	4	2	2	1	True	4.5	0	1	1	1	1a	7	1/4	False	3	False				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
16	2	57	3	A	0	4	2	2	1	True	1.0	0	2	2	2	2a	8	1/4	False	3	True				False	3	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
16	16	65	-1	F	0	4	2	1	2	True	1.0	0	2	2	2	2a	8	2	False	4	True				False	3	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
18	2	50	2	D	0	4	2	2	1	True	1.5	0	2	2	2	2a	9	1/4	False	3	False				False	3	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
20	2	53	-1	F	0	4	2	2	1	True	2.0	0	2	2	2	2a	10	1/4	False	3	False				False	3	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
22	2	55	1	G	0	4	2	2	1	True	2.5	0	2	2	2	2a	11	1/4	False	3	False				False	3	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-1	-1	-1	False	False	False
24	4	57	3	A	0	4	2	2	1	True	3.0	0	2	2	2	2a	12	1/2	False	3	True				False	4	III6		d	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	2	2	2	1	1	1	True	False	True
28	4	58	-2	B	-1	4	2	2	1	True	4.0	0	2	2	2	2a	14	1/2	False	3	True				False	5	VI		d	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	2	2	2	-4	-4	-4	True	True	True
32	2	58	-2	B	-1	4	2	2	1	False	1.0	0	3	3	3	3a	16	1/4	False	3	False				False	5	VI		d	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	2	2	2	-4	-4	-4	True	True	True
32	16	62	2	D	0	4	2	1	2	True	1.0	0	3	3	3	3a	16	2	False	4	False				False	5	VI		d	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	2	2	2	0	0	0	True	False	False
34	2	57	3	A	0	4	2	2	1	True	1.5	0	3	3	3	3a	17	1/4	False	3	False				False	5	VI		d	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	2	2	2	1	1	1	False	False	False
36	2	55	1	G	0	4	2	2	1	True	2.0	0	3	3	3	3a	18	1/4	False	3	True				False	6	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
36	4	62	2	D	0	4	2	1	1	True	2.0	0	3	3	3	3a	18	1/2	False	4	True				False	6	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
38	2	53	-1	F	0	4	2	2	1	True	2.5	0	3	3	3	3a	19	1/4	False	3	False				False	6	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-3	-3	-3	False	False	False
40	4	55	1	G	0	4	2	2	1	True	3.0	0	3	3	3	3a	20	1/2	False	3	False				False	6	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
40	4	70	-2	B	-1	4	2	1	1	True	3.0	0	3	3	3	3a	20	1/2	False	4	False				False	6	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
44	4	58	-2	B	-1	4	2	2	1	True	4.0	0	3	3	3	3a	22	1/2	False	3	True				False	7	iv6		d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-4	-4	-4	True	False	True
44	2	69	3	A	0	4	2	1	1	True	4.0	0	3	3	3	3a	22	1/4	False	4	True				False	7	iv6		d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	1	1	1	False	False	False
46	2	67	1	G	0	4	2	1	1	True	4.5	0	3	3	3	3a	23	1/4	False	4	False				False	7	iv6		d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
48	6	57	3	A	0	4	2	2	1	True	1.0	0	4	4	4	4a	24	3/4	False	3	True				False	8	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
48	16	60	0	C	0	4	2	1	2	True	1.0	0	4	4	4	4a	24	2	False	4	True				False	8	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	-2	-2	-2	True	False	False
48	2	69	3	A	0	4	2	1	1	True	1.0	0	4	4	4	4a	24	1/4	False	4	True				False	8	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
50	2	64	4	E	0	4	2	1	1	True	1.5	0	4	4	4	4a	25	1/4	False	4	False				False	8	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	2	2	2	True	False	False
52	2	65	-1	F	0	4	2	1	1	True	2.0	0	4	4	4	4a	26	1/4	False	4	True				False	9	III6		d	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	2	2	2	-3	-3	-3	True	True	False
54	2	55	1	G	0	4	2	2	1	True	2.5	0	4	4	4	4a	27	1/4	False	3	False				False	9	III6		d	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	2	2	2	-1	-1	-1	False	False	False
54	2	67	1	G	0	4	2	1	1	True	2.5	0	4	4	4	4a	27	1/4	False	4	False				False	9	III6		d	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	2	2	2	-1	-1	-1	False	False	False
56	4	53	-1	F	0	4	2	2	1	True	3.0	0	4	4	4	4a	28	1/2	False	3	True				False	10	III		d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	-3	-3	-3	True	True	True
56	8	69	3	A	0	4	2	1	1	True	3.0	0	4	4	4	4a	28	1	False	4	True				False	10	III		d	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	2	2	2	1	1	1	True	False	False
60	4	45	3	A	0	4	2	2	2	True	4.0	0	4	4	4	4a	30	1/2	False	2	True				False	11	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
60	4	52	4	E	0	4	2	2	1	True	4.0	0	4	4	4	4a	30	1/2	False	3	True				False	11	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	2	2	2	True	False	False
64	4	53	-1	F	0	4	2	2	2	True	1.0	0	5	5	5	5a	32	1/2	False	3	True				False	12	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
64	8	57	3	A	0	4	2	2	1	True	1.0	0	5	5	5	5a	32	1	False	3	True				False	12	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
