onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	8	67	1	G	0	4	2	1	1	True	1.0	-1	1	1	1	1a	0	1	True	4	True			{	False	0	g.i{	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
8	6	75	-3	E	-1	4	2	1	1	True	3.0	-1	1	1	1	1a	4	3/4	False	5	True				False	1	VI	g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
14	2	75	-3	E	-1	4	2	1	1	True	4.5	-1	1	1	1	1a	7	1/4	False	5	False				False	1	VI	g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
16	4	70	-2	B	-1	4	2	1	1	True	1.0	-1	2	2	2	2a	8	1/2	False	4	True				False	2	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
20	4	71	5	B	0	4	2	1	1	True	2.0	-1	2	2	2	2a	10	1/2	False	4	True				False	3	I6	g	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	1	1	1	4	4	4	True	False	True
24	4	72	0	C	0	4	2	1	1	True	3.0	-1	2	2	2	2a	12	1/2	False	5	True				False	4	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	-1	-1	-1	True	False	True
28	4	73	7	C	1	4	2	1	1	True	4.0	-1	2	2	2	2a	14	1/2	False	5	True				False	5	V6/V	g	i		V6/V	V		6		V	M	True	True	(6, 3, 2)	()	2	6	minor	minor	i	i, minor	V/V	V	V/i	V	False	V6/V	V6/V, minor		V6/V, minor	V	V	1	1	2	6	6	5	True	False	True
32	4	74	2	D	0	4	2	1	1	True	1.0	-1	3	3	3	3a	16	1/2	False	5	True				False	6	V	g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
36	4	55	1	G	0	4	2	2	1	True	2.0	-1	3	3	3	3a	18	1/2	False	3	True				False	7	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
36	6	70	-2	B	-1	4	2	1	1	True	2.0	-1	3	3	3	3a	18	3/4	False	4	True				False	7	i	g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
40	6	63	-3	E	-1	4	2	2	1	True	3.0	-1	3	3	3	3a	20	3/4	False	4	True				False	8	VI	g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
42	1	69	3	A	0	4	2	1	1	True	3.5	-1	3	3	3	3a	21	1/8	False	4	False				False	8	VI	g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	2	2	2	False	False	False
43	1	67	1	G	0	4	2	1	1	True	3.75	-1	3	3	3	3a	43/2	1/8	False	4	False				False	8	VI	g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	0	0	0	True	False	False
44	4	72	0	C	0	4	2	1	1	True	4.0	-1	3	3	3	3a	22	1/2	False	5	True				False	9	iv6	g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	-1	-1	-1	True	True	False
46	2	63	-3	E	-1	4	2	2	1	True	4.5	-1	3	3	3	3a	23	1/4	False	4	False				False	9	iv6	g	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	1	1	1	-4	-4	-4	True	False	True
48	4	58	-2	B	-1	4	2	2	1	True	1.0	-1	4	4	4	4a	24	1/2	False	3	True				False	10	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
48	8	74	2	D	0	4	2	1	1	True	1.0	-1	4	4	4	4a	24	1	False	5	True				False	10	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
50	2	62	2	D	0	4	2	1	2	True	1.5	-1	4	4	4	4a	25	1/4	False	4	False				False	10	i6	g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
52	4	59	5	B	0	4	2	2	1	True	2.0	-1	4	4	4	4a	26	1/2	False	3	True				False	11	I6	g	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	1	1	1	4	4	4	True	False	True
52	2	67	1	G	0	4	2	1	2	True	2.0	-1	4	4	4	4a	26	1/4	False	4	True				False	11	I6	g	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	1	1	1	0	0	0	True	True	False
54	2	65	-1	F	0	4	2	1	2	True	2.5	-1	4	4	4	4a	27	1/4	False	4	False				False	11	I6	g	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	1	1	1	-2	-2	-2	False	False	False
56	4	60	0	C	0	4	2	2	1	True	3.0	-1	4	4	4	4a	28	1/2	False	4	True				False	12	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	-1	-1	-1	True	False	True
56	2	64	4	E	0	4	2	1	2	True	3.0	-1	4	4	4	4a	28	1/4	False	4	True				False	12	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	3	3	3	True	False	False
56	8	76	4	E	0	4	2	1	1	True	3.0	-1	4	4	4	4a	28	1	False	5	True				False	12	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	3	3	3	True	False	False
58	1	65	-1	F	0	4	2	1	2	True	3.5	-1	4	4	4	4a	29	1/8	False	4	False				False	12	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	-2	-2	-2	False	False	False
59	1	67	1	G	0	4	2	1	2	True	3.75	-1	4	4	4	4a	59/2	1/8	False	4	False				False	12	ii6	g	i		ii6	ii		6			m	True	True	(-1, 3, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii6	ii6, minor		ii6, minor		ii	1	1	1	0	0	0	False	False	False
60	4	61	7	C	1	4	2	2	1	True	4.0	-1	4	4	4	4a	30	1/2	False	4	True				False	13	V6/v	g	i		V6/v	V		6		v	M	True	True	(6, 3, 2)	()	2	6	minor	minor	i	i, minor	V/v	v	v/i	v	True	V6/v	V6/v, minor		V6/v, minor	v	v	1	1	2	6	6	5	True	False	True
60	4	69	3	A	0	4	2	1	2	True	4.0	-1	4	4	4	4a	30	1/2	False	4	True				False	13	V6/v	g	i		V6/v	V		6		v	M	True	True	(6, 3, 2)	()	2	6	minor	minor	i	i, minor	V/v	v	v/i	v	True	V6/v	V6/v, minor		V6/v, minor	v	v	1	1	2	2	2	1	True	True	False
