onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	62	2	D	0	8	4	1	2	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
8	2	50	2	D	0	8	4	2	1	True	3.0	0	1	1	1	1a	2	1/8	False	3	False				False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
10	2	52	4	E	0	8	4	2	1	True	3.5	0	1	1	1	1a	5/2	1/8	False	3	False				False	0	d.i{		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
12	2	53	-1	F	0	8	4	2	1	True	4.0	0	1	1	1	1a	3	1/8	False	3	True				False	1	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
14	2	55	1	G	0	8	4	2	1	True	4.5	0	1	1	1	1a	7/2	1/8	False	3	False				False	1	i6		d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-1	-1	-1	False	False	False
16	2	57	3	A	0	8	4	2	1	True	5.0	0	1	1	1	1a	4	1/8	False	3	True				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
16	8	60	0	C	0	8	4	1	2	True	5.0	0	1	1	1	1a	4	1/2	False	4	True				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	-2	-2	-2	True	False	False
18	2	52	4	E	0	8	4	2	1	True	5.5	0	1	1	1	1a	9/2	1/8	False	3	False				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	2	2	2	True	False	False
20	2	57	3	A	0	8	4	2	1	True	6.0	0	1	1	1	1a	5	1/8	False	3	False				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	1	1	1	True	True	True
22	1	55	1	G	0	8	4	2	1	True	6.5	0	1	1	1	1a	11/2	1/16	False	3	False				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	-1	-1	-1	False	False	False
23	1	53	-1	F	0	8	4	2	1	True	6.75	0	1	1	1	1a	23/4	1/16	False	3	False				False	2	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	2	2	2	-3	-3	-3	False	False	False
24	2	52	4	E	0	8	4	2	1	True	7.0	0	1	1	1	1a	6	1/8	False	3	True				False	3	ii	VII6	d	i		ii	ii					m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii	ii, minor		ii, minor		ii	2	2	2	2	2	2	True	True	True
24	8	67	1	G	0	8	4	1	2	True	7.0	0	1	1	1	1a	6	1/2	False	4	True				False	3	ii	VII6	d	i		ii	ii					m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii	ii, minor		ii, minor		ii	2	2	2	-1	-1	-1	True	False	False
26	2	53	-1	F	0	8	4	2	1	True	7.5	0	1	1	1	1a	13/2	1/8	False	3	False				False	3	ii	VII6	d	i		ii	ii					m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii	ii, minor		ii, minor		ii	2	2	2	-3	-3	-3	False	False	False
28	2	55	1	G	0	8	4	2	1	True	8.0	0	1	1	1	1a	7	1/8	False	3	False				False	3	ii	VII6	d	i		ii	ii					m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii	ii, minor		ii, minor		ii	2	2	2	-1	-1	-1	True	False	False
30	2	52	4	E	0	8	4	2	1	True	8.5	0	1	1	1	1a	15/2	1/8	False	3	False				False	3	ii	VII6	d	i		ii	ii					m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	ii		i	i	True	ii	ii, minor		ii, minor		ii	2	2	2	2	2	2	True	True	True
32	8	57	3	A	0	8	4	2	1	True	1.0	0	2	2	2	2a	8	1/2	False	3	True				False	4	III6		d	i		III6	III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	2	2	2	1	1	1	True	False	True
