onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	62	2	D	0	4	2	1	2	True	1.0	0	1	1	1	1a	0	2	True	4	True			{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	2	62	2	D	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	1/4	False	4	False				False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	4	69	3	A	0	4	2	1	1	True	2.0	0	1	1	1	1a	2	1/2	False	4	False				False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
6	2	60	0	C	0	4	2	2	1	True	2.5	0	1	1	1	1a	3	1/4	False	4	False				False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
8	2	58	-2	B	-1	4	2	2	1	True	3.0	0	1	1	1	1a	4	1/4	False	3	True				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-4	-4	-4	True	False	True
8	4	67	1	G	0	4	2	1	1	True	3.0	0	1	1	1	1a	4	1/2	False	4	True				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
10	2	57	3	A	0	4	2	2	1	True	3.5	0	1	1	1	1a	5	1/4	False	3	False				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	1	1	1	False	False	False
12	2	58	-2	B	-1	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/4	False	3	False				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-4	-4	-4	True	False	True
12	4	74	2	D	0	4	2	1	1	True	4.0	0	1	1	1	1a	6	1/2	False	5	False				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	0	0	0	True	False	False
14	1	57	3	A	0	4	2	2	1	True	4.5	0	1	1	1	1a	7	1/8	False	3	False				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	1	1	1	False	False	False
15	1	55	1	G	0	4	2	2	1	True	4.75	0	1	1	1	1a	15/2	1/8	False	3	False				False	1	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
16	8	54	6	F	1	4	2	2	1	True	1.0	0	2	2	2	2a	8	1	False	3	True				False	2	V6/iv	d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	4	4	5	True	False	True
16	16	62	2	D	0	4	2	1	2	False	1.0	0	2	2	2	2a	8	2	False	4	True				False	2	V6/iv	d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	0	0	1	True	True	False
16	4	74	2	D	0	4	2	1	1	False	1.0	0	2	2	2	2a	8	1/2	False	5	True				False	2	V6/iv	d	i		V6/iv	V		6		iv	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V6/iv	V6/iv, minor		V6/iv, minor	iv	iv	2	2	1	0	0	1	True	True	False
20	4	72	0	C	0	4	2	1	1	True	2.0	0	2	2	2	2a	10	1/2	False	5	True				False	3	V65/iv	d	i		V65/iv	V		65		iv	Mm7	True	True	(4, 1, -2, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V65/iv	V65/iv, minor		V65/iv, minor	iv	iv	2	2	1	-2	-2	-1	True	False	False
24	4	55	1	G	0	4	2	2	1	True	3.0	0	2	2	2	2a	12	1/2	False	3	True				False	4	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
24	4	70	-2	B	-1	4	2	1	1	True	3.0	0	2	2	2	2a	12	1/2	False	4	True				False	4	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-4	-4	-4	True	False	False
28	2	50	2	D	0	4	2	2	2	True	4.0	0	2	2	2	2a	14	1/4	False	3	True				False	5	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
28	2	53	-1	F	0	4	2	2	1	True	4.0	0	2	2	2	2a	14	1/4	False	3	True				False	5	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
28	4	69	3	A	0	4	2	1	1	True	4.0	0	2	2	2	2a	14	1/2	False	4	True				False	5	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
30	2	48	0	C	0	4	2	2	2	True	4.5	0	2	2	2	2a	15	1/4	False	3	False				False	5	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
30	2	52	4	E	0	4	2	2	1	True	4.5	0	2	2	2	2a	15	1/4	False	3	False				False	5	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	2	2	2	False	False	False
32	2	46	-2	B	-1	4	2	2	2	True	1.0	0	3	3	3	3a	16	1/4	False	2	True				False	6	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	-4	-4	-4	True	False	True
32	8	50	2	D	0	4	2	2	1	True	1.0	0	3	3	3	3a	16	1	False	3	True				False	6	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	0	0	0	True	False	False
32	16	62	2	D	0	4	2	1	2	False	1.0	0	3	3	3	3a	16	2	False	4	True				False	6	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	0	0	0	True	False	False
32	4	69	3	A	0	4	2	1	1	False	1.0	0	3	3	3	3a	16	1/2	False	4	True				False	6	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	1	1	1	True	False	False
34	2	45	3	A	0	4	2	2	2	True	1.5	0	3	3	3	3a	17	1/4	False	2	False				False	6	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	1	1	1	True	False	False
