onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	32	52	4	E	0	4	2	2	2	True	1.0	0	1	1	1	1a	0	2	True	3	True			{	False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	0	0	1	True	True	True
0	12	64	4	E	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	3/4	True	4	True			{	False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	0	0	1	True	True	True
0	16	68	8	G	1	4	2	1	2	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	4	4	5	True	False	False
0	8	71	5	B	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	1/2	True	4	True			{	False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	1	1	2	True	False	False
8	16	76	4	E	0	4	2	1	1	True	2.0	0	1	1	1	1a	2	1	False	5	False				False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	0	0	1	True	True	True
12	4	62	2	D	0	4	2	2	1	True	2.5	0	1	1	1	1a	3	1/4	False	4	False				False	0	e.V/iv{		e	i		V/iv	V				iv	M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V/iv, minor	iv	iv	4	4	3	-2	-2	-1	False	False	False
16	8	60	0	C	0	4	2	2	1	True	3.0	0	1	1	1	1a	4	1/2	False	4	True				False	1	V(6)/iv		e	i		V(6)/iv	V			6	iv	M	True	True	(0, 4, -4)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V(6)/iv, minor	iv	iv	4	4	3	-4	-4	-3	True	False	False
16	4	68	8	G	1	4	2	1	2	False	3.0	0	1	1	1	1a	4	1/4	False	4	True				False	1	V(6)/iv		e	i		V(6)/iv	V			6	iv	M	True	True	(0, 4, -4)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V(6)/iv, minor	iv	iv	4	4	3	4	4	5	True	False	False
20	8	69	3	A	0	4	2	1	2	True	3.5	0	1	1	1	1a	5	1/2	False	4	True				False	2	V(64)/iv		e	i		V(64)/iv	V			64	iv	M	True	True	(0, -1, -4)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V/iv	V/iv, minor		V(64)/iv, minor	iv	iv	4	4	3	-1	-1	0	True	False	False
24	8	59	5	B	0	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/2	False	3	True				False	3	V7(4)/iv		e	i		V7(4)/iv	V		7	4	iv	Mm7	True	True	(0, -1, 1, -2)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V7/iv	V7/iv, minor		V7(4)/iv, minor	iv	iv	4	4	3	1	1	2	True	False	False
