onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	32	50	2	D	0	4	2	2	2	True	1.0	0	1	1	1	1a	0	2	True	3	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	16	62	2	D	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	16	65	-1	F	0	4	2	1	2	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
0	8	69	3	A	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	1/2	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
8	2	69	3	A	0	4	2	1	1	False	2.0	0	1	1	1	1a	2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
10	2	67	1	G	0	4	2	1	1	True	2.25	0	1	1	1	1a	5/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-1	-1	-1	False	False	False
12	2	65	-1	F	0	4	2	1	1	True	2.5	0	1	1	1	1a	3	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
14	2	64	4	E	0	4	2	1	1	True	2.75	0	1	1	1	1a	7/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	2	2	2	False	False	False
16	8	57	3	A	0	4	2	2	1	True	3.0	0	1	1	1	1a	4	1/2	False	3	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
16	16	65	-1	F	0	4	2	1	1	True	3.0	0	1	1	1	1a	4	1	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
18	2	64	4	E	0	4	2	1	2	True	3.25	0	1	1	1	1a	9/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	2	2	2	False	False	False
20	2	62	2	D	0	4	2	1	2	True	3.5	0	1	1	1	1a	5	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
22	2	61	7	C	1	4	2	1	2	True	3.75	0	1	1	1	1a	11/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	5	5	5	False	False	False
24	2	57	3	A	0	4	2	2	1	False	4.0	0	1	1	1	1a	6	1/8	False	3	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
24	8	62	2	D	0	4	2	1	2	True	4.0	0	1	1	1	1a	6	1/2	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
26	2	60	0	C	0	4	2	2	1	True	4.25	0	1	1	1	1a	13/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-2	-2	-2	False	False	False
28	2	59	5	B	0	4	2	2	1	True	4.5	0	1	1	1	1a	7	1/8	False	3	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	3	3	3	False	False	False
30	2	57	3	A	0	4	2	2	1	True	4.75	0	1	1	1	1a	15/2	1/8	False	3	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
32	32	50	2	D	0	4	2	2	2	False	1.0	0	2	2	2	2a	8	2	False	3	True				False	1	VI6	d	i	i	VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor	i	VI6, minor		VI	2	2	2	0	0	0	True	False	True
32	8	58	-2	B	-1	4	2	2	1	True	1.0	0	2	2	2	2a	8	1/2	False	3	True				False	1	VI6	d	i	i	VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor	i	VI6, minor		VI	2	2	2	-4	-4	-4	True	True	False
