onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	8	69	3	A	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	d.V{	v{	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
4	6	57	3	A	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	3/4	False	3	False				False	0	d.V{	v{	d	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	2	2	2	1	1	1	True	True	True
8	8	70	-2	B	-1	4	2	1	1	True	3.0	0	1	1	1	1a	4	1	False	4	True				False	1	iv(2)		d	i		iv(2)	iv			2		m	True	True	(1, -4, 0)	()	-1	1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv(2), minor		iv	2	2	2	-4	-4	-4	True	False	False
10	1	55	1	G	0	4	2	2	1	True	3.5	0	1	1	1	1a	5	1/8	False	3	True				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
10	2	62	2	D	0	4	2	1	2	True	3.5	0	1	1	1	1a	5	1/4	False	4	True				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
11	1	53	-1	F	0	4	2	2	1	True	3.75	0	1	1	1	1a	11/2	1/8	False	3	False				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-3	-3	-3	False	False	False
12	4	55	1	G	0	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/2	False	3	False				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
12	2	62	2	D	0	4	2	1	2	True	4.0	0	1	1	1	1a	6	1/4	False	4	False				False	2	iv		d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
14	2	64	4	E	0	4	2	1	2	True	4.5	0	1	1	1	1a	7	1/4	False	4	True				False	3	iio6		d	i		iio6	ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	2	2	2	2	2	2	True	True	False
16	2	62	2	D	0	4	2	2	1	True	1.0	0	2	2	2	2a	8	1/4	False	4	True				False	4	i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
