onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	57	3	A	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	1/2	True	3	True			{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
2	4	50	2	D	0	4	2	2	2	True	1.5	0	1	1	1	1a	1	1/2	False	3	False				False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	2	59	5	B	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	1/4	False	3	True				False	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII	o	True	True	(0, -3, 3)	()	3	0	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio6/VII	viio6/VII, minor		viio6/VII, minor	VII	VII	2	2	0	3	3	5	True	True	False
6	2	52	4	E	0	4	2	2	2	True	2.5	0	1	1	1	1a	3	1/4	False	3	True				False	2	VII6	d	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	2	2	2	2	2	2	True	False	True
6	4	60	0	C	0	4	2	2	1	True	2.5	0	1	1	1	1a	3	1/2	False	4	True				False	2	VII6	d	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	2	2	2	-2	-2	-2	True	True	False
8	2	54	6	F	1	4	2	2	2	True	3.0	0	1	1	1	1a	4	1/4	False	3	True				False	3	viio/IV	d	i		viio/IV	vii	o			IV	o	True	True	(4, 1, -2)	()	4	4	minor	minor	i	i, minor	vii/IV	IV	IV/i	IV	False	viio/IV	viio/IV, minor		viio/IV, minor	IV	IV	2	2	1	4	4	5	True	True	True
10	4	55	1	G	0	4	2	2	2	True	3.5	0	1	1	1	1a	5	1/2	False	3	True				False	4	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	-1	-1	-1	True	True	True
10	2	59	5	B	0	4	2	2	1	True	3.5	0	1	1	1	1a	5	1/4	False	3	True				False	4	IV	d	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	2	2	2	3	3	3	True	False	False
12	4	57	3	A	0	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/2	False	3	True				False	5	V6(4)/IV	d	i		V6(4)/IV	V		6	4	IV	M	True	True	(-1, 1, 0)	()	0	-1	minor	minor	i	i, minor	V/IV	IV	IV/i	IV	False	V6/IV	V6/IV, minor		V6(4)/IV, minor	IV	IV	2	2	1	1	1	2	True	False	False
14	2	54	6	F	1	4	2	2	2	True	4.5	0	1	1	1	1a	7	1/4	False	3	True				False	6	V6/IV	d	i		V6/IV	V		6		IV	M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	V/IV	IV	IV/i	IV	False	V6/IV	V6/IV, minor		V6/IV, minor	IV	IV	2	2	1	4	4	5	True	False	True
