onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	50	2	D	0	4	4	2	2	True	1.0	0	1	1	1	1a	0	1	True	3	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	12	62	2	D	0	4	4	2	1	True	1.0	0	1	1	1	1a	0	3/4	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	0	0	0	True	True	True
0	8	65	-1	F	0	4	4	1	2	True	1.0	0	1	1	1	1a	0	1/2	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
0	16	69	3	A	0	4	4	1	1	True	1.0	0	1	1	1	1a	0	1	True	4	True			{	False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	1	1	1	True	False	False
8	2	65	-1	F	0	4	4	1	2	False	3.0	0	1	1	1	1a	2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	-3	-3	-3	True	False	False
10	2	64	4	E	0	4	4	1	2	True	3.5	0	1	1	1	1a	5/2	1/8	False	4	False				False	0	d.i[i{	d	i	i	i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	2	2	2	2	2	2	False	False	False
12	4	60	0	C	0	4	4	2	1	True	4.0	0	1	1	1	1a	3	1/4	False	4	True				False	1	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	-2	-2	-2	True	False	True
12	3	65	-1	F	0	4	4	1	2	True	4.0	0	1	1	1	1a	3	3/16	False	4	True				False	1	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	-3	-3	-3	True	True	False
15	1	67	1	G	0	4	4	1	2	True	4.75	0	1	1	1	1a	15/4	1/16	False	4	False				False	1	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	-1	-1	-1	False	False	False
16	16	50	2	D	0	4	4	2	2	False	1.0	0	2	2	2	2a	4	1	False	3	False				False	1	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	0	0	0	False	False	False
16	2	60	0	C	0	4	4	2	1	False	1.0	0	2	2	2	2a	4	1/8	False	4	False				False	1	III64	d	i	i	III64	III		64			M	True	True	(-2, -3, 1)	()	-3	-2	minor	minor	i	i, minor	III		i	i	True	III64	III64, minor	i	III64, minor		III	2	2	2	-2	-2	-2	True	False	True
