onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	74	2	D	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	2	True	5	True			{	False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
2	2	62	2	D	0	4	2	2	1	True	1.5	0	1	1	1	1a	1	1/4	False	4	False				False	0	d.i{	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
4	4	65	-1	F	0	4	2	2	1	True	2.0	0	1	1	1	1a	2	1/2	False	4	True				False	1	i6	d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	-3	-3	-3	True	False	True
4	4	69	3	A	0	4	2	1	2	True	2.0	0	1	1	1	1a	2	1/2	False	4	True				False	1	i6	d	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	2	2	2	1	1	1	True	False	False
8	6	62	2	D	0	4	2	2	1	True	3.0	0	1	1	1	1a	4	3/4	False	4	True				False	2	VI6	d	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	2	2	2	0	0	0	True	False	True
8	4	70	-2	B	-1	4	2	1	2	True	3.0	0	1	1	1	1a	4	1/2	False	4	True				False	2	VI6	d	i		VI6	VI		6			M	True	True	(0, -3, -4)	()	-4	0	minor	minor	i	i, minor	VI		i	i	True	VI6	VI6, minor		VI6, minor		VI	2	2	2	-4	-4	-4	True	True	False
12	4	69	3	A	0	4	2	1	2	True	4.0	0	1	1	1	1a	6	1/2	False	4	True				False	3	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	1	1	1	True	False	False
14	2	60	0	C	0	4	2	2	1	True	4.5	0	1	1	1	1a	7	1/4	False	4	False				False	3	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-2	-2	-2	False	False	False
16	6	58	-2	B	-1	4	2	2	1	True	1.0	0	2	2	2	2a	8	3/4	False	3	True				False	4	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	-4	-4	-4	True	False	True
16	4	69	3	A	0	4	2	1	2	False	1.0	0	2	2	2	2a	8	1/2	False	4	True				False	4	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	1	1	1	True	False	False
16	16	74	2	D	0	4	2	1	1	False	1.0	0	2	2	2	2a	8	2	False	5	True				False	4	iv6(2)	d	i		iv6(2)	iv		6	2		m	True	True	(-4, 0, 1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6(2), minor		iv	2	2	2	0	0	0	True	False	False
20	4	67	1	G	0	4	2	1	2	True	2.0	0	2	2	2	2a	10	1/2	False	4	True				False	5	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
22	1	57	3	A	0	4	2	2	1	True	2.5	0	2	2	2	2a	11	1/8	False	3	False				False	5	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	1	1	1	False	False	False
23	1	55	1	G	0	4	2	2	1	True	2.75	0	2	2	2	2a	23/2	1/8	False	3	False				False	5	iv6	d	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	2	2	2	-1	-1	-1	True	True	False
24	4	54	6	F	1	4	2	2	1	True	3.0	0	2	2	2	2a	12	1/2	False	3	True				False	6	I6	d	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	2	2	2	4	4	4	True	False	True
24	4	69	3	A	0	4	2	1	2	True	3.0	0	2	2	2	2a	12	1/2	False	4	True				False	6	I6	d	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	2	2	2	1	1	1	True	False	False
28	4	55	1	G	0	4	2	2	1	True	4.0	0	2	2	2	2a	14	1/2	False	3	True				False	7	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	-1	-1	-1	True	True	True
28	4	62	2	D	0	4	2	1	2	True	4.0	0	2	2	2	2a	14	1/2	False	4	True				False	7	iv	d	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	2	2	2	0	0	0	True	False	False
32	16	50	2	D	0	4	2	2	1	True	1.0	0	3	3	3	3a	16	2	False	3	True				False	8	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
32	4	65	-1	F	0	4	2	1	2	True	1.0	0	3	3	3	3a	16	1/2	False	4	True				False	8	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-3	-3	-3	True	False	False
32	16	74	2	D	0	4	2	1	1	False	1.0	0	3	3	3	3a	16	2	False	5	True				False	8	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	0	0	0	True	True	True
34	2	58	-2	B	-1	4	2	2	2	True	1.5	0	3	3	3	3a	17	1/4	False	3	False				False	8	i	d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	2	2	2	-4	-4	-4	False	False	False
36	2	57	3	A	0	4	2	2	2	True	2.0	0	3	3	3	3a	18	1/4	False	3	True				False	9	iv64	d	i		iv64	iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	2	2	2	1	1	1	False	False	False
36	4	67	1	G	0	4	2	1	2	True	2.0	0	3	3	3	3a	18	1/2	False	4	True				False	9	iv64	d	i		iv64	iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	2	2	2	-1	-1	-1	True	True	False
38	2	55	1	G	0	4	2	2	2	True	2.5	0	3	3	3	3a	19	1/4	False	3	False				False	9	iv64	d	i		iv64	iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	2	2	2	-1	-1	-1	True	True	False
40	2	54	6	F	1	4	2	2	2	True	3.0	0	3	3	3	3a	20	1/4	False	3	True				False	10	I	d	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	2	2	2	4	4	4	True	False	False
40	4	69	3	A	0	4	2	1	2	True	3.0	0	3	3	3	3a	20	1/2	False	4	True				False	10	I	d	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	2	2	2	1	1	1	True	False	False
42	4	57	3	A	0	4	2	2	2	True	3.5	0	3	3	3	3a	21	1/2	False	3	False				False	10	I	d	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	2	2	2	1	1	1	True	False	False
