onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	8	52	4	E	0	4	2	2	2	True	1.0	0	1	1	1	1a	0	1	True	3	True			{	False	0	a.v{	a	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	3	3	3	1	1	1	True	True	True
0	12	64	4	E	0	4	2	2	1	True	1.0	0	1	1	1	1a	0	3/2	True	4	True			{	False	0	a.v{	a	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	3	3	3	1	1	1	True	True	True
0	12	67	1	G	0	4	2	1	2	True	1.0	0	1	1	1	1a	0	3/2	True	4	True			{	False	0	a.v{	a	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	3	3	3	-2	-2	-2	True	False	False
0	16	71	5	B	0	4	2	1	1	True	1.0	0	1	1	1	1a	0	2	True	4	True			{	False	0	a.v{	a	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	3	3	3	2	2	2	True	False	False
8	8	59	5	B	0	4	2	2	2	True	3.0	0	1	1	1	1a	4	1	False	3	True				False	1	v(64)/v	a	i		v(64)/v	v			64	v	m	True	True	(2, 1, -2)	()	2	2	minor	minor	i	i, minor	v/v	v	v/i	v	True	v/v	v/v, minor		v(64)/v, minor	v	v	3	3	4	2	2	1	True	True	True
12	4	62	2	D	0	4	2	2	1	True	4.0	0	1	1	1	1a	6	1/2	False	4	True				False	2	v/v	a	i		v/v	v				v	m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	v/v	v	v/i	v	True	v/v	v/v, minor		v/v, minor	v	v	3	3	4	-1	-1	-2	True	False	False
12	4	66	6	F	1	4	2	1	2	True	4.0	0	1	1	1	1a	6	1/2	False	4	True				False	2	v/v	a	i		v/v	v				v	m	True	True	(2, -1, 3)	()	2	2	minor	minor	i	i, minor	v/v	v	v/i	v	True	v/v	v/v, minor		v/v, minor	v	v	3	3	4	3	3	2	True	False	False
16	4	59	5	B	0	4	2	2	2	False	1.0	0	2	2	2	2a	8	1/2	False	3	True				False	3	#vi2/v	a	i		#vi2/v	#vi		2		v	mm7	True	True	(2, 4, 1, 5)	()	4	2	minor	minor	i	i, minor	#vi/v	v	v/i	v	True	#vi2/v	#vi2/v, minor		#vi2/v, minor	v	v	3	3	4	2	2	1	True	False	True
16	4	64	4	E	0	4	2	2	1	True	1.0	0	2	2	2	2a	8	1/2	False	4	True				False	3	#vi2/v	a	i		#vi2/v	#vi		2		v	mm7	True	True	(2, 4, 1, 5)	()	4	2	minor	minor	i	i, minor	#vi/v	v	v/i	v	True	#vi2/v	#vi2/v, minor		#vi2/v, minor	v	v	3	3	4	1	1	0	True	False	False
16	4	68	8	G	1	4	2	1	2	True	1.0	0	2	2	2	2a	8	1/2	False	4	True				False	3	#vi2/v	a	i		#vi2/v	#vi		2		v	mm7	True	True	(2, 4, 1, 5)	()	4	2	minor	minor	i	i, minor	#vi/v	v	v/i	v	True	#vi2/v	#vi2/v, minor		#vi2/v, minor	v	v	3	3	4	5	5	4	True	False	False
16	8	73	7	C	1	4	2	1	1	True	1.0	0	2	2	2	2a	8	1	False	5	True				False	3	#vi2/v	a	i		#vi2/v	#vi		2		v	mm7	True	True	(2, 4, 1, 5)	()	4	2	minor	minor	i	i, minor	#vi/v	v	v/i	v	True	#vi2/v	#vi2/v, minor		#vi2/v, minor	v	v	3	3	4	4	4	3	True	True	False
20	4	57	3	A	0	4	2	2	2	True	2.0	0	2	2	2	2a	10	1/2	False	3	True				False	4	ii6/v	a	i		ii6/v	ii		6		v	m	True	True	(0, 4, 3)	()	3	0	minor	minor	i	i, minor	ii/v	v	v/i	v	True	ii6/v	ii6/v, minor		ii6/v, minor	v	v	3	3	4	0	0	-1	True	False	True
20	8	66	6	F	1	4	2	2	1	True	2.0	0	2	2	2	2a	10	1	False	4	True				False	4	ii6/v	a	i		ii6/v	ii		6		v	m	True	True	(0, 4, 3)	()	3	0	minor	minor	i	i, minor	ii/v	v	v/i	v	True	ii6/v	ii6/v, minor		ii6/v, minor	v	v	3	3	4	3	3	2	True	True	False
20	8	69	3	A	0	4	2	1	2	True	2.0	0	2	2	2	2a	10	1	False	4	True				False	4	ii6/v	a	i		ii6/v	ii		6		v	m	True	True	(0, 4, 3)	()	3	0	minor	minor	i	i, minor	ii/v	v	v/i	v	True	ii6/v	ii6/v, minor		ii6/v, minor	v	v	3	3	4	0	0	-1	True	False	True
24	8	59	5	B	0	4	2	2	2	True	3.0	0	2	2	2	2a	12	1	False	3	True				False	5	v7/v	a	i		v7/v	v		7		v	mm7	True	True	(2, -1, 3, 0)	()	2	2	minor	minor	i	i, minor	v/v	v	v/i	v	True	v7/v	v7/v, minor		v7/v, minor	v	v	3	3	4	2	2	1	True	True	True
24	8	74	2	D	0	4	2	1	1	True	3.0	0	2	2	2	2a	12	1	False	5	True				False	5	v7/v	a	i		v7/v	v		7		v	mm7	True	True	(2, -1, 3, 0)	()	2	2	minor	minor	i	i, minor	v/v	v	v/i	v	True	v7/v	v7/v, minor		v7/v, minor	v	v	3	3	4	-1	-1	-2	True	False	False
