onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
12	6	67	1	G	0	2	4	1	1	True	1.0	-3	2	1	2	1a	1	1/8	False	4	True				False	1		I		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
24	12	44	-4	A	-1	2	4	4	1	True	2.0	-3	2	1	2	1a	2	1/4	False	2	True				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	-1	-1	-1	True	True	True
24	12	56	-4	A	-1	2	4	3	1	True	2.0	-3	2	1	2	1a	2	1/4	False	3	True				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	-1	-1	-1	True	True	True
24	12	60	0	C	0	2	4	2	1	True	2.0	-3	2	1	2	1a	2	1/4	False	4	True				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
24	12	63	-3	E	-1	2	4	2	1	True	2.0	-3	2	1	2	1a	2	1/4	False	4	True				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	0	0	0	True	False	False
24	9	75	-3	E	-1	2	4	1	1	True	2.0	-3	2	1	2	1a	2	3/16	False	5	True				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	0	0	0	True	False	False
33	3	74	2	D	0	2	4	1	1	True	2.75	-3	2	1	2	1a	11/4	1/16	False	5	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	5	5	5	False	False	False
36	6	44	-4	A	-1	2	4	4	1	False	1.0	-3	3	2	3	2a	3	1/8	False	2	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	-1	-1	-1	True	True	True
36	6	56	-4	A	-1	2	4	3	1	False	1.0	-3	3	2	3	2a	3	1/8	False	3	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	-1	-1	-1	True	True	True
36	6	60	0	C	0	2	4	2	1	False	1.0	-3	3	2	3	2a	3	1/8	False	4	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
36	6	63	-3	E	-1	2	4	2	1	False	1.0	-3	3	2	3	2a	3	1/8	False	4	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	0	0	0	True	False	False
36	6	72	0	C	0	2	4	1	1	True	1.0	-3	3	2	3	2a	3	1/8	False	5	False				False	2		IV		Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
48	12	53	-1	F	0	2	4	4	1	True	2.0	-3	3	2	3	2a	4	1/4	False	3	True				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	2	2	2	True	True	True
48	12	60	0	C	0	2	4	3	1	True	2.0	-3	3	2	3	2a	4	1/4	False	4	True				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	3	3	3	True	False	False
48	12	68	-4	A	-1	2	4	2	1	True	2.0	-3	3	2	3	2a	4	1/4	False	4	True				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	-1	-1	-1	True	False	False
48	9	72	0	C	0	2	4	1	1	True	2.0	-3	3	2	3	2a	4	3/16	False	5	True				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	3	3	3	True	False	False
57	3	70	-2	B	-1	2	4	1	1	True	2.75	-3	3	2	3	2a	19/4	1/16	False	4	False				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	1	1	1	False	False	False
60	6	53	-1	F	0	2	4	4	1	False	1.0	-3	4	3	4	3a	5	1/8	False	3	False				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	2	2	2	True	True	True
60	6	60	0	C	0	2	4	3	1	False	1.0	-3	4	3	4	3a	5	1/8	False	4	False				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	3	3	3	True	False	False
60	6	68	-4	A	-1	2	4	1	1	True	1.0	-3	4	3	4	3a	5	1/8	False	4	False				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	-1	-1	-1	True	False	False
60	6	68	-4	A	-1	2	4	2	1	False	1.0	-3	4	3	4	3a	5	1/8	False	4	False				False	3		ii		Eb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-3	-3	-3	-1	-1	-1	True	False	False
72	12	50	2	D	0	2	4	4	1	True	2.0	-3	4	3	4	3a	6	1/4	False	3	True				False	4		V65		Eb	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-3	-3	-3	5	5	5	True	False	True
72	12	53	-1	F	0	2	4	3	1	True	2.0	-3	4	3	4	3a	6	1/4	False	3	True				False	4		V65		Eb	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-3	-3	-3	2	2	2	True	False	False
72	12	58	-2	B	-1	2	4	2	1	True	2.0	-3	4	3	4	3a	6	1/4	False	3	True				False	4		V65		Eb	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-3	-3	-3	1	1	1	True	True	False
72	9	68	-4	A	-1	2	4	1	1	True	2.0	-3	4	3	4	3a	6	3/16	False	4	True				False	4		V65		Eb	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-3	-3	-3	-1	-1	-1	True	False	False
81	3	67	1	G	0	2	4	1	1	True	2.75	-3	4	3	4	3a	27/4	1/16	False	4	False				False	4		V65		Eb	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	-3	-3	-3	4	4	4	False	False	False
84	6	50	2	D	0	2	4	4	1	False	1.0	-3	5	4	5	4a	7	1/8	False	3	True				False	5		V6		Eb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	5	5	5	True	False	True
84	6	53	-1	F	0	2	4	3	1	False	1.0	-3	5	4	5	4a	7	1/8	False	3	True				False	5		V6		Eb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	2	2	2	True	False	False
84	6	58	-2	B	-1	2	4	2	1	True	1.0	-3	5	4	5	4a	7	1/8	False	3	True				False	5		V6		Eb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	1	1	1	True	True	False
84	6	65	-1	F	0	2	4	1	1	True	1.0	-3	5	4	5	4a	7	1/8	False	4	True				False	5		V6		Eb	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-3	-3	-3	2	2	2	True	False	False
96	12	46	-2	B	-1	2	4	4	1	True	2.0	-3	5	4	5	4a	8	1/4	False	2	True				False	6		V7		Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	1	1	1	True	True	True
96	12	53	-1	F	0	2	4	3	1	True	2.0	-3	5	4	5	4a	8	1/4	False	3	True				False	6		V7		Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	2	2	2	True	False	False
96	12	62	2	D	0	2	4	2	1	True	2.0	-3	5	4	5	4a	8	1/4	False	4	True				False	6		V7		Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	5	5	5	True	False	False
96	9	68	-4	A	-1	2	4	1	1	True	2.0	-3	5	4	5	4a	8	3/16	False	4	True				False	6		V7		Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	-1	-1	-1	True	False	False
105	3	67	1	G	0	2	4	1	1	True	2.75	-3	5	4	5	4a	35/4	1/16	False	4	False				False	6		V7		Eb	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	-3	-3	-3	4	4	4	False	False	False
108	6	46	-2	B	-1	2	4	4	1	False	1.0	-3	6	5	6	5a	9	1/8	False	2	True				False	7		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	1	1	1	True	True	True
108	6	53	-1	F	0	2	4	3	1	False	1.0	-3	6	5	6	5a	9	1/8	False	3	True				False	7		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	2	2	2	True	False	False
108	6	62	2	D	0	2	4	2	1	False	1.0	-3	6	5	6	5a	9	1/8	False	4	True				False	7		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	5	5	5	True	False	False
108	6	65	-1	F	0	2	4	1	1	True	1.0	-3	6	5	6	5a	9	1/8	False	4	True				False	7		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-3	-3	-3	2	2	2	True	False	False
120	12	55	1	G	0	2	4	4	1	True	2.0	-3	6	5	6	5a	10	1/4	False	3	True				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	4	4	4	True	False	True
120	12	58	-2	B	-1	2	4	3	1	True	2.0	-3	6	5	6	5a	10	1/4	False	3	True				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	1	1	1	True	False	False
120	12	63	-3	E	-1	2	4	2	1	True	2.0	-3	6	5	6	5a	10	1/4	False	4	True				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	0	0	0	True	True	False
120	9	70	-2	B	-1	2	4	1	1	True	2.0	-3	6	5	6	5a	10	3/16	False	4	True				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	1	1	1	True	False	False
129	3	68	-4	A	-1	2	4	1	1	True	2.75	-3	6	5	6	5a	43/4	1/16	False	4	False				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	-1	-1	-1	False	False	False
132	6	55	1	G	0	2	4	4	1	False	1.0	-3	7	6	7	6a	11	1/8	False	3	False				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	4	4	4	True	False	True
132	6	58	-2	B	-1	2	4	3	1	False	1.0	-3	7	6	7	6a	11	1/8	False	3	False				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	1	1	1	True	False	False
132	6	63	-3	E	-1	2	4	2	1	False	1.0	-3	7	6	7	6a	11	1/8	False	4	False				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	0	0	0	True	True	False
132	6	67	1	G	0	2	4	1	1	True	1.0	-3	7	6	7	6a	11	1/8	False	4	False				False	8		I6		Eb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-3	-3	-3	4	4	4	True	False	True
144	9	51	-3	E	-1	2	4	4	1	True	2.0	-3	7	6	7	6a	12	3/16	False	3	True				False	9		I		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	0	0	0	True	True	True
144	9	55	1	G	0	2	4	3	1	True	2.0	-3	7	6	7	6a	12	3/16	False	3	True				False	9		I		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
144	9	67	1	G	0	2	4	2	1	True	2.0	-3	7	6	7	6a	12	3/16	False	4	True				False	9		I		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	4	4	4	True	False	False
144	9	70	-2	B	-1	2	4	1	1	True	2.0	-3	7	6	7	6a	12	3/16	False	4	True				False	9		I		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-3	-3	-3	1	1	1	True	False	False
153	3	50	2	D	0	2	4	4	1	True	2.75	-3	7	6	7	6a	51/4	1/16	False	3	True				False	10		#viio6/vi		Eb	I		#viio6/vi		#vii	o	6		vi	o	False	False	(5, 2, 8)	()	8	5	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio6/vi	#viio6/vi, major		#viio6/vi, major	vi	vi	-3	-3	0	5	5	2	True	False	True
153	3	65	-1	F	0	2	4	2	1	True	2.75	-3	7	6	7	6a	51/4	1/16	False	4	True				False	10		#viio6/vi		Eb	I		#viio6/vi		#vii	o	6		vi	o	False	False	(5, 2, 8)	()	8	5	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio6/vi	#viio6/vi, major		#viio6/vi, major	vi	vi	-3	-3	0	2	2	-1	True	False	False
153	3	67	1	G	0	2	4	3	1	True	2.75	-3	7	6	7	6a	51/4	1/16	False	4	True				False	10		#viio6/vi		Eb	I		#viio6/vi		#vii	o	6		vi	o	False	False	(5, 2, 8)	()	8	5	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio6/vi	#viio6/vi, major		#viio6/vi, major	vi	vi	-3	-3	0	4	4	1	False	False	False
153	3	71	5	B	0	2	4	1	1	True	2.75	-3	7	6	7	6a	51/4	1/16	False	4	True				False	10		#viio6/vi		Eb	I		#viio6/vi		#vii	o	6		vi	o	False	False	(5, 2, 8)	()	8	5	major	major	I	I, major	#vii/vi	vi	vi/I	vi	True	#viio6/vi	#viio6/vi, major		#viio6/vi, major	vi	vi	-3	-3	0	8	8	5	True	True	False
156	6	48	0	C	0	2	4	4	1	True	1.0	-3	8	7	8	7a	13	1/8	False	3	True				False	11		vi.i		Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	3	0	0	True	True	True
156	6	63	-3	E	-1	2	4	2	1	True	1.0	-3	8	7	8	7a	13	1/8	False	4	True				False	11		vi.i		Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	0	-3	-3	True	False	False
156	6	67	1	G	0	2	4	3	1	True	1.0	-3	8	7	8	7a	13	1/8	False	4	True				False	11		vi.i		Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	4	1	1	True	False	False
156	6	72	0	C	0	2	4	1	1	True	1.0	-3	8	7	8	7a	13	1/8	False	5	True				False	11		vi.i		Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	3	0	0	True	True	True
162	6	46	-2	B	-1	2	4	4	1	True	1.5	-3	8	7	8	7a	27/2	1/8	False	2	True				False	12		v6		Eb	vi		v6		v		6			m	False	True	(-2, 2, 1)	()	1	-2	major	minor	vi	vi, major	v		vi	vi	True	v6	v6, minor		v6, minor		v	-3	0	0	1	-2	-2	True	False	True
162	6	55	1	G	0	2	4	3	1	True	1.5	-3	8	7	8	7a	27/2	1/8	False	3	True				False	12		v6		Eb	vi		v6		v		6			m	False	True	(-2, 2, 1)	()	1	-2	major	minor	vi	vi, major	v		vi	vi	True	v6	v6, minor		v6, minor		v	-3	0	0	4	1	1	True	True	False
162	6	62	2	D	0	2	4	2	1	True	1.5	-3	8	7	8	7a	27/2	1/8	False	4	True				False	12		v6		Eb	vi		v6		v		6			m	False	True	(-2, 2, 1)	()	1	-2	major	minor	vi	vi, major	v		vi	vi	True	v6	v6, minor		v6, minor		v	-3	0	0	5	2	2	True	False	False
162	6	74	2	D	0	2	4	1	1	True	1.5	-3	8	7	8	7a	27/2	1/8	False	5	True				False	12		v6		Eb	vi		v6		v		6			m	False	True	(-2, 2, 1)	()	1	-2	major	minor	vi	vi, major	v		vi	vi	True	v6	v6, minor		v6, minor		v	-3	0	0	5	2	2	True	False	False
168	6	44	-4	A	-1	2	4	4	1	True	2.0	-3	8	7	8	7a	14	1/8	False	2	True				False	13		VI		Eb	vi		VI		VI					M	False	True	(-4, 0, -3)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VI	VI, minor		VI, minor		VI	-3	0	0	-1	-4	-4	True	True	True
168	6	60	0	C	0	2	4	2	1	True	2.0	-3	8	7	8	7a	14	1/8	False	4	True				False	13		VI		Eb	vi		VI		VI					M	False	True	(-4, 0, -3)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VI	VI, minor		VI, minor		VI	-3	0	0	3	0	0	True	False	False
168	6	60	0	C	0	2	4	3	1	True	2.0	-3	8	7	8	7a	14	1/8	False	4	True				False	13		VI		Eb	vi		VI		VI					M	False	True	(-4, 0, -3)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VI	VI, minor		VI, minor		VI	-3	0	0	3	0	0	True	False	False
168	6	75	-3	E	-1	2	4	1	1	True	2.0	-3	8	7	8	7a	14	1/8	False	5	True				False	13		VI		Eb	vi		VI		VI					M	False	True	(-4, 0, -3)	()	-4	-4	major	minor	vi	vi, major	VI		vi	vi	True	VI	VI, minor		VI, minor		VI	-3	0	0	0	-3	-3	True	False	False
174	6	44	-4	A	-1	2	4	4	1	True	2.5	-3	8	7	8	7a	29/2	1/8	False	2	True				False	14		iv6		Eb	vi		iv6		iv		6			m	False	True	(-4, 0, -1)	()	-1	-4	major	minor	vi	vi, major	iv		vi	vi	True	iv6	iv6, minor		iv6, minor		iv	-3	0	0	-1	-4	-4	True	False	True
174	6	60	0	C	0	2	4	2	1	True	2.5	-3	8	7	8	7a	29/2	1/8	False	4	True				False	14		iv6		Eb	vi		iv6		iv		6			m	False	True	(-4, 0, -1)	()	-1	-4	major	minor	vi	vi, major	iv		vi	vi	True	iv6	iv6, minor		iv6, minor		iv	-3	0	0	3	0	0	True	False	False
174	6	72	0	C	0	2	4	3	1	True	2.5	-3	8	7	8	7a	29/2	1/8	False	5	True				False	14		iv6		Eb	vi		iv6		iv		6			m	False	True	(-4, 0, -1)	()	-1	-4	major	minor	vi	vi, major	iv		vi	vi	True	iv6	iv6, minor		iv6, minor		iv	-3	0	0	3	0	0	True	False	False
174	6	77	-1	F	0	2	4	1	1	True	2.5	-3	8	7	8	7a	29/2	1/8	False	5	True				False	14		iv6		Eb	vi		iv6		iv		6			m	False	True	(-4, 0, -1)	()	-1	-4	major	minor	vi	vi, major	iv		vi	vi	True	iv6	iv6, minor		iv6, minor		iv	-3	0	0	2	-1	-1	True	True	False
180	6	43	1	G	0	2	4	4	1	True	1.0	-3	9	8	9	8a	15	1/8	False	2	True			\\	True	15		V\\		Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
180	6	55	1	G	0	2	4	2	1	True	1.0	-3	9	8	9	8a	15	1/8	False	3	True			\\	True	15		V\\		Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
180	6	67	1	G	0	2	4	2	1	True	1.0	-3	9	8	9	8a	15	1/8	False	4	True			\\	True	15		V\\		Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
180	6	71	5	B	0	2	4	3	1	True	1.0	-3	9	8	9	8a	15	1/8	False	4	True			\\	True	15		V\\		Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	8	5	5	True	False	False
