onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
54	3	62	2	D	0	3	4	2	1	True	1.5	1	3	2	3	2a	9/2	1/16	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
57	3	67	1	G	0	3	4	2	1	True	1.75	1	3	2	3	2a	19/4	1/16	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
60	12	55	1	G	0	3	4	4	1	True	2.0	1	3	2	3	2a	5	1/4	False	3	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
60	12	62	2	D	0	3	4	3	1	True	2.0	1	3	2	3	2a	5	1/4	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
60	6	71	5	B	0	3	4	2	1	True	2.0	1	3	2	3	2a	5	1/8	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
72	6	71	5	B	0	3	4	1	1	True	3.0	1	3	2	3	2a	6	1/8	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
78	3	71	5	B	0	3	4	1	1	True	3.5	1	3	2	3	2a	13/2	1/16	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
81	3	67	1	G	0	3	4	1	1	True	3.75	1	3	2	3	2a	27/4	1/16	False	4	False				False	0		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
84	6	66	6	F	1	3	4	1	1	True	1.0	1	4	3	4	3a	7	1/8	False	4	True				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	5	5	5	True	False	False
90	3	73	7	C	1	3	4	1	1	True	1.5	1	4	3	4	3a	15/2	1/16	False	5	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	6	6	6	False	False	False
93	3	74	2	D	0	3	4	1	1	True	1.75	1	4	3	4	3a	31/4	1/16	False	5	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	1	1	1	True	True	False
96	12	57	3	A	0	3	4	4	1	True	2.0	1	4	3	4	3a	8	1/4	False	3	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	2	2	2	True	False	True
96	12	62	2	D	0	3	4	3	1	True	2.0	1	4	3	4	3a	8	1/4	False	4	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	1	1	1	True	True	False
96	6	66	6	F	1	3	4	1	1	True	2.0	1	4	3	4	3a	8	1/8	False	4	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	5	5	5	True	False	False
96	12	72	0	C	0	3	4	2	1	True	2.0	1	4	3	4	3a	8	1/4	False	5	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	-1	-1	-1	True	False	False
102	3	73	7	C	1	3	4	1	1	True	2.5	1	4	3	4	3a	17/2	1/16	False	5	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	6	6	6	False	False	False
105	3	74	2	D	0	3	4	1	1	True	2.75	1	4	3	4	3a	35/4	1/16	False	5	False				False	1		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	1	1	1	True	True	False
108	12	55	1	G	0	3	4	4	1	True	3.0	1	4	3	4	3a	9	1/4	False	3	True				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
108	12	62	2	D	0	3	4	3	1	True	3.0	1	4	3	4	3a	9	1/4	False	4	True				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
108	6	67	1	G	0	3	4	1	1	True	3.0	1	4	3	4	3a	9	1/8	False	4	True				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
108	12	71	5	B	0	3	4	2	1	True	3.0	1	4	3	4	3a	9	1/4	False	4	True				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
114	3	73	7	C	1	3	4	1	1	True	3.5	1	4	3	4	3a	19/2	1/16	False	5	False				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	6	6	6	False	False	False
117	3	74	2	D	0	3	4	1	1	True	3.75	1	4	3	4	3a	39/4	1/16	False	5	False				False	2		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
120	12	54	6	F	1	3	4	4	1	True	1.0	1	5	4	5	4a	10	1/4	False	3	True				False	3		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
120	12	62	2	D	0	3	4	3	1	True	1.0	1	5	4	5	4a	10	1/4	False	4	True				False	3		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
120	12	69	3	A	0	3	4	1	1	True	1.0	1	5	4	5	4a	10	1/4	False	4	True				False	3		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
120	12	69	3	A	0	3	4	2	1	True	1.0	1	5	4	5	4a	10	1/4	False	4	True				False	3		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
132	12	50	2	D	0	3	4	4	1	True	2.0	1	5	4	5	4a	11	1/4	False	3	True				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
132	12	62	2	D	0	3	4	3	1	True	2.0	1	5	4	5	4a	11	1/4	False	4	True				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
132	12	66	6	F	1	3	4	2	1	True	2.0	1	5	4	5	4a	11	1/4	False	4	True				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
144	6	81	3	A	0	3	4	1	1	True	3.0	1	5	4	5	4a	12	1/8	False	5	False				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
150	3	81	3	A	0	3	4	1	1	True	3.5	1	5	4	5	4a	25/2	1/16	False	5	False				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
153	3	78	6	F	1	3	4	1	1	True	3.75	1	5	4	5	4a	51/4	1/16	False	5	False				False	4		V	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
156	12	84	0	C	0	3	4	1	1	True	1.0	1	6	5	6	5a	13	1/4	False	6	True				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	-1	-1	-1	True	False	False
162	3	57	3	A	0	3	4	2	1	True	1.5	1	6	5	6	5a	27/2	1/16	False	3	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	2	2	2	True	False	False
165	3	60	0	C	0	3	4	2	1	True	1.75	1	6	5	6	5a	55/4	1/16	False	4	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	-1	-1	-1	True	False	False
168	12	50	2	D	0	3	4	4	1	True	2.0	1	6	5	6	5a	14	1/4	False	3	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
168	12	60	0	C	0	3	4	3	1	True	2.0	1	6	5	6	5a	14	1/4	False	4	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	-1	-1	-1	True	False	False
168	6	66	6	F	1	3	4	2	1	True	2.0	1	6	5	6	5a	14	1/8	False	4	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	5	5	5	True	False	False
180	6	81	3	A	0	3	4	1	1	True	3.0	1	6	5	6	5a	15	1/8	False	5	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	2	2	2	True	False	False
186	3	81	3	A	0	3	4	1	1	True	3.5	1	6	5	6	5a	31/2	1/16	False	5	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	2	2	2	True	False	False
189	3	78	6	F	1	3	4	1	1	True	3.75	1	6	5	6	5a	63/4	1/16	False	5	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	5	5	5	True	False	False
192	12	72	0	C	0	3	4	1	1	True	1.0	1	7	6	7	6a	16	1/4	False	5	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	-1	-1	-1	True	False	False
198	3	62	2	D	0	3	4	2	1	True	1.5	1	7	6	7	6a	33/2	1/16	False	4	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
201	3	66	6	F	1	3	4	2	1	True	1.75	1	7	6	7	6a	67/4	1/16	False	4	False				False	5		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	5	5	5	True	False	False
204	12	54	6	F	1	3	4	4	1	True	2.0	1	7	6	7	6a	17	1/4	False	3	True				False	6		V65	G	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	5	5	5	True	False	True
204	12	62	2	D	0	3	4	3	1	True	2.0	1	7	6	7	6a	17	1/4	False	4	True				False	6		V65	G	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	1	1	1	True	True	False
204	6	69	3	A	0	3	4	2	1	True	2.0	1	7	6	7	6a	17	1/8	False	4	True				False	6		V65	G	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	2	2	2	True	False	False
210	3	74	2	D	0	3	4	1	1	True	2.5	1	7	6	7	6a	35/2	1/16	False	5	False				False	6		V65	G	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	1	1	1	True	True	False
213	3	72	0	C	0	3	4	1	1	True	2.75	1	7	6	7	6a	71/4	1/16	False	5	False				False	6		V65	G	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	1	1	1	-1	-1	-1	True	False	False
216	12	55	1	G	0	3	4	4	1	True	3.0	1	7	6	7	6a	18	1/4	False	3	True				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
216	12	62	2	D	0	3	4	3	1	True	3.0	1	7	6	7	6a	18	1/4	False	4	True				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
216	12	67	1	G	0	3	4	2	1	True	3.0	1	7	6	7	6a	18	1/4	False	4	True				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
216	6	71	5	B	0	3	4	1	1	True	3.0	1	7	6	7	6a	18	1/8	False	4	True				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
222	3	78	6	F	1	3	4	1	1	True	3.5	1	7	6	7	6a	37/2	1/16	False	5	False				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
225	3	79	1	G	0	3	4	1	1	True	3.75	1	7	6	7	6a	75/4	1/16	False	5	False				False	7		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
228	12	69	3	A	0	3	4	1	1	True	1.0	1	8	7	8	7a	19	1/4	False	4	True				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	2	2	2	True	True	False
234	3	57	3	A	0	3	4	2	1	True	1.5	1	8	7	8	7a	39/2	1/16	False	3	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	2	2	2	True	True	False
237	3	60	0	C	0	3	4	2	1	True	1.75	1	8	7	8	7a	79/4	1/16	False	4	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	-1	-1	-1	True	False	True
240	12	48	0	C	0	3	4	4	1	True	2.0	1	8	7	8	7a	20	1/4	False	3	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	-1	-1	-1	True	False	True
240	12	60	0	C	0	3	4	3	1	True	2.0	1	8	7	8	7a	20	1/4	False	4	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	-1	-1	-1	True	False	True
240	6	64	4	E	0	3	4	2	1	True	2.0	1	8	7	8	7a	20	1/8	False	4	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	3	3	3	True	False	False
246	3	75	9	D	1	3	4	1	1	True	2.5	1	8	7	8	7a	41/2	1/16	False	5	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	8	8	8	False	False	False
249	3	76	4	E	0	3	4	1	1	True	2.75	1	8	7	8	7a	83/4	1/16	False	5	False				False	8		ii6	G	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	1	1	1	3	3	3	True	False	False
252	12	50	2	D	0	3	4	4	1	True	3.0	1	8	7	8	7a	21	1/4	False	3	True				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
252	12	57	3	A	0	3	4	3	1	True	3.0	1	8	7	8	7a	21	1/4	False	3	True				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	2	2	2	True	False	False
252	12	60	0	C	0	3	4	2	1	True	3.0	1	8	7	8	7a	21	1/4	False	4	True				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	-1	-1	-1	True	False	False
252	6	66	6	F	1	3	4	1	1	True	3.0	1	8	7	8	7a	21	1/8	False	4	True				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	5	5	5	True	False	False
258	3	73	7	C	1	3	4	1	1	True	3.5	1	8	7	8	7a	43/2	1/16	False	5	False				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	6	6	6	False	False	False
261	3	74	2	D	0	3	4	1	1	True	3.75	1	8	7	8	7a	87/4	1/16	False	5	False				False	9		V7	G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
264	12	55	1	G	0	3	4	3	1	True	1.0	1	9	8	9	8a	22	1/4	False	3	False			\\	True	10		I\\	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
264	12	55	1	G	0	3	4	4	1	True	1.0	1	9	8	9	8a	22	1/4	False	3	False			\\	True	10		I\\	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
264	12	59	5	B	0	3	4	2	1	True	1.0	1	9	8	9	8a	22	1/4	False	3	False			\\	True	10		I\\	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
264	12	67	1	G	0	3	4	1	1	True	1.0	1	9	8	9	8a	22	1/4	False	4	False			\\	True	10		I\\	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
276	12	43	1	G	0	3	4	4	1	True	2.0	1	9	8	9	8a	23	1/4	False	2	False				False	10		I\\	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
288	6	74	2	D	0	3	4	1	1	True	3.0	1	1	0	10	8a	24	1/8	True	5	True				False	11		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
294	3	74	2	D	0	3	4	1	1	True	3.5	1	1	0	10	8a	49/2	1/16	False	5	False				False	11		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
297	3	71	5	B	0	3	4	1	1	True	3.75	1	1	0	10	8a	99/4	1/16	False	4	False				False	11		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
300	12	79	1	G	0	3	4	1	1	True	1.0	1	2	1	11	1b	25	1/4	False	5	False				False	11		G.I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
