onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
10	1	76	4	E	0	2	2	1	1	True	2.75	3	2	1	2	1a	5	1/8	False	5	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
11	2	57	3	A	0	2	2	4	1	False	1.0	3	3	2	3	2a	11/2	1/4	False	3	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
11	4	61	7	C	1	2	2	3	1	False	1.0	3	3	2	3	2a	11/2	1/2	False	4	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
11	4	81	3	A	0	2	2	1	1	True	1.0	3	3	2	3	2a	11/2	1/2	False	5	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
12	1	64	4	E	0	2	2	2	1	True	1.25	3	3	2	3	2a	6	1/8	False	4	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
13	2	52	4	E	0	2	2	4	1	True	1.5	3	3	2	3	2a	13/2	1/4	False	3	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
13	1	66	6	F	1	2	2	2	1	True	1.5	3	3	2	3	2a	13/2	1/8	False	4	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	3	3	3	False	False	False
14	1	64	4	E	0	2	2	2	1	True	1.75	3	3	2	3	2a	7	1/8	False	4	False				False	2		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
15	2	49	7	C	1	2	2	4	1	True	2.0	3	3	2	3	2a	15/2	1/4	False	3	True				False	3		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
15	2	64	4	E	0	2	2	3	1	True	2.0	3	3	2	3	2a	15/2	1/4	False	4	True				False	3		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
15	2	69	3	A	0	2	2	2	1	True	2.0	3	3	2	3	2a	15/2	1/4	False	4	True				False	3		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
15	1	81	3	A	0	2	2	1	1	False	2.0	3	3	2	3	2a	15/2	1/8	False	5	True				False	3		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
16	1	85	7	C	1	2	2	1	1	True	2.25	3	3	2	3	2a	8	1/8	False	6	False				False	3		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
17	2	45	3	A	0	2	2	4	1	True	2.5	3	3	2	3	2a	17/2	1/4	False	2	True				False	4		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
17	2	61	7	C	1	2	2	3	1	True	2.5	3	3	2	3	2a	17/2	1/4	False	4	True				False	4		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
17	2	73	7	C	1	2	2	2	1	True	2.5	3	3	2	3	2a	17/2	1/4	False	5	True				False	4		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
17	1	83	5	B	0	2	2	1	1	True	2.5	3	3	2	3	2a	17/2	1/8	False	5	True				False	4		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
18	1	81	3	A	0	2	2	1	1	True	2.75	3	3	2	3	2a	9	1/8	False	5	False				False	4		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
19	4	40	4	E	0	2	2	4	1	True	1.0	3	4	3	4	3a	19/2	1/2	False	2	True				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
19	3	59	5	B	0	2	2	3	1	True	1.0	3	4	3	4	3a	19/2	3/8	False	3	True				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
19	3	74	2	D	0	2	2	2	1	True	1.0	3	4	3	4	3a	19/2	3/8	False	5	True				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
19	1	81	3	A	0	2	2	1	1	True	1.0	3	4	3	4	3a	19/2	1/8	False	5	True				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	0	0	0	False	False	False
20	1	80	8	G	1	2	2	1	1	True	1.25	3	4	3	4	3a	10	1/8	False	5	False				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
21	1	78	6	F	1	2	2	1	1	True	1.5	3	4	3	4	3a	21/2	1/8	False	5	False				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	3	3	3	False	False	False
22	1	62	2	D	0	2	2	3	1	True	1.75	3	4	3	4	3a	11	1/8	False	4	False				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
22	1	71	5	B	0	2	2	2	1	True	1.75	3	4	3	4	3a	11	1/8	False	4	False				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
22	1	80	8	G	1	2	2	1	1	True	1.75	3	4	3	4	3a	11	1/8	False	5	False				False	5		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
23	4	45	3	A	0	2	2	4	1	True	2.0	3	4	3	4	3a	23/2	1/2	False	2	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
23	3	57	3	A	0	2	2	3	1	True	2.0	3	4	3	4	3a	23/2	3/8	False	3	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
23	3	73	7	C	1	2	2	2	1	True	2.0	3	4	3	4	3a	23/2	3/8	False	5	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
23	1	81	3	A	0	2	2	1	1	True	2.0	3	4	3	4	3a	23/2	1/8	False	5	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
24	1	85	7	C	1	2	2	1	1	True	2.25	3	4	3	4	3a	12	1/8	False	6	False				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
25	1	83	5	B	0	2	2	1	1	True	2.5	3	4	3	4	3a	25/2	1/8	False	5	False				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
26	1	61	7	C	1	2	2	3	1	True	2.75	3	4	3	4	3a	13	1/8	False	4	False				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
26	1	69	3	A	0	2	2	2	1	True	2.75	3	4	3	4	3a	13	1/8	False	4	False				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
26	1	81	3	A	0	2	2	1	1	True	2.75	3	4	3	4	3a	13	1/8	False	5	False				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
27	4	40	4	E	0	2	2	4	1	True	1.0	3	5	4	5	4a	27/2	1/2	False	2	True				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	1	1	1	True	True	True
27	3	59	5	B	0	2	2	3	1	True	1.0	3	5	4	5	4a	27/2	3/8	False	3	True				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
27	3	74	2	D	0	2	2	2	1	True	1.0	3	5	4	5	4a	27/2	3/8	False	5	True				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
27	1	81	3	A	0	2	2	1	1	True	1.0	3	5	4	5	4a	27/2	1/8	False	5	True				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	0	0	0	False	False	False
28	1	80	8	G	1	2	2	1	1	True	1.25	3	5	4	5	4a	14	1/8	False	5	False				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
29	1	78	6	F	1	2	2	1	1	True	1.5	3	5	4	5	4a	29/2	1/8	False	5	False				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	3	3	3	False	False	False
30	1	62	2	D	0	2	2	3	1	True	1.75	3	5	4	5	4a	15	1/8	False	4	False				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
30	1	71	5	B	0	2	2	2	1	True	1.75	3	5	4	5	4a	15	1/8	False	4	False				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
30	1	80	8	G	1	2	2	1	1	True	1.75	3	5	4	5	4a	15	1/8	False	5	False				False	7		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
31	4	45	3	A	0	2	2	4	1	True	2.0	3	5	4	5	4a	31/2	1/2	False	2	True				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
31	3	57	3	A	0	2	2	3	1	True	2.0	3	5	4	5	4a	31/2	3/8	False	3	True				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
31	3	73	7	C	1	2	2	2	1	True	2.0	3	5	4	5	4a	31/2	3/8	False	5	True				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
31	1	81	3	A	0	2	2	1	1	True	2.0	3	5	4	5	4a	31/2	1/8	False	5	True				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
32	1	85	7	C	1	2	2	1	1	True	2.25	3	5	4	5	4a	16	1/8	False	6	False				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
33	1	83	5	B	0	2	2	1	1	True	2.5	3	5	4	5	4a	33/2	1/8	False	5	False				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
34	1	61	7	C	1	2	2	3	1	True	2.75	3	5	4	5	4a	17	1/8	False	4	False				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
34	1	69	3	A	0	2	2	2	1	True	2.75	3	5	4	5	4a	17	1/8	False	4	False				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
34	1	81	3	A	0	2	2	1	1	True	2.75	3	5	4	5	4a	17	1/8	False	5	False				False	8		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
35	2	40	4	E	0	2	2	4	1	True	1.0	3	6	5	6	5a	35/2	1/4	False	2	True				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
35	2	59	5	B	0	2	2	3	1	True	1.0	3	6	5	6	5a	35/2	1/4	False	3	True				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	2	2	2	True	False	False
35	2	68	8	G	1	2	2	2	1	True	1.0	3	6	5	6	5a	35/2	1/4	False	4	True				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
35	1	81	3	A	0	2	2	1	1	True	1.0	3	6	5	6	5a	35/2	1/8	False	5	True				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	0	0	0	False	False	False
36	1	80	8	G	1	2	2	1	1	True	1.25	3	6	5	6	5a	18	1/8	False	5	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
37	2	52	4	E	0	2	2	4	1	True	1.5	3	6	5	6	5a	37/2	1/4	False	3	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
37	2	59	5	B	0	2	2	3	1	True	1.5	3	6	5	6	5a	37/2	1/4	False	3	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	2	2	2	True	False	False
37	2	68	8	G	1	2	2	2	1	True	1.5	3	6	5	6	5a	37/2	1/4	False	4	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
37	1	78	6	F	1	2	2	1	1	True	1.5	3	6	5	6	5a	37/2	1/8	False	5	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	3	3	3	False	False	False
38	1	76	4	E	0	2	2	1	1	True	1.75	3	6	5	6	5a	19	1/8	False	5	False				False	9		V	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
39	2	47	5	B	0	2	2	4	1	True	2.0	3	6	5	6	5a	39/2	1/4	False	2	True				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	2	2	1	True	True	True
39	2	59	5	B	0	2	2	3	1	True	2.0	3	6	5	6	5a	39/2	1/4	False	3	True				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	2	2	1	True	True	True
39	2	69	3	A	0	2	2	2	1	True	2.0	3	6	5	6	5a	39/2	1/4	False	4	True				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	0	0	-1	True	False	False
39	1	75	9	D	1	2	2	1	1	True	2.0	3	6	5	6	5a	39/2	1/8	False	5	True				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	6	6	5	True	False	False
40	1	76	4	E	0	2	2	1	1	True	2.25	3	6	5	6	5a	20	1/8	False	5	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	1	1	0	False	False	False
41	2	47	5	B	0	2	2	4	1	True	2.5	3	6	5	6	5a	41/2	1/4	False	2	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	2	2	1	True	True	True
41	2	59	5	B	0	2	2	3	1	True	2.5	3	6	5	6	5a	41/2	1/4	False	3	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	2	2	1	True	True	True
41	2	69	3	A	0	2	2	2	1	True	2.5	3	6	5	6	5a	41/2	1/4	False	4	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	0	0	-1	True	False	False
41	1	78	6	F	1	2	2	1	1	True	2.5	3	6	5	6	5a	41/2	1/8	False	5	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	3	3	2	True	False	False
42	1	80	8	G	1	2	2	1	1	True	2.75	3	6	5	6	5a	21	1/8	False	5	False				False	10		V7/V	A	I		V7/V	V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	3	3	4	5	5	4	False	False	False
43	4	52	4	E	0	2	2	4	1	True	1.0	3	7	6	7	6a	43/2	1/2	False	3	True			\\	True	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
43	4	59	5	B	0	2	2	3	1	True	1.0	3	7	6	7	6a	43/2	1/2	False	3	True			\\	True	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	2	2	2	True	False	False
43	4	68	8	G	1	2	2	2	1	True	1.0	3	7	6	7	6a	43/2	1/2	False	4	True			\\	True	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
43	4	76	4	E	0	2	2	1	1	True	1.0	3	7	6	7	6a	43/2	1/2	False	5	True			\\	True	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
47	1	52	4	E	0	2	2	4	1	False	2.0	3	7	6	7	6a	47/2	1/8	False	3	False				False	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
47	1	59	5	B	0	2	2	3	1	False	2.0	3	7	6	7	6a	47/2	1/8	False	3	False				False	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	2	2	2	True	False	False
47	1	68	8	G	1	2	2	2	1	False	2.0	3	7	6	7	6a	47/2	1/8	False	4	False				False	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
47	1	76	4	E	0	2	2	1	1	False	2.0	3	7	6	7	6a	47/2	1/8	False	5	False				False	11		V\\	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
