onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
2.0	2.0	1.0	59	5	B	0.0	2.0	2	3	4	3.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	1	False	True			{	False	0	b.i{	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
2.0	2.0	1.0	59	5	B	0.0	2.0	2	3	4	4.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	1	False	True			{	False	0	b.i{	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
2.0	2.0	1.0	74	2	D	0.0	2.0	2	3	4	2.0	1.0	1/4	True		1.0	1.0	1.0	1a	5	1	False	True			{	False	0	b.i{	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	-3	-3	-3	True	False	False
2.0	2.0	1.0	78	6	F	1.0	2.0	2	3	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	5	1	False	True			{	False	0	b.i{	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	1	1	1	True	False	False
4.0	2.0	2.0	58	10	A	1.0	3.0	3	3	4	3.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	2	False	True				False	1	V6	b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	5	5	5	5	5	5	True	False	True
4.0	2.0	2.0	58	10	A	1.0	3.0	3	3	4	4.0	1.0	1/4	True		1.0	1.0	1.0	1a	3	2	False	True				False	1	V6	b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	5	5	5	5	5	5	True	False	True
4.0	2.0	2.0	73	7	C	1.0	3.0	3	3	4	2.0	1.0	1/4	True		1.0	1.0	1.0	1a	5	2	False	True				False	1	V6	b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	5	5	5	2	2	2	True	False	False
4.0	2.0	2.0	78	6	F	1.0	3.0	3	3	4	1.0	1.0	1/4	True		1.0	1.0	1.0	1a	5	2	False	True				False	1	V6	b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	5	5	5	1	1	1	True	True	False
6.0	4.0	3.0	59	5	B	0.0	1.0	1	3	4	3.0	1.0	1/2	True	2	2.0	2.0	2.0	2a	3	3	False	True				False	2	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
6.0	4.0	3.0	59	5	B	0.0	1.0	1	3	4	4.0	1.0	1/2	True	2	2.0	2.0	2.0	2a	3	3	False	True				False	2	i	b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	5	5	5	0	0	0	True	True	True
