onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
2.0	2.0	0.333	73	7	C	1.0	1.333	0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	1/2	False	False				False																																											
4.0	2.0	0.667	69	3	A	0.0	1.667	0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	1	False	False				False																																											
6.0	2.0	1.0	74	2	D	0.0	2.0	2	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	3/2	False	True				False	1	ii6		A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	3	3	3	-1	-1	-1	True	False	True
8.0	2.0	1.333	71	5	B	0.0	2.333	0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	4	2	False	False				False	1	ii6		A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	3	3	3	2	2	2	True	True	False
10.0	2.0	1.667	76	4	E	0.0	2.667	0	6	8	1.0	1.0	1/8	True		1.0	1.0	1.0	1a	5	5/2	False	True				False	2	V		A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	1	1	1	True	True	True
12.0	2.0	2.0	69	3	A	0.0	1.0	1	6	8	1.0	1.0	1/8	True	2	2.0	2.0	2.0	2a	4	3	False	True				False	3	I		A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
14.0	6.0	2.333	81	3	A	0.0	1.333	0	6	8	1.0	1.0	3/8	True	2	2.0	2.0	2.0	2a	5	7/2	False	False				False	3	I		A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
20.0	4.0	3.333	80	8	G	1.0	2.333	0	6	8	1.0	1.0	1/4	True	2	2.0	2.0	2.0	2a	5	5	False	True				False	5	V		A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	3	3	3	5	5	5	True	False	False
24.0	2.0	4.0	81	3	A	0.0	1.0	1	6	8	1.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	5	6	False	False				False	6	I		A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
26.0	2.0	4.333	73	7	C	1.0	1.333	0	6	8	1.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	5	13/2	False	False				False	6	I		A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
28.0	2.0	4.667	69	3	A	0.0	1.667	0	6	8	1.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	4	7	False	False				False	6	I		A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
