onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	4.0	0.0	52	4	E	0.0	1.0	1	3	4	3.0	1.0	1/4	True	1	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
0.0	4.0	0.0	52	4	E	0.0	1.0	1	3	4	4.0	1.0	1/4	True	1	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
0.0	2.0	0.0	64	4	E	0.0	1.0	1	3	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	0	True	True			{	False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
2.0	1.0	0.5	67	1	G	0.0	1.5	0	3	4	1.0	1.0	1/16	True	1	1.0	1.0	1.0	1a	4	1/2	False	False				False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
3.0	1.0	0.75	66	6	F	1.0	1.75	0	3	4	1.0	1.0	1/16	True	1	1.0	1.0	1.0	1a	4	3/4	False	False				False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	2	2	2	False	False	False
4.0	2.0	1.0	64	4	E	0.0	2.0	2	3	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	1	False	False				False	0	e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
6.0	2.0	1.5	50	2	D	0.0	2.5	0	3	4	3.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	3/2	False	True				False	1	v6	e	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	4	4	4	-2	-2	-2	True	False	True
6.0	2.0	1.5	50	2	D	0.0	2.5	0	3	4	4.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	3/2	False	True				False	1	v6	e	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	4	4	4	-2	-2	-2	True	False	True
6.0	2.0	1.5	71	5	B	0.0	2.5	0	3	4	1.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	4	3/2	False	True				False	1	v6	e	i		v6	v		6			m	True	True	(-2, 2, 1)	()	1	-2	minor	minor	i	i, minor	v		i	i	True	v6	v6, minor		v6, minor		v	4	4	4	1	1	1	True	True	False
8.0	2.0	2.0	48	0	C	0.0	3.0	3	3	4	3.0	1.0	1/8	True	1	1.0	1.0	1.0	1a	3	2	False	True				False	2	iv6	e	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	4	4	4	-4	-4	-4	True	False	True
