onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	60.0	0.0	52	4	E	0.0	1.0	1	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	0	True	True			{	False	0	a.V7{		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	1	1	1	True	True	True
60.0	60.0	0.25	47	5	B	0.0	1.25	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	2	1/4	False	False				False	0	a.V7{		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	2	2	2	True	False	False
120.0	60.0	0.5	50	2	D	0.0	1.5	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	1/2	False	False				False	0	a.V7{		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	-1	-1	-1	True	False	False
180.0	60.0	0.75	52	4	E	0.0	1.75	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	3/4	False	False				False	0	a.V7{		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	1	1	1	True	True	True
180.0	60.0	0.75	56	8	G	1.0	1.75	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	3/4	False	False				False	0	a.V7{		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	5	5	5	True	False	False
240.0	60.0	1.0	53	-1	F	0.0	2.0	2	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	1	False	True				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	-4	-4	-4	True	False	True
240.0	60.0	1.0	59	5	B	0.0	2.0	2	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	1	False	True				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	2	2	2	False	False	False
300.0	60.0	1.25	58	10	A	1.0	2.25	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	5/4	False	False				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	7	7	7	True	False	False
360.0	60.0	1.5	61	7	C	1.0	2.5	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	3/2	False	False				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	4	4	4	True	False	False
420.0	60.0	1.75	59	5	B	0.0	2.75	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	3	7/4	False	False				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	2	2	2	False	False	False
420.0	60.0	1.75	64	4	E	0.0	2.75	0	2	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	7/4	False	False				False	1	V7(#6#42)		a	i		V7(#6#42)		V		7	#6#42		Mm7	True	True	(-4, 5, 7, 4)	()	1	-4	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#6#42), minor		V	3	3	3	1	1	1	False	True	False
480.0	60.0	2.0	62	2	D	0.0	1.0	1	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	2	False	True				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	-1	-1	-1	True	False	False
480.0	60.0	2.0	67	1	G	0.0	1.0	1	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	2	False	True				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	-2	-2	-2	False	False	False
540.0	60.0	2.25	61	7	C	1.0	1.25	0	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	9/4	False	False				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	4	4	4	False	False	False
600.0	60.0	2.5	64	4	E	0.0	1.5	0	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	5/2	False	False				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	1	1	1	True	True	True
660.0	60.0	2.75	62	2	D	0.0	1.75	0	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	11/4	False	False				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	-1	-1	-1	True	False	False
660.0	60.0	2.75	68	8	G	1.0	1.75	0	2	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	11/4	False	False				False	2	V7		a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	3	3	3	5	5	5	True	False	False
