onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
732.0	12.0	61.0	65	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	16.0	16.0	16.0	16a	4	61	False	True				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	2	-1	-1	True	False	False
732.0	12.0	61.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	16.0	16.0	16.0	16a	4	61	False	True				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
738.0	6.0	61.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	16.0	16.0	16.0	16a	2	123/2	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
738.0	6.0	61.5	60	0	C	0.0	4	4	1.0	2.0	1/8	True	-3	16.0	16.0	16.0	16a	4	123/2	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	3	0	0	False	False	False
744.0	6.0	62.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	16.0	16.0	16.0	16a	2	62	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	3	0	0	False	False	False
744.0	6.0	62.0	59	5	B	0.0	4	4	1.0	2.0	1/8	True	-3	16.0	16.0	16.0	16a	3	62	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	8	5	5	True	False	False
750.0	6.0	62.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	16.0	16.0	16.0	16a	2	125/2	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
756.0	6.0	63.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	16.0	16.0	16.0	16a	3	63	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	3	0	0	False	False	False
756.0	12.0	63.0	55	1	G	0.0	4	4	1.0	2.0	1/4	True	-3	16.0	16.0	16.0	16a	3	63	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
756.0	12.0	63.0	65	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	16.0	16.0	16.0	16a	4	63	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	2	-1	-1	True	False	False
756.0	12.0	63.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	16.0	16.0	16.0	16a	4	63	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
762.0	6.0	63.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	16.0	16.0	16.0	16a	2	127/2	False	False				False	38	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
768.0	6.0	64.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	64	False	True				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
768.0	6.0	64.0	60	0	C	0.0	4	4	1.0	2.0	1/8	True	-3	17.0	17.0	17.0	17a	4	64	False	True				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
774.0	6.0	64.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	129/2	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
780.0	6.0	65.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	3	65	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
780.0	12.0	65.0	60	0	C	0.0	4	4	1.0	2.0	1/4	True	-3	17.0	17.0	17.0	17a	4	65	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
780.0	12.0	65.0	63	-3	E	-1.0	4	4	1.0	1.0	1/4	True	-3	17.0	17.0	17.0	17a	4	65	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
780.0	12.0	65.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	17.0	17.0	17.0	17a	4	65	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
786.0	6.0	65.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	131/2	False	False				False	39	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
792.0	6.0	66.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	66	False	True				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	3	0	0	False	False	False
792.0	6.0	66.0	57	3	A	0.0	4	4	1.0	2.0	1/8	True	-3	17.0	17.0	17.0	17a	3	66	False	True				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	6	3	3	False	False	False
798.0	6.0	66.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	133/2	False	False				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	4	1	1	True	True	True
804.0	6.0	67.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	3	67	False	False				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	3	0	0	False	False	False
804.0	6.0	67.0	57	3	A	0.0	4	4	1.0	2.0	1/8	True	-3	17.0	17.0	17.0	17a	3	67	False	False				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	6	3	3	False	False	False
804.0	12.0	67.0	65	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	17.0	17.0	17.0	17a	4	67	False	False				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	2	-1	-1	True	False	False
804.0	12.0	67.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	17.0	17.0	17.0	17a	4	67	False	False				False	40	V7(#9)	Eb	vi	i	V7(#9)		V		7	#9		Mm7	False	True	(1, 5, 2, -1)	(3,)	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7(#9), minor		V	-3	0	0	4	1	1	True	True	True
810.0	6.0	67.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	17.0	17.0	17.0	17a	2	135/2	False	True				False	41	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	4	1	1	True	True	True
810.0	6.0	67.5	59	5	B	0.0	4	4	1.0	2.0	1/8	True	-3	17.0	17.0	17.0	17a	3	135/2	False	True				False	41	V7	Eb	vi	i	V7		V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor	i	V7, minor		V	-3	0	0	8	5	5	True	False	False
816.0	6.0	68.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	68	False	True			}	True	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
816.0	6.0	68.0	60	0	C	0.0	4	4	1.0	2.0	1/8	True	-3	18.0	18.0	18.0	18a	4	68	False	True			}	True	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
822.0	6.0	68.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	137/2	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
828.0	6.0	69.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	3	69	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
828.0	12.0	69.0	60	0	C	0.0	4	4	1.0	1.0	1/4	True	-3	18.0	18.0	18.0	18a	4	69	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
828.0	12.0	69.0	63	-3	E	-1.0	4	4	1.0	1.0	1/4	True	-3	18.0	18.0	18.0	18a	4	69	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
828.0	12.0	69.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	18.0	18.0	18.0	18a	4	69	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
834.0	6.0	69.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	139/2	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
840.0	6.0	70.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	70	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
840.0	6.0	70.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	4	70	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
840.0	6.0	70.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	5	70	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
840.0	6.0	70.0	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	5	70	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
840.0	6.0	70.0	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	5	70	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
846.0	6.0	70.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	141/2	False	False				False	42	i}	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
852.0	6.0	71.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	3	71	False	False			{	False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
852.0	12.0	71.0	55	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	18.0	18.0	18.0	18a	3	71	False	False			{	False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
852.0	12.0	71.0	67	1	G	0.0	4	4	1.0	1.0	1/4	True	-3	18.0	18.0	18.0	18a	4	71	False	False			{	False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
858.0	6.0	71.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	18.0	18.0	18.0	18a	2	143/2	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
864.0	6.0	72.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	2	72	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
864.0	6.0	72.0	60	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	72	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
864.0	6.0	72.0	63	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	72	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
864.0	6.0	72.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	72	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
864.0	6.0	72.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	5	72	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
870.0	6.0	72.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	2	145/2	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
876.0	6.0	73.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	3	73	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
876.0	12.0	73.0	60	0	C	0.0	4	4	1.0	1.0	1/4	True	-3	19.0	19.0	19.0	19a	4	73	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
876.0	12.0	73.0	72	0	C	0.0	4	4	1.0	1.0	1/4	True	-3	19.0	19.0	19.0	19a	5	73	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
882.0	6.0	73.5	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	3	147/2	False	False				False	43	{	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True		, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
888.0	6.0	74.0	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	3	74	False	True				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	4	1	1	True	True	True
888.0	6.0	74.0	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	74	False	True				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	5	2	2	True	False	False
888.0	6.0	74.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	74	False	True				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	4	1	1	True	True	True
888.0	6.0	74.0	71	5	B	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	4	74	False	True				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	8	5	5	True	False	False
888.0	6.0	74.0	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	5	74	False	True				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	5	2	2	True	False	False
894.0	6.0	74.5	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	3	149/2	False	False				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	3	0	0	False	False	False
900.0	6.0	75.0	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	2	75	False	False				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	4	1	1	True	True	True
900.0	12.0	75.0	62	2	D	0.0	4	4	1.0	1.0	1/4	True	-3	19.0	19.0	19.0	19a	4	75	False	False				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	5	2	2	True	False	False
900.0	12.0	75.0	74	2	D	0.0	4	4	1.0	1.0	1/4	True	-3	19.0	19.0	19.0	19a	5	75	False	False				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	5	2	2	True	False	False
906.0	6.0	75.5	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	19.0	19.0	19.0	19a	2	151/2	False	False				False	44	V	Eb	vi	i	V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor	i	V, minor		V	-3	0	0	3	0	0	False	False	False
912.0	6.0	76.0	36	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	2	76	False	True				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
912.0	6.0	76.0	63	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	4	76	False	True				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
912.0	6.0	76.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	4	76	False	True				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
912.0	6.0	76.0	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	5	76	False	True				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
912.0	6.0	76.0	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	5	76	False	True				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	0	-3	-3	True	False	False
918.0	6.0	76.5	43	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	2	153/2	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
924.0	6.0	77.0	48	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	3	77	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
924.0	6.0	77.0	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	4	77	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	5	2	2	False	False	False
924.0	6.0	77.0	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	5	77	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	5	2	2	False	False	False
930.0	6.0	77.5	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	3	155/2	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	4	1	1	True	False	False
930.0	6.0	77.5	60	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	4	155/2	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
930.0	6.0	77.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	20.0	20.0	20.0	20a	5	155/2	False	False				False	45	i	Eb	vi	i	i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor	i	i, minor		i	-3	0	0	3	0	0	True	True	True
