onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
20.0	1.0	10.0	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	10	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
21.0	1.0	10.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	21/2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
22.0	2.0	11.0	45	3	A	0.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	2	11	False	True				False	1	#viio6		g	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	1	1	1	2	2	2	True	False	True
22.0	1.0	11.0	78	6	F	1.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	11	False	True				False	1	#viio6		g	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	1	1	1	5	5	5	True	True	False
23.0	1.0	11.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	23/2	False	False				False	1	#viio6		g	i		#viio6	#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	1	1	1	0	0	0	False	False	False
24.0	2.0	12.0	46	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-2	4.0	4.0	4.0	4a	2	12	False	True				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	-3	-3	-3	True	False	True
24.0	4.0	12.0	74	2	D	0.0	4	4	1.0	1.0	1/2	True	-2	4.0	4.0	4.0	4a	5	12	False	True				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
26.0	2.0	13.0	55	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	4.0	4.0	4.0	4a	3	13	False	False				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
28.0	2.0	14.0	62	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	4.0	4.0	4.0	4a	4	14	False	False				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
28.0	2.0	14.0	67	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	4.0	4.0	4.0	4a	4	14	False	False				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	0	0	0	True	True	False
29.0	1.0	14.5	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	5	29/2	False	False				False	2	i6		g	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	1	1	1	1	1	1	True	False	False
30.0	2.0	15.0	48	0	C	0.0	4	4	2.0	1.0	1/4	True	-2	4.0	4.0	4.0	4a	3	15	False	True				False	3	ii%65		g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
30.0	2.0	15.0	63	-3	E	-1.0	4	4	1.0	2.0	1/4	True	-2	4.0	4.0	4.0	4a	4	15	False	True				False	3	ii%65		g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-4	-4	-4	True	False	False
30.0	2.0	15.0	67	1	G	0.0	4	4	1.0	2.0	1/4	True	-2	4.0	4.0	4.0	4a	4	15	False	True				False	3	ii%65		g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	0	0	0	True	False	False
30.0	1.0	15.0	69	3	A	0.0	4	4	1.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	4	15	False	True				False	3	ii%65		g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	2	2	2	True	True	False
31.0	1.0	15.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-2	4.0	4.0	4.0	4a	5	31/2	False	False				False	3	ii%65		g	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	1	1	1	-1	-1	-1	True	False	True
32.0	1.0	16.0	50	2	D	0.0	4	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	3	16	False	True				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
32.0	1.0	16.0	50	2	D	0.0	4	4	2.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	3	16	False	True				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
32.0	1.0	16.0	62	2	D	0.0	4	4	1.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	4	16	False	True				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
32.0	1.0	16.0	67	1	G	0.0	4	4	1.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	4	16	False	True				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	0	0	0	True	False	False
32.0	1.0	16.0	70	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	16	False	True				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-3	-3	-3	True	False	False
33.0	1.0	16.5	63	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	33/2	False	False				False	4	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-4	-4	-4	False	False	False
34.0	1.0	17.0	55	1	G	0.0	4	4	2.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	3	17	False	True				False	5	V(9#764)		g	i		V(9#764)	V			9#764		M	True	True	(1, 0, -3)	(-4, 6)	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(9#764), minor		V	1	1	1	0	0	0	True	False	False
34.0	1.0	17.0	58	-2	B	-1.0	4	4	2.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	3	17	False	True				False	5	V(9#764)		g	i		V(9#764)	V			9#764		M	True	True	(1, 0, -3)	(-4, 6)	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(9#764), minor		V	1	1	1	-3	-3	-3	True	False	False
34.0	1.0	17.0	61	7	C	1.0	4	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	17	False	True				False	5	V(9#764)		g	i		V(9#764)	V			9#764		M	True	True	(1, 0, -3)	(-4, 6)	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(9#764), minor		V	1	1	1	6	6	6	False	False	False
35.0	1.0	17.5	63	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	35/2	False	False				False	5	V(9#764)		g	i		V(9#764)	V			9#764		M	True	True	(1, 0, -3)	(-4, 6)	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(9#764), minor		V	1	1	1	-4	-4	-4	False	False	False
36.0	1.0	18.0	55	1	G	0.0	4	4	2.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	3	18	False	True				False	6	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	0	0	0	True	False	False
36.0	1.0	18.0	58	-2	B	-1.0	4	4	2.0	2.0	1/8	True	-2	5.0	5.0	5.0	5a	3	18	False	True				False	6	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-3	-3	-3	True	False	False
36.0	1.0	18.0	62	2	D	0.0	4	4	2.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	18	False	True				False	6	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	1	1	1	True	True	True
37.0	1.0	18.5	70	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	37/2	False	False				False	6	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	-3	-3	-3	True	False	False
38.0	2.0	19.0	50	2	D	0.0	4	4	2.0	2.0	1/4	True	-2	5.0	5.0	5.0	5a	3	19	False	True				False	7	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	1	1	1	True	True	True
38.0	2.0	19.0	60	0	C	0.0	4	4	1.0	2.0	1/4	True	-2	5.0	5.0	5.0	5a	4	19	False	True				False	7	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-1	-1	-1	True	False	False
38.0	1.0	19.0	66	6	F	1.0	4	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	19	False	True				False	7	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	5	5	5	True	False	False
39.0	1.0	19.5	69	3	A	0.0	4	4	1.0	1.0	1/8	True	-2	5.0	5.0	5.0	5a	4	39/2	False	False				False	7	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	2	2	2	True	False	False
40.0	8.0	20.0	43	1	G	0.0	4	4	2.0	2.0	1	True	-2	6.0	6.0	6.0	6a	2	20	False	True	PAC	PAC	}	True	8	i|PAC}		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
40.0	4.0	20.0	58	-2	B	-1.0	4	4	1.0	2.0	1/2	True	-2	6.0	6.0	6.0	6a	3	20	False	True	PAC	PAC	}	True	8	i|PAC}		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
40.0	4.0	20.0	67	1	G	0.0	4	4	1.0	1.0	1/2	True	-2	6.0	6.0	6.0	6a	4	20	False	True	PAC	PAC	}	True	8	i|PAC}		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
41.0	1.0	20.5	51	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	3	41/2	False	False				False	8	i|PAC}		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-4	-4	-4	False	False	False
42.0	1.0	21.0	49	7	C	1.0	4	4	2.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	3	21	False	True				False	9	i(6#4)		g	i		i(6#4)	i			6#4		m	True	True	(0, -3, 6, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6#4), minor		i	1	1	1	6	6	6	True	False	False
43.0	1.0	21.5	51	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	3	43/2	False	False				False	9	i(6#4)		g	i		i(6#4)	i			6#4		m	True	True	(0, -3, 6, -4)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(6#4), minor		i	1	1	1	-4	-4	-4	True	False	False
44.0	4.0	22.0	50	2	D	0.0	4	4	2.0	1.0	1/2	True	-2	6.0	6.0	6.0	6a	3	22	False	True				False	10	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
45.0	1.0	22.5	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	45/2	False	False			{	False	11	{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	1	1	1	1	1	1	True	False	False
46.0	2.0	23.0	60	0	C	0.0	4	4	1.0	2.0	1/4	True	-2	6.0	6.0	6.0	6a	4	23	False	True				False	12	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	-1	-1	-1	True	False	False
46.0	1.0	23.0	64	4	E	0.0	4	4	1.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	23	False	True				False	12	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	3	3	3	False	False	False
47.0	1.0	23.5	66	6	F	1.0	4	4	1.0	1.0	1/8	True	-2	6.0	6.0	6.0	6a	4	47/2	False	False				False	12	V7		g	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	1	1	1	5	5	5	True	False	False
48.0	2.0	24.0	43	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	2	24	False	True				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
48.0	1.0	24.0	58	-2	B	-1.0	4	4	1.0	2.0	1/8	True	-2	7.0	7.0	7.0	7a	3	24	False	True				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
48.0	1.0	24.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	24	False	True				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
49.0	1.0	24.5	69	3	A	0.0	4	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	49/2	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
50.0	2.0	25.0	50	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	3	25	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
50.0	1.0	25.0	70	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	4	25	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
51.0	1.0	25.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	5	51/2	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-1	-1	-1	False	False	False
52.0	2.0	26.0	55	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	3	26	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
52.0	2.0	26.0	58	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	3	26	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
52.0	2.0	26.0	62	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	7.0	7.0	7.0	7a	4	26	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
52.0	1.0	26.0	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	7.0	7.0	7.0	7a	5	26	False	False				False	13	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
