onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	2.0	0.0	43	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	1.0	1.0	1.0	1a	2	0	True	True			{	False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
2.0	2.0	1.0	50	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	1.0	1.0	1.0	1a	3	1	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
4.0	4.0	2.0	55	1	G	0.0	4	4	2.0	1.0	1/2	True	-2	1.0	1.0	1.0	1a	3	2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
4.0	4.0	2.0	58	-2	B	-1.0	4	4	2.0	1.0	1/2	True	-2	1.0	1.0	1.0	1a	3	2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
4.0	4.0	2.0	62	2	D	0.0	4	4	2.0	1.0	1/2	True	-2	1.0	1.0	1.0	1a	4	2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
8.0	2.0	4.0	43	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	2.0	2.0	2.0	2a	2	4	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
10.0	2.0	5.0	50	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	2.0	2.0	2.0	2a	3	5	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
12.0	4.0	6.0	55	1	G	0.0	4	4	2.0	1.0	1/2	True	-2	2.0	2.0	2.0	2a	3	6	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
12.0	4.0	6.0	58	-2	B	-1.0	4	4	2.0	1.0	1/2	True	-2	2.0	2.0	2.0	2a	3	6	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
12.0	4.0	6.0	62	2	D	0.0	4	4	2.0	1.0	1/2	True	-2	2.0	2.0	2.0	2a	4	6	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
13.0	1.0	6.5	62	2	D	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	4	13/2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
14.0	1.0	7.0	64	4	E	0.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	4	7	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	3	3	3	False	False	False
15.0	1.0	7.5	66	6	F	1.0	4	4	1.0	1.0	1/8	True	-2	2.0	2.0	2.0	2a	4	15/2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	5	5	5	False	False	False
16.0	2.0	8.0	43	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	2	8	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
16.0	1.0	8.0	67	1	G	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	8	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
17.0	1.0	8.5	69	3	A	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	17/2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
18.0	2.0	9.0	50	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	3	9	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
18.0	1.0	9.0	70	-2	B	-1.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	4	9	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
19.0	1.0	9.5	72	0	C	0.0	4	4	1.0	1.0	1/8	True	-2	3.0	3.0	3.0	3a	5	19/2	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-1	-1	-1	False	False	False
20.0	2.0	10.0	55	1	G	0.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	3	10	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
20.0	2.0	10.0	58	-2	B	-1.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	3	10	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
20.0	2.0	10.0	62	2	D	0.0	4	4	2.0	1.0	1/4	True	-2	3.0	3.0	3.0	3a	4	10	False	False				False	0	g.i{		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	1	1	1	True	False	False
