onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	16.0	0.0	51	-3	E	-1.0	1.0	1	2	2	2.0	1.0	1	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
8.0	4.0	1.0	58	-2	B	-1.0	2.0	2	2	2	1.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	2	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
12.0	4.0	1.5	58	-2	B	-1.0	2.5	0	2	2	1.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	3	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
16.0	8.0	2.0	51	-3	E	-1.0	1.0	1	2	2	2.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	4	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
16.0	4.0	2.0	58	-2	B	-1.0	1.0	1	2	2	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	4	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
20.0	2.0	2.5	58	-2	B	-1.0	1.5	0	2	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	5	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
22.0	2.0	2.75	58	-2	B	-1.0	1.75	0	2	2	1.0	1.0	1/8	True	-1	2.0	2.0	2.0	2a	3	11/2	False	False				False	0	g.VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
24.0	8.0	3.0	50	2	D	0.0	2.0	2	2	2	2.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	6	False	True				False	1	IV6/VII		g	i		IV6/VII	IV		6		VII	M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	IV/VII	VII	VII/i	VII	False	IV6/VII	IV6/VII, minor		IV6/VII, minor	VII	VII	1	1	-1	1	1	3	True	False	True
24.0	8.0	3.0	58	-2	B	-1.0	2.0	2	2	2	1.0	1.0	1/2	True	-1	2.0	2.0	2.0	2a	3	6	False	True				False	1	IV6/VII		g	i		IV6/VII	IV		6		VII	M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	IV/VII	VII	VII/i	VII	False	IV6/VII	IV6/VII, minor		IV6/VII, minor	VII	VII	1	1	-1	-3	-3	-1	True	True	False
32.0	8.0	4.0	48	0	C	0.0	1.0	1	2	2	2.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	2	V7/VII		g	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	1	1	-1	-1	-1	1	True	True	True
