onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	16.0	0.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1	True	0	1.0	1.0	1.0	1a	3	0	True	True				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
0.0	16.0	0.0	57	3	A	0.0	1.0	1	4	4	4.0	1.0	1	True	0	1.0	1.0	1.0	1a	3	0	True	True				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
16.0	8.0	4.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1/2	False	0	2.0	2.0	2.0	2a	3	4	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
16.0	8.0	4.0	57	3	A	0.0	1.0	1	4	4	4.0	1.0	1/2	False	0	2.0	2.0	2.0	2a	3	4	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
16.0	16.0	4.0	76	4	E	0.0	1.0	1	4	4	1.0	1.0	1	True	0	2.0	2.0	2.0	2a	5	4	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	1	1	1	True	False	False
24.0	4.0	6.0	45	3	A	0.0	3.0	3	4	4	3.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	2	6	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
24.0	4.0	6.0	45	3	A	0.0	3.0	3	4	4	4.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	2	6	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
28.0	4.0	7.0	47	5	B	0.0	4.0	4	4	4	3.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	2	7	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
28.0	4.0	7.0	47	5	B	0.0	4.0	4	4	4	4.0	1.0	1/4	True	0	2.0	2.0	2.0	2a	2	7	False	False				False	0	a.i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	2	2	2	False	False	False
32.0	16.0	8.0	49	7	C	1.0	1.0	1	4	4	3.0	1.0	1	True	0	3.0	3.0	3.0	3a	3	8	False	True				False	1	I6		a	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	3	3	3	4	4	4	True	False	True
32.0	16.0	8.0	49	7	C	1.0	1.0	1	4	4	4.0	1.0	1	True	0	3.0	3.0	3.0	3a	3	8	False	True				False	1	I6		a	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	3	3	3	4	4	4	True	False	True
32.0	8.0	8.0	76	4	E	0.0	1.0	1	4	4	1.0	1.0	1/2	False	0	3.0	3.0	3.0	3a	5	8	False	True				False	1	I6		a	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	3	3	3	1	1	1	True	False	False
40.0	4.0	10.0	69	3	A	0.0	3.0	3	4	4	1.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	4	10	False	False				False	1	I6		a	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	3	3	3	0	0	0	True	True	False
44.0	4.0	11.0	71	5	B	0.0	4.0	4	4	4	1.0	1.0	1/4	True	0	3.0	3.0	3.0	3a	4	11	False	False				False	1	I6		a	i		I6	I		6			M	True	True	(4, 1, 0)	()	0	4	minor	minor	i	i, minor	I		i	i	True	I6	I6, minor		I6, minor		I	3	3	3	2	2	2	False	False	False
48.0	16.0	12.0	52	4	E	0.0	1.0	1	4	4	3.0	1.0	1	True	0	4.0	4.0	4.0	4a	3	12	False	True				False	2	V(6)		a	i		V(6)	V			6		M	True	True	(1, 5, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(6), minor		V	3	3	3	1	1	1	True	True	True
48.0	16.0	12.0	52	4	E	0.0	1.0	1	4	4	4.0	1.0	1	True	0	4.0	4.0	4.0	4a	3	12	False	True				False	2	V(6)		a	i		V(6)	V			6		M	True	True	(1, 5, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(6), minor		V	3	3	3	1	1	1	True	True	True
48.0	16.0	12.0	72	0	C	0.0	1.0	1	4	4	1.0	1.0	1	True	0	4.0	4.0	4.0	4a	5	12	False	True				False	2	V(6)		a	i		V(6)	V			6		M	True	True	(1, 5, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(6), minor		V	3	3	3	-3	-3	-3	True	False	False
64.0	8.0	16.0	52	4	E	0.0	1.0	1	4	4	4.0	1.0	1/2	False	0	5.0	5.0	5.0	5a	3	16	False	True				False	4	V(4)		a	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	3	3	3	1	1	1	True	True	True
64.0	16.0	16.0	52	4	E	0.0	1.0	1	4	4	3.0	1.0	1	False	0	5.0	5.0	5.0	5a	3	16	False	True				False	4	V(4)		a	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	3	3	3	1	1	1	True	True	True
64.0	16.0	16.0	71	5	B	0.0	1.0	1	4	4	1.0	1.0	1	True	0	5.0	5.0	5.0	5a	4	16	False	True				False	4	V(4)		a	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	3	3	3	2	2	2	True	False	False
64.0	16.0	16.0	76	4	E	0.0	1.0	1	4	4	2.0	1.0	1	True	0	5.0	5.0	5.0	5a	5	16	False	True				False	4	V(4)		a	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	3	3	3	1	1	1	True	True	True
72.0	8.0	18.0	52	4	E	0.0	3.0	3	4	4	4.0	1.0	1/2	False	0	5.0	5.0	5.0	5a	3	18	False	True				False	5	V		a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	3	3	3	1	1	1	True	True	True
80.0	8.0	20.0	45	3	A	0.0	1.0	1	4	4	4.0	1.0	1/2	True	0	6.0	6.0	6.0	6a	2	20	False	True			\\	True	6	i\\		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
80.0	16.0	20.0	45	3	A	0.0	1.0	1	4	4	3.0	1.0	1	True	0	6.0	6.0	6.0	6a	2	20	False	True			\\	True	6	i\\		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
80.0	16.0	20.0	69	3	A	0.0	1.0	1	4	4	1.0	1.0	1	True	0	6.0	6.0	6.0	6a	4	20	False	True			\\	True	6	i\\		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	3	3	3	0	0	0	True	True	True
