onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	16.0	0.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	True	-1	1.0	1.0	1.0	1a	2	0	True	True				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
0.0	16.0	0.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1	True	-1	1.0	1.0	1.0	1a	4	0	True	True				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
16.0	16.0	4.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	False	-1	2.0	2.0	2.0	2a	2	4	False	False				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
16.0	8.0	4.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1/2	False	-1	2.0	2.0	2.0	2a	4	4	False	False				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
24.0	4.0	6.0	69	3	A	0.0	3.0	3	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	4	6	False	False				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	2	2	2	False	False	False
28.0	4.0	7.0	70	-2	B	-1.0	4.0	4	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	4	7	False	False				False	0	g.i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	-3	-3	-3	True	False	False
32.0	16.0	8.0	50	2	D	0.0	1.0	1	4	4	3.0	1.0	1	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	1	V		g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	1	1	1	True	True	True
32.0	8.0	8.0	66	6	F	1.0	1.0	1	4	4	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	4	8	False	True				False	1	V		g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	5	5	5	True	False	False
40.0	8.0	10.0	67	1	G	0.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	4	10	False	True				False	2	V(64)		g	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	1	1	1	0	0	0	True	False	False
48.0	16.0	12.0	50	2	D	0.0	1.0	1	4	4	3.0	1.0	1	False	-1	4.0	4.0	4.0	4a	3	12	False	True				False	3	V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	1	1	1	True	True	True
48.0	8.0	12.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1/2	False	-1	4.0	4.0	4.0	4a	4	12	False	True				False	3	V(4)		g	i		V(4)	V			4		M	True	True	(1, 0, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(4), minor		V	1	1	1	0	0	0	True	False	False
56.0	8.0	14.0	66	6	F	1.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	4	V		g	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	1	1	1	5	5	5	True	False	False
64.0	16.0	16.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	True	-1	5.0	5.0	5.0	5a	2	16	False	True				False	5	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
64.0	16.0	16.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1	True	-1	5.0	5.0	5.0	5a	4	16	False	True				False	5	i		g	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	1	1	1	0	0	0	True	True	True
80.0	8.0	20.0	46	-2	B	-1.0	1.0	1	4	4	3.0	1.0	1/2	True	-1	6.0	6.0	6.0	6a	2	20	False	True				False	6	III		g	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	1	1	1	-3	-3	-3	True	True	True
80.0	4.0	20.0	62	2	D	0.0	1.0	1	4	4	1.0	1.0	1/4	True	-1	6.0	6.0	6.0	6a	4	20	False	True				False	6	III		g	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	1	1	1	1	1	1	True	False	False
