onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	4.0	0.0	53	-1	F	0.0	1.0	1	4	4	2.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	F.I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
4.0	2.0	1.0	50	2	D	0.0	2.0	2	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	1	False	True				False	1	V6		F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	3	3	3	False	False	False
6.0	2.0	1.5	52	4	E	0.0	2.5	0	4	4	2.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	3	3/2	False	False				False	1	V6		F	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	-1	-1	-1	5	5	5	True	False	True
8.0	4.0	2.0	53	-1	F	0.0	3.0	3	4	4	2.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	2	False	True				False	2	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
8.0	4.0	2.0	72	0	C	0.0	3.0	3	4	4	1.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	5	2	False	True				False	2	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
12.0	4.0	3.0	55	1	G	0.0	4.0	4	4	4	2.0	1.0	1/4	True	-1	1.0	1.0	1.0	1a	3	3	False	True				False	3	ii	viio6	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	2	2	2	True	True	True
12.0	2.0	3.0	69	3	A	0.0	4.0	4	4	4	1.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	3	False	True				False	3	ii	viio6	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	4	4	4	False	False	False
14.0	2.0	3.5	70	-2	B	-1.0	4.5	0	4	4	1.0	1.0	1/8	True	-1	1.0	1.0	1.0	1a	4	7/2	False	False				False	3	ii	viio6	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	-1	-1	-1	-1	-1	-1	True	False	False
16.0	4.0	4.0	53	-1	F	0.0	1.0	1	4	4	2.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	4	False	True				False	4	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
16.0	4.0	4.0	72	0	C	0.0	1.0	1	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	5	4	False	True				False	4	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	1	1	1	True	False	False
20.0	4.0	5.0	46	-2	B	-1.0	2.0	2	4	4	2.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	2	5	False	True				False	5	IV		F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
20.0	4.0	5.0	74	2	D	0.0	2.0	2	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	5	5	False	True				False	5	IV		F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	3	3	3	True	False	False
24.0	4.0	6.0	51	-3	E	-1.0	3.0	3	4	4	2.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	6	False	True				False	6	bVII		F	I		bVII	bVII					M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	bVII		I	I	False	bVII	bVII, major		bVII, major		bVII	-1	-1	-1	-2	-2	-2	True	True	True
24.0	4.0	6.0	70	-2	B	-1.0	3.0	3	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	4	6	False	True				False	6	bVII		F	I		bVII	bVII					M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	bVII		I	I	False	bVII	bVII, major		bVII, major		bVII	-1	-1	-1	-1	-1	-1	True	False	False
28.0	4.0	7.0	53	-1	F	0.0	4.0	4	4	4	2.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	3	7	False	True				False	7	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
28.0	4.0	7.0	69	3	A	0.0	4.0	4	4	4	1.0	1.0	1/4	True	-1	2.0	2.0	2.0	2a	4	7	False	True				False	7	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
32.0	6.0	8.0	48	0	C	0.0	1.0	1	4	4	2.0	1.0	3/8	True	-1	3.0	3.0	3.0	3a	3	8	False	True				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
32.0	6.0	8.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	3/8	True	-1	3.0	3.0	3.0	3a	4	8	False	True				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
38.0	2.0	9.5	48	0	C	0.0	2.5	0	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	19/2	False	False				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
38.0	2.0	9.5	67	1	G	0.0	2.5	0	4	4	1.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	4	19/2	False	False				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
40.0	2.0	10.0	48	0	C	0.0	3.0	3	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	3	10	False	False				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
40.0	8.0	10.0	67	1	G	0.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	3.0	3.0	3.0	3a	4	10	False	False				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
42.0	2.0	10.5	43	1	G	0.0	3.5	0	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	2	21/2	False	False				False	8	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
44.0	2.0	11.0	45	3	A	0.0	4.0	4	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	2	11	False	True				False	9	V6/V		F	I		V6/V	V		6		V	M	False	False	(6, 3, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V6/V	V6/V, major		V6/V, major	V	V	-1	-1	0	4	4	3	False	False	False
46.0	2.0	11.5	47	5	B	0.0	4.5	0	4	4	2.0	1.0	1/8	True	-1	3.0	3.0	3.0	3a	2	23/2	False	False				False	9	V6/V		F	I		V6/V	V		6		V	M	False	False	(6, 3, 2)	()	2	6	major	major	I	I, major	V/V	V	V/I	V	False	V6/V	V6/V, major		V6/V, major	V	V	-1	-1	0	6	6	5	True	False	True
48.0	4.0	12.0	48	0	C	0.0	1.0	1	4	4	2.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	3	12	False	True				False	10	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	1	1	1	True	True	True
50.0	2.0	12.5	67	1	G	0.0	1.5	0	4	4	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	25/2	False	False				False	10	V		F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	-1	-1	-1	2	2	2	True	False	False
52.0	4.0	13.0	46	-2	B	-1.0	2.0	2	4	4	2.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	2	13	False	True				False	11	IV		F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
52.0	2.0	13.0	69	3	A	0.0	2.0	2	4	4	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	13	False	True				False	11	IV		F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	4	4	4	False	False	False
54.0	2.0	13.5	70	-2	B	-1.0	2.5	0	4	4	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	27/2	False	False				False	11	IV		F	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-1	-1	-1	-1	-1	-1	True	True	True
56.0	4.0	14.0	45	3	A	0.0	3.0	3	4	4	2.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	2	14	False	True				False	12	I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	4	4	4	True	False	True
56.0	6.0	14.0	72	0	C	0.0	3.0	3	4	4	1.0	1.0	3/8	True	-1	4.0	4.0	4.0	4a	5	14	False	True				False	12	I6		F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	-1	-1	-1	1	1	1	True	False	False
60.0	4.0	15.0	43	1	G	0.0	4.0	4	4	4	2.0	1.0	1/4	True	-1	4.0	4.0	4.0	4a	2	15	False	True				False	13	viio6		F	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	-1	-1	-1	2	2	2	True	False	True
62.0	2.0	15.5	70	-2	B	-1.0	4.5	0	4	4	1.0	1.0	1/8	True	-1	4.0	4.0	4.0	4a	4	31/2	False	False				False	13	viio6		F	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	-1	-1	-1	-1	-1	-1	True	False	False
64.0	4.0	16.0	41	-1	F	0.0	1.0	1	4	4	2.0	1.0	1/4	True	-1	5.0	5.0	5.0	5a	2	16	False	True				False	14	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	0	0	0	True	True	True
64.0	2.0	16.0	69	3	A	0.0	1.0	1	4	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	16	False	True				False	14	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
66.0	2.0	16.5	69	3	A	0.0	1.5	0	4	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	33/2	False	False				False	14	I		F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	-1	-1	-1	4	4	4	True	False	False
68.0	4.0	17.0	51	-3	E	-1.0	2.0	2	4	4	2.0	1.0	1/4	True	-1	5.0	5.0	5.0	5a	3	17	False	True				False	15	IV/IV		F	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	-1	-1	-2	-2	-2	-1	True	True	True
68.0	2.0	17.0	70	-2	B	-1.0	2.0	2	4	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	4	17	False	True				False	15	IV/IV		F	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	-1	-1	-2	-1	-1	0	True	False	False
70.0	2.0	17.5	72	0	C	0.0	2.5	0	4	4	1.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	5	35/2	False	False				False	15	IV/IV		F	I		IV/IV	IV				IV	M	False	False	(-2, 2, -1)	()	-2	-2	major	major	I	I, major	IV/IV	IV	IV/I	IV	False	IV/IV	IV/IV, major		IV/IV, major	IV	IV	-1	-1	-2	1	1	2	False	False	False
72.0	2.0	18.0	50	2	D	0.0	3.0	3	4	4	2.0	1.0	1/8	True	-1	5.0	5.0	5.0	5a	3	18	False	True				False	16	IV6		F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	3	3	3	True	False	True
72.0	6.0	18.0	74	2	D	0.0	3.0	3	4	4	1.0	1.0	3/8	True	-1	5.0	5.0	5.0	5a	5	18	False	True				False	16	IV6		F	I		IV6	IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	-1	-1	-1	3	3	3	True	False	True
