onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	16.0	0.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	True	0	1.0	1.0	1.0	1a	2	0	True	True				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
0.0	8.0	0.0	74	2	D	0.0	1.0	1	4	4	1.0	1.0	1/2	True	0	1.0	1.0	1.0	1a	5	0	True	True				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
8.0	1.0	2.0	74	2	D	0.0	3.0	3	4	4	1.0	1.0	1/16	False	0	1.0	1.0	1.0	1a	5	2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
8.0	8.0	2.0	74	2	D	0.0	3.0	3	4	4	2.0	1.0	1/2	True	0	1.0	1.0	1.0	1a	5	2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
9.0	1.0	2.25	71	5	B	0.0	3.25	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	9/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	4	4	4	True	False	False
10.0	1.0	2.5	72	0	C	0.0	3.5	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	5	5/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	-1	-1	-1	False	False	False
11.0	1.0	2.75	69	3	A	0.0	3.75	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	11/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	2	2	2	False	False	False
12.0	1.0	3.0	71	5	B	0.0	4.0	4	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	3	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	4	4	4	True	False	False
13.0	1.0	3.25	67	1	G	0.0	4.25	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	13/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
14.0	1.0	3.5	69	3	A	0.0	4.5	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	7/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	2	2	2	False	False	False
15.0	1.0	3.75	66	6	F	1.0	4.75	0	4	4	1.0	1.0	1/16	True	0	1.0	1.0	1.0	1a	4	15/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
16.0	16.0	4.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	False	0	2.0	2.0	2.0	2a	2	4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
16.0	8.0	4.0	67	1	G	0.0	1.0	1	4	4	1.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	4	4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
16.0	1.0	4.0	74	2	D	0.0	1.0	1	4	4	2.0	1.0	1/16	False	0	2.0	2.0	2.0	2a	5	4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
17.0	1.0	4.25	71	5	B	0.0	1.25	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	17/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	4	4	4	True	False	False
18.0	1.0	4.5	72	0	C	0.0	1.5	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	9/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	-1	-1	-1	False	False	False
19.0	1.0	4.75	69	3	A	0.0	1.75	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	19/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	2	2	2	False	False	False
20.0	1.0	5.0	71	5	B	0.0	2.0	2	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	5	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	4	4	4	True	False	False
21.0	1.0	5.25	67	1	G	0.0	2.25	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	21/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
22.0	1.0	5.5	69	3	A	0.0	2.5	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	11/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	2	2	2	False	False	False
23.0	1.0	5.75	66	6	F	1.0	2.75	0	4	4	2.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	23/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
24.0	1.0	6.0	67	1	G	0.0	3.0	3	4	4	1.0	1.0	1/16	False	0	2.0	2.0	2.0	2a	4	6	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
24.0	8.0	6.0	67	1	G	0.0	3.0	3	4	4	2.0	1.0	1/2	True	0	2.0	2.0	2.0	2a	4	6	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
25.0	1.0	6.25	66	6	F	1.0	3.25	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	25/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
26.0	1.0	6.5	64	4	E	0.0	3.5	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	13/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	3	3	3	False	False	False
27.0	1.0	6.75	66	6	F	1.0	3.75	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	27/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
28.0	1.0	7.0	67	1	G	0.0	4.0	4	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	7	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
29.0	1.0	7.25	69	3	A	0.0	4.25	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	29/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	2	2	2	False	False	False
30.0	1.0	7.5	71	5	B	0.0	4.5	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	4	15/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	4	4	4	True	False	False
31.0	1.0	7.75	72	0	C	0.0	4.75	0	4	4	1.0	1.0	1/16	True	0	2.0	2.0	2.0	2a	5	31/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	-1	-1	-1	False	False	False
32.0	16.0	8.0	43	1	G	0.0	1.0	1	4	4	3.0	1.0	1	True	0	3.0	3.0	3.0	3a	2	8	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
32.0	1.0	8.0	67	1	G	0.0	1.0	1	4	4	2.0	1.0	1/16	False	0	3.0	3.0	3.0	3a	4	8	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	0	0	0	True	True	True
32.0	2.0	8.0	74	2	D	0.0	1.0	1	4	4	1.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	5	8	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
33.0	1.0	8.25	66	6	F	1.0	1.25	0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	33/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
34.0	1.0	8.5	64	4	E	0.0	1.5	0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	17/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	3	3	3	False	False	False
34.0	1.0	8.5	76	4	E	0.0	1.5	0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	17/2	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	3	3	3	False	False	False
35.0	1.0	8.75	66	6	F	1.0	1.75	0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	35/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	5	5	5	False	False	False
35.0	1.0	8.75	74	2	D	0.0	1.75	0	4	4	1.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	5	35/4	False	False				False	0	G.I[I		G	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	1	1	1	1	1	1	True	False	False
36.0	1.0	9.0	67	1	G	0.0	2.0	2	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	9	False	True				False	1	ii	viio6	G	I	I	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	I	ii, major		ii	1	1	1	0	0	0	False	False	False
36.0	2.0	9.0	72	0	C	0.0	2.0	2	4	4	1.0	1.0	1/8	True	0	3.0	3.0	3.0	3a	5	9	False	True				False	1	ii	viio6	G	I	I	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	I	ii, major		ii	1	1	1	-1	-1	-1	True	False	False
37.0	1.0	9.25	69	3	A	0.0	2.25	0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	37/4	False	False				False	1	ii	viio6	G	I	I	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	I	ii, major		ii	1	1	1	2	2	2	True	True	True
38.0	1.0	9.5	71	5	B	0.0	2.5	0	4	4	2.0	1.0	1/16	True	0	3.0	3.0	3.0	3a	4	19/2	False	False				False	1	ii	viio6	G	I	I	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	I	ii, major		ii	1	1	1	4	4	4	False	False	False
