onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	16.0	0.0	58	-2	B	-1.0	1.0	1	4	4	2.0	1.0	1	True	-1	1.0	1.0	1.0	1a	3	0	True	True				False	0	g.III		g	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	1	1	1	-3	-3	-3	True	True	True
8.0	8.0	2.0	58	-2	B	-1.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	1.0	1.0	1.0	1a	3	2	False	False				False	0	g.III		g	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	1	1	1	-3	-3	-3	True	True	True
16.0	16.0	4.0	51	-3	E	-1.0	1.0	1	4	4	2.0	1.0	1	True	-1	2.0	2.0	2.0	2a	3	4	False	True				False	1	VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-4	-4	-4	True	True	True
16.0	16.0	4.0	58	-2	B	-1.0	1.0	1	4	4	1.0	1.0	1	True	-1	2.0	2.0	2.0	2a	3	4	False	True				False	1	VI		g	i		VI	VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	1	1	1	-3	-3	-3	True	False	False
32.0	16.0	8.0	55	1	G	0.0	1.0	1	4	4	2.0	1.0	1	True	-1	3.0	3.0	3.0	3a	3	8	False	True			\\	True	2	I\\		g	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	1	1	1	0	0	0	True	True	True
32.0	16.0	8.0	59	5	B	0.0	1.0	1	4	4	1.0	1.0	1	True	-1	3.0	3.0	3.0	3a	3	8	False	True			\\	True	2	I\\		g	i		I	I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	1	1	1	4	4	4	True	False	False
56.0	8.0	14.0	60	0	C	0.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	3	IV		g	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	1	1	1	-1	-1	-1	True	True	True
56.0	8.0	14.0	60	0	C	0.0	3.0	3	4	4	2.0	1.0	1/2	True	-1	4.0	4.0	4.0	4a	4	14	False	True				False	3	IV		g	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	1	1	1	-1	-1	-1	True	True	True
64.0	16.0	16.0	53	-1	F	0.0	1.0	1	4	4	2.0	1.0	1	True	-1	5.0	5.0	5.0	5a	3	16	False	True				False	4	VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	-2	-2	-2	True	True	True
64.0	12.0	16.0	60	0	C	0.0	1.0	1	4	4	1.0	1.0	3/4	True	-1	5.0	5.0	5.0	5a	4	16	False	True				False	4	VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	-1	-1	-1	True	False	False
76.0	4.0	19.0	60	0	C	0.0	4.0	4	4	4	1.0	1.0	1/4	True	-1	5.0	5.0	5.0	5a	4	19	False	False				False	4	VII		g	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	1	1	1	-1	-1	-1	True	False	False
80.0	16.0	20.0	57	3	A	0.0	1.0	1	4	4	2.0	1.0	1	True	-1	6.0	6.0	6.0	6a	3	20	False	True				False	5	V/v		g	i		V/v	V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	1	1	2	2	2	1	True	True	True
80.0	16.0	20.0	61	7	C	1.0	1.0	1	4	4	1.0	1.0	1	True	-1	6.0	6.0	6.0	6a	4	20	False	True				False	5	V/v		g	i		V/v	V				v	M	True	True	(2, 6, 3)	()	2	2	minor	minor	i	i, minor	V/v	v	v/i	v	True	V/v	V/v, minor		V/v, minor	v	v	1	1	2	6	6	5	True	False	False
104.0	8.0	26.0	62	2	D	0.0	3.0	3	4	4	1.0	1.0	1/2	True	-1	7.0	7.0	7.0	7a	4	26	False	True				False	6	v		g	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	1	1	1	1	1	1	True	True	True
104.0	8.0	26.0	62	2	D	0.0	3.0	3	4	4	2.0	1.0	1/2	True	-1	7.0	7.0	7.0	7a	4	26	False	True				False	6	v		g	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	1	1	1	1	1	1	True	True	True
